epoch,train_loss,val_loss,train_mae,val_mae,lr
0,1.0259011885757456,0.4569346323175338,0.255313815244105,0.19633322997579297,0.01
1,0.2588026043831209,0.2704117314040082,0.13924723085509585,0.13859646977151482,0.01
2,0.22414203928794435,0.20238230833150808,0.12807456295278072,0.1206014103536467,0.01
3,0.21320775906482578,0.2615863860232159,0.1267155405604286,0.14272193755339652,0.01
4,0.20789900341109574,0.20401302674441663,0.12473468726423127,0.1260078701290112,0.01
5,0.20170349700679366,0.20731594623292535,0.12247338113131007,0.13304729817561733,0.01
6,0.18576652536023625,0.20627971514336113,0.11786619363421194,0.12520039732595092,0.01
7,0.17876704516328368,0.20291894066680982,0.1154085037852741,0.13000727350850708,0.01
8,0.20882419330345114,0.23149004202444576,0.12333397040761908,0.1408021272096819,0.01
9,0.18008815026449113,0.17535651149680315,0.11595514635242422,0.11814671241253324,0.01
10,0.17358659618372974,0.21033839780150107,0.11466211768066041,0.12797890386535127,0.01
11,0.16332458655691753,0.16988423018200885,0.11047339841128635,0.11559226117955829,0.01
12,0.15164813025768673,0.16172179666537684,0.1059496651454828,0.11027993977937883,0.01
13,0.17146562242318836,0.15940054947311438,0.11314280776755271,0.10685378645808952,0.01
14,0.1630163786625493,0.17895493330886064,0.11047817924764806,0.11999942007863405,0.01
15,0.16243919878791205,0.1510703371277133,0.11110528881761253,0.10302312679371788,0.01
16,0.14069383950525477,0.1581351800451001,0.10163937401529748,0.10919506507880479,0.01
17,0.154815360206247,0.14945038545478895,0.10862817974382594,0.10309510960162264,0.01
18,0.1392056859042551,0.19328497654025995,0.10192116709144385,0.12422462646822327,0.01
19,0.15698319021769827,0.20394390098099568,0.10946922005385358,0.12498749676838662,0.01
20,0.15039744661054597,0.14462793726944229,0.10648936122372997,0.10007678428031866,0.01
21,0.13202588813130683,0.1351536793760883,0.09929040839265683,0.09627611776000088,0.01
22,0.13356708429783812,0.15724600229448485,0.09945407984486453,0.111455515895075,0.01
23,0.142753815668571,0.16128501122437636,0.10431776566501402,0.11093348431066402,0.01
24,0.13129393973193668,0.1572350578979381,0.10010181023882046,0.10722788806679179,0.01
25,0.13778860429346662,0.15270193159869574,0.10232837547593768,0.10328838677660933,0.01
26,0.12931478879410988,0.133090806672874,0.09853918942452221,0.09660890155914918,0.01
27,0.12264043557335444,0.1369633211672885,0.0957494449418243,0.1019726159792502,0.01
28,0.1268683985493735,0.1529528106589919,0.09646076322892229,0.10299611786036815,0.01
29,0.12138165001704283,0.13176261337058057,0.09566461464128356,0.09589437098757735,0.01
30,0.12231471513240208,0.14539444200622226,0.09555949545653708,0.10372396225778802,0.01
31,0.12352091175029467,0.1503724829085822,0.09688069756835323,0.101950246949219,0.01
32,0.11921849048985506,0.145943220957969,0.09459463768787493,0.09982200169447557,0.01
33,0.12403209303448684,0.1863735119983988,0.096825548276807,0.11419515890403859,0.01
34,0.11173059555632041,0.1371244504613784,0.0909232734072241,0.09509882605770259,0.01
35,0.11661130811051823,0.1646029999823246,0.093739351297158,0.10473356135551212,0.01
36,0.11073866148652808,0.1399333286053926,0.09153802633215773,0.10011487027395119,0.01
37,0.11625583770177157,0.1401981798190515,0.09340546197318361,0.10333854473620943,0.01
38,0.11449676978678779,0.14218203607693458,0.09318668487504901,0.09993786032049401,0.01
39,0.10742619687536574,0.14260245179667055,0.0898500152940698,0.10318195942825484,0.01
40,0.11316632999933335,0.1560194626884553,0.09253277803696484,0.1046551978848513,0.01
41,0.11130683685740946,0.17875114343698742,0.09098591880724871,0.1099756065647579,0.01
42,0.12657699354710775,0.13633031839305915,0.0973075036361025,0.09898849967324617,0.01
43,0.12610884510274206,0.13309545670319528,0.09767362851460135,0.09603541329937074,0.01
44,0.1063738294152131,0.20346549630743785,0.0890444369325246,0.12577505785863377,0.01
45,0.12504866089952302,0.12814745574610906,0.09842975247768072,0.09394983520496239,0.01
46,0.11027894518710503,0.13402367723219602,0.09029765463149714,0.09777417229217233,0.01
47,0.09482505062539065,0.1267689303721039,0.08401742767135245,0.09352519196792713,0.01
48,0.10043811623916221,0.1363451198756116,0.08672441434424684,0.09649202444599671,0.01
49,0.1070484445128697,0.13255526704116932,0.08971995957793472,0.09431309130006624,0.01
50,0.1079022017268951,0.13801150689425978,0.09134525729278148,0.095759059257299,0.01
51,0.10130625246924582,0.15211484038714065,0.086536435526387,0.10515491917584706,0.01
52,0.0993304874516947,0.13391150071204289,0.08617199235562463,0.09611297015426229,0.01
53,0.09512219995457862,0.12506666989291756,0.08496072585739901,0.09159018504388124,0.01
54,0.11704397108151535,0.13253170150576285,0.09392885706941943,0.09849927748001895,0.01
55,0.09890131435938641,0.13254508513559415,0.08654811081868001,0.09421031032372447,0.01
56,0.10921535126747693,0.12668908315086827,0.09200159456915577,0.09739086690168937,0.01
57,0.09603207521871975,0.13287610770429223,0.08486366429974176,0.09629550785983651,0.01
58,0.10163211101767083,0.12840984038357595,0.08771134144175488,0.09388673522518677,0.01
59,0.10331321227629556,0.1451523505078936,0.08864819177755406,0.1032626457440043,0.01
60,0.09684079137906004,0.1318308736369448,0.08521099884303737,0.09408733530819995,0.01
61,0.10097736795726515,0.14411823654059067,0.08744633231012211,0.09935572374503589,0.01
62,0.09656619023763689,0.1299427344093045,0.08515838343476213,0.09496768144438568,0.01
63,0.10340315710737218,0.12904769276241654,0.08758498026326177,0.09562901313443786,0.01
64,0.09555714044532483,0.1296337414713739,0.08483412736662807,0.09361466121615715,0.01
65,0.09991982287059228,0.1269197174646322,0.08799660818666091,0.09149560180393237,0.01
66,0.09614726077625244,0.12949272845555276,0.08572943865702655,0.09508417054866124,0.01
67,0.1024912609272514,0.13298535708663534,0.08746384678449917,0.09483578562447169,0.01
68,0.08573241198214795,0.12031869199669477,0.07963731387798909,0.09049096334617114,0.01
69,0.09409844056556507,0.12697534017192508,0.08473795758272826,0.09853732831848477,0.01
70,0.08475547138189343,0.12140097476324989,0.08057368985563614,0.08973726847218079,0.01
71,0.07759846247245362,0.12185137530843031,0.07618608409903353,0.09254954097051064,0.01
72,0.09453665559374919,0.16225249833852343,0.08507197057704066,0.10430384130732527,0.01
73,0.08669634553781955,0.1349826359633103,0.0805554466115965,0.09810772747958749,0.01
74,0.0895537998270088,0.11735975474697873,0.08207119767946565,0.09059796851236844,0.01
75,0.08256078301163028,0.1201142583367894,0.0787506390785833,0.08869020148967076,0.01
76,0.08986356046315737,0.13364764179998231,0.08185294742582523,0.09465525378879991,0.01
77,0.09101312443615943,0.14858880624609086,0.08415041395338688,0.09706419771446766,0.01
78,0.09365055794454553,0.11730230086058088,0.08473996208437458,0.08973798090682446,0.01
