split,n,MAE_log10,R2,MAE_GPa,rel_error_pct,pct_of_range
train,7691,0.03417420094321041,0.9841053605074304,3.654966654142564,8.186781497659856,0.7001849931599714
val,1648,0.08571250548640501,0.8889040204135051,8.001170336250887,21.818291851438754,1.532790837040855
test,1648,0.08355411599634342,0.8885421756403641,7.714113686479532,21.21437205774912,1.4777991565753508
