split,n,MAE_log10,R2,MAE_GPa,rel_error_pct,pct_of_range
train,7691,0.03177689548607834,0.9812108011452942,6.407769919029246,7.591235703007704,1.116336148944881
val,1648,0.06078995941478072,0.9113671082449132,10.110922126820277,15.02439546455192,1.7614845745032783
test,1648,0.06301523065104069,0.901243198347521,10.199828842826989,15.615278760914464,1.776973548392232
