split,n,MAE_log10,R2,MAE_GPa,rel_error_pct,pct_of_range
train,7691,0.03747832193871869,0.9742408877643324,7.395944450867085,9.013007655117434,1.2884919793346816
val,1648,0.06723480270180887,0.8945092692594815,11.154451048319316,16.744062697875584,1.9432840261470297
test,1648,0.06956000047401317,0.8824237616613455,11.536922590587556,17.37078263001579,2.0099166946061087
