material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,space_group,crystal_system,p95_p05_ratio,confidence_old,confidence,family
6d7b04ae71,IrRhI6,8,297.64135325770803,5.894481411599428,1056.54932,12.655232441232966,6.306678525666214,0.1555265772881848,0.087015673218671,0.2863223374167534,1.690997128777419,0.3730270032382537,0.1263651820311765,0.3652196411707073,0.9335328489039946,C2,monoclinic,7.387579663151794,tight,wide,non-oxide
c91fd89141,TaInCl6,8,283.5906829599088,2.977380426758927,508.48388,6.095546972126658,2.1925138379487032,0.3527804947421225,0.2542308084946584,0.3394088625055237,2.046412408618977,0.0747092999356852,0.0049137180477693,0.0761660519107898,1.003073757219239,R3,trigonal,204.1374265816071,moderate,wide,non-oxide
b5387a932b,Cs2Pd(PtSe2)2,9,280.5672713777751,6.381563382631957,1078.2389038,18.323089382002948,5.852464827825875,0.2255302599065083,0.1655204225462546,0.3556651247422467,2.17951511808212,0.1729264467978669,0.0318990203280883,0.1806592009238238,1.009633204871809,C2/m,monoclinic,31.650915748744403,moderate,wide,non-oxide
027d726fb6,ZrPbBr6,8,319.77937820830306,4.039181641162333,777.848,7.689734501975694,3.5223174028214563,0.3812909158870688,0.1605416891745754,0.3013097437200768,1.7808746214866582,0.1764117789586002,0.0230257133914876,0.1805551768731097,1.0115903929896253,R3,trigonal,43.93307498405669,moderate,wide,non-oxide
3301a13de9,Mg(Se3Br)2,9,268.9397352640943,4.061965100898404,657.873,8.891042674340845,3.8151653500403935,0.4332765245282354,0.1620932650346752,0.3122968722769913,1.8515924509552744,0.1552436409571944,0.0163625175305195,0.1595644724627801,1.021031765207642,P-1,triclinic,62.400652179788615,moderate,wide,non-oxide
65ace95f61,CaCeBr6,8,317.3518792882036,3.4514415418607127,659.6179999999999,9.682480480131378,4.503637636600876,0.2016658906881277,0.1184196330381623,0.2986515891367161,1.76439997764905,0.2796932047838203,0.0677481621435942,0.2752894093182479,1.0234173571505851,C2,monoclinic,15.106201035851296,tight,wide,non-oxide
297c9b445d,PdSe6IBr,9,284.00740607763856,4.601376841797324,786.98847,6.343719688329981,3.317419945313926,0.3429569166335139,0.2088223699733213,0.2773402096090032,1.6404487627973037,0.1480984359910521,0.0139892185311276,0.1404443033694732,1.0358205557246225,P1,triclinic,74.04420435779174,moderate,wide,non-oxide
79d4f4d82f,Rb4CdAs2Pt,8,272.47359073314567,4.870631422947189,799.2094,28.96564125502756,9.975351074570527,0.0783875523597026,0.0660176685516364,0.3455386059982261,2.0950187336438857,0.5332553062960492,0.253172106701343,0.5299900624734715,1.0525763544293505,C2/m,monoclinic,4.157552615664065,tight,moderate,non-oxide
a996f5a4e3,Cd(Se3Br)2,9,279.4094979000615,4.433375684805593,745.979,7.460269801842093,4.018605113075672,0.3223454868166464,0.1634546998802173,0.2716651001723529,1.609696274699026,0.2061730639882287,0.0244469071062789,0.1995496630438979,1.0529683803351784,P-1,triclinic,43.07163993210135,moderate,wide,non-oxide
c4ea4b1cb6,K3Cu(PAu)2,8,210.1771323512397,5.030523624986222,636.721562,30.796704849563504,11.38161372363354,0.1193083076128199,0.0334382680542728,0.3354810036443854,2.016211981305691,0.6337204387573776,0.3574899581897307,0.635840085439374,1.144571833643989,C2/m,monoclinic,3.2016894668591784,tight,moderate,non-oxide
5dfbe90198,Rb3Cu(AgAs)2,8,239.3205409735585,4.756581623737135,685.529,23.07307384526624,8.907106698189862,0.0517954320944574,0.0871967552919291,0.3289864588635271,1.9678181133409784,0.4940814926370819,0.2077752842797162,0.4962877257677995,1.153497741049754,C2/m,monoclinic,5.551660030443586,tight,wide,non-oxide
41e77920bd,ErRhBr6,8,281.1100680657404,4.42787765812802,749.5885,13.182247902060237,5.1445402175403085,0.16693567675355,0.1616797261291419,0.3273307533638662,1.955777006395792,0.2399919789456966,0.0401199019660476,0.240229596898329,1.185660974698397,C2,monoclinic,29.552937983292924,moderate,wide,non-oxide
e857b83d63,Cs2PrBiTe4,8,339.7850586405593,5.503277029708769,1126.0989538,22.2822010199942,10.234937273676463,0.1139607990992925,0.0150446017327214,0.3008290202289744,1.7778774722826751,0.7661404506378114,0.4624563183844104,0.7660040664150778,1.190806628413135,P-3m1,trigonal,2.574960230996981,tight,moderate,non-oxide
8676e5e44b,Rb3Ag2P2Au,8,241.46391726149065,5.027432523170469,731.053893,24.1614592008514,10.132630941068308,0.1529553089528418,0.028884512932206,0.3160312666903536,1.876637765010688,0.6395967070094901,0.328466553571299,0.6365655840199748,1.1926373110381263,C2/m,monoclinic,3.630924665147816,tight,moderate,non-oxide
89430a2309,ZnCd2AsI3,7,256.357949929414,4.831290194532671,745.86601,14.240016451875327,6.870385997025155,0.1193721928070562,0.0859851899253632,0.2921861560147245,1.7253049481335172,0.4926023013941387,0.1795875115972955,0.4916087256760717,1.2085887079243085,Pm,monoclinic,6.7298037440066025,tight,wide,non-oxide
fa6029de53,HfGeBr6,8,291.69065832771787,4.158904045507121,730.554,8.049258180254178,2.59970830505712,0.3135450276016781,0.2948678964333719,0.3542082453117587,2.1670215183183883,0.073170425660814,0.0038763060947306,0.0712169974941145,1.2512320305230802,P312,trigonal,322.7897900591417,moderate,wide,non-oxide
e83b56bce9,Er2ZnBr6,9,369.13302941988985,3.955746504420477,879.3509999999999,14.730012502539983,7.237499778468322,0.1793529038661858,0.0718924333234613,0.2889020116341596,1.7059589806294189,0.5268449499843355,0.1848300352959983,0.5196393790663679,1.307367770428081,P-31m,trigonal,7.073351299935538,tight,wide,non-oxide
d1dd9d5ee2,K3Ag2Sb2Au,8,256.5474535700129,5.006701973097965,773.517869,24.712312161529148,10.513768191398423,0.1423941018421732,0.0393881892673125,0.3136973301349075,1.860922740546196,0.701977839091968,0.3406082992204768,0.6870677873589177,1.3145985344401931,C2/m,monoclinic,3.859561077779991,tight,moderate,non-oxide
51a5dfe7d3,K4HgAs2Pd,8,246.5270112989097,4.130661385578747,613.2464,22.68819121177357,9.151422046795217,0.1277817295646337,0.0683527914161708,0.3222242302397433,1.919368942973241,0.5848103998826293,0.2618076271082096,0.6013263144050344,1.344568126157755,C2/m,monoclinic,5.135710296178733,tight,wide,non-oxide
747fb48837,ZnCd2AsBr3,7,230.36728801572207,4.359999669910251,604.8646,18.21583866182999,6.711883260285404,0.1307640310345795,0.1252382235503058,0.3359204129411146,2.0195548670517067,0.3620477351013513,0.0920995366700384,0.3661228073177047,1.3586744485918376,Pm,monoclinic,14.752239780092598,tight,wide,non-oxide
33a4234ddb,Rb3Ag(PAu)2,8,241.9802508861185,5.628124066021613,820.152262,25.37932225254954,9.364320231668705,0.1963934557985408,0.0834391828824389,0.3357180744269678,2.0180144375104887,0.4677998951129254,0.1465251428248628,0.468893340678949,1.3981086847661688,C2/m,monoclinic,9.541766401396972,tight,wide,non-oxide
8587a98e3f,ErVBr6,8,296.55595843052987,3.906287177019073,697.6244999999999,10.46000771831675,3.941811870093073,0.6101672791133248,0.1662498417224742,0.3326044555457702,1.9945453439262293,0.167936432598203,0.0156543516874397,0.175240294878353,1.3988987089832847,P-31m,trigonal,89.36165079935522,moderate,wide,non-oxide
79b9e92954,Rb4HgAs2Pd,8,276.2840639908813,4.800541342635889,798.7244,21.16758126316857,9.373752378043331,0.139302294966232,0.066653246493652,0.3070622312200842,1.8173611090153563,0.6456011455242426,0.2674308445589193,0.6422777629375398,1.4265826223358444,C2/m,monoclinic,5.334398224291384,tight,wide,non-oxide
d53f10e181,NaNdEuI6,9,416.154941573024,4.311894078379119,1080.62258928,9.56582665950712,4.931377274465013,0.2462548238697008,0.1545943222305174,0.2800381423593979,1.655385029664937,0.310368357731808,0.0481234318255958,0.3024932621729792,1.4544961319925866,R3,trigonal,30.22428112076104,moderate,wide,non-oxide
0be540b3d8,LiCuI6,8,340.85048118019404,4.05287795194332,831.91382,6.356935856425042,2.7644862179784275,0.430291835482299,0.2651950937777182,0.3100905182513133,1.837041714754951,0.1183867863575323,0.00623643351639,0.1094200660740325,1.4847674506954378,C2,monoclinic,238.07957653894505,moderate,wide,non-oxide
55e74d203d,K3Ag2As2Au,8,231.7762274308554,4.870657652185735,679.8410690000001,24.97374692817344,11.672940610184092,0.0398795313553033,0.0531793131315255,0.2977992212263477,1.7591674696003037,0.8893005773904431,0.5213076915709486,0.8907374780059338,1.4860552581992674,C2/m,monoclinic,2.850629833833977,tight,moderate,non-oxide
3b581a1679,Zr(GaI3)2,9,382.1664833838405,4.3107273960146335,992.09682,4.710672458287132,3.480495180075541,0.278756503494653,0.2044480242357103,0.203577626767971,1.2995099463283164,0.2531236907958196,0.0253903627884485,0.2607005883899259,1.4901419153772009,R-3,trigonal,58.6892722956737,moderate,wide,non-oxide
94d8192cb2,Cs2Pd2PtSe4,9,281.6103429417815,5.83511163765161,989.5749038,17.588662701884378,5.615870267435609,0.2919098483989353,0.2041460443628048,0.3557119345649952,2.1799184810632246,0.1701306371874152,0.0190488144279988,0.1693396807548466,1.5085424909372005,C2/m,monoclinic,79.1935107898303,moderate,wide,non-oxide
55e39c76c1,NaLiZrBr6,9,294.28347186242667,3.3888566831220026,600.57876928,10.6738117154149,5.537474292908658,0.2018287022339621,0.1510112590252601,0.2788484393344987,1.648772993641632,0.3735469369500671,0.0656722032095263,0.3575547605948297,1.6101622451384472,P312,trigonal,24.518170039175384,moderate,wide,non-oxide
1286eb896b,MnCdI4,6,288.9523646470938,3.878871005468921,674.966925,6.827549766993224,2.974899898010216,0.3562602086109518,0.2365439053337334,0.3097691361888957,1.834937235956125,0.1708210678879663,0.0126276704865732,0.1639540530910875,1.6489018552001058,I-4,tetragonal,130.5784671015414,moderate,wide,non-oxide
adbbd64392,Rb3Cu2As2Au,8,234.64318704812592,5.1682739252514285,730.305169,24.00027187412108,9.43043638131078,0.2206192105257977,0.0889269623646966,0.326287153593955,1.948247621634376,0.5229424547339422,0.1484423037067886,0.5360225171602019,1.6513702047605416,C2/m,monoclinic,11.124660312618282,tight,wide,non-oxide
1babd4bb2e,KRbZr(Te2Au)2,9,312.7310050427921,5.947630291565314,1120.123238,17.40607143221799,6.971123335354572,0.2424791558869924,0.1665450187253495,0.3233349886757802,1.927196168468479,0.3094003831249466,0.0427562833746952,0.2960763754237371,1.687830779977976,P2,monoclinic,39.47561964604479,moderate,wide,non-oxide
1f66734223,K3CuAgP2Au,8,210.0344424866271,4.329526606480819,547.623193,29.14118328578052,11.856417114498944,0.0623352288806727,0.0751583528918494,0.3208639042275992,1.909851579714236,0.8060591857361221,0.37113939911098,0.8123280176047376,1.6929407051731633,P-1,triclinic,4.561468572801487,tight,moderate,non-oxide
a58f6bad97,ScSbBr6,8,296.284698046444,3.621316169680629,646.139912,7.654640207283863,3.887853199098377,0.5947581768644173,0.1658329625478173,0.282815845331694,1.670982285344946,0.2345503456740585,0.0167265764440367,0.2224988149764549,1.694041643905451,R3,trigonal,101.278444490618,moderate,wide,non-oxide
222af8439d,K3Ag(SbAu)2,8,257.7754298031124,5.556805649700048,862.6162380000001,23.05094740642378,9.29790916448281,0.1836782659777986,0.1003231046397357,0.322221412787993,1.919349153310918,0.5241128288210825,0.1494555617164623,0.5364769489378528,1.6986468257880083,C2/m,monoclinic,11.36556449475312,tight,wide,non-oxide
a453186cd3,Rb3Ag2As2Au,8,254.0186185161511,5.353535747668943,818.9495689999999,23.049466878924903,8.627816638054872,0.0474661647701369,0.1431197308433627,0.3336030548856406,2.002024549836478,0.4379350242313796,0.1088098304773276,0.4515241030677153,1.699768560986008,C2/m,monoclinic,15.62146134709936,tight,wide,non-oxide
8f544304b7,K4LiAgAsP,8,239.09369043762948,2.618996617841088,377.0977620000001,18.450510078931487,9.153438543165043,0.1380793142463413,0.046441160769388,0.2871457335080011,1.6957506438385137,0.9054043366524268,0.4395073269130394,0.9024112948555646,1.716509321109612,Cm,monoclinic,3.9055306157597673,tight,moderate,non-oxide
9f31c919f8,Rb3BiSbAu3,8,282.7074534033485,6.9194753966039615,1178.043507,20.79162809867564,5.505869220505233,0.1511042484302998,0.2591521533575937,0.3783336453572742,2.3901765380495026,0.1388752939651545,0.0120771018402949,0.1376742907706241,1.7274052027909033,R3m,trigonal,143.03143466319594,moderate,wide,non-oxide
4809ac6683,Rb3Cu(AgP)2,8,230.6987265435152,4.30168600520357,597.633324,24.2958324043684,10.809728540557929,0.079329698537999,0.0729090212782347,0.3062708451226385,1.812272461326326,0.7992901871052139,0.3753849065811325,0.8014948611329786,1.7740509677533385,C2/m,monoclinic,4.725951780828754,tight,moderate,non-oxide
e2e64b1307,Cs3Ag3AsP,8,272.8352703089249,5.040717615067528,828.2163177,14.958034967565824,7.392857964002604,0.2229577895344061,0.1154912716509956,0.2878337225316563,1.699738291599967,0.4930853858742849,0.1170674798234481,0.5138548190687076,1.785247880664819,R3m,trigonal,15.249733601143438,tight,wide,non-oxide
8ffe188ecc,LiNb(AgS2)2,8,226.03654936972865,3.2606228472439978,443.84378,23.34657568818826,7.339553623959814,0.1365220193091602,0.156992910079021,0.3577225022256842,2.197359035219857,0.3494691485300821,0.0757253191320062,0.3599706426207593,1.7866232883360995,P-42m,tetragonal,23.593473211009044,moderate,wide,non-oxide
4c996b9ceb,EuPtCl6,8,258.44069157860093,3.596621363205008,559.7660000000001,9.088488939102588,3.247740800679905,0.1622920957114756,0.3002109084365092,0.3403441794120648,2.053711024772724,0.1179624312652995,0.0062338592805095,0.1190301594937911,1.7893604750541956,C2,monoclinic,287.0389584584788,moderate,wide,non-oxide
20ff0e5d0c,Er2TeBr5,8,333.39313992896007,4.291580692305079,861.6379999999999,15.885106123842885,7.001345103757532,0.2862958219403049,0.1056495137524436,0.3078547611969594,1.8224796073654463,0.4669003277737674,0.1015599791217543,0.4814119795409913,1.816255689426928,P1,triclinic,17.88357682950609,moderate,wide,non-oxide
a9692b8038,K3AsPAu3,8,229.4089181686005,5.8926575737865,814.089969,26.639516657016607,8.80550005947034,0.0783995841217625,0.1660475739965531,0.3511311185111364,2.1410125204738453,0.3628757682593982,0.0713168577967683,0.3778318883617518,1.840507771995861,R3m,trigonal,25.807471457039743,moderate,wide,non-oxide
9a57fc02a9,CoF8,9,161.59791365250567,2.1673646083852645,210.9204206,6.036348086636237,2.479447628563645,0.1156909668343158,0.317437150956687,0.3193567813032553,1.8993942253079448,0.0896552178846222,0.0034396860190665,0.0924568698498987,1.8581622729339655,C2/m,monoclinic,540.2127585581912,moderate,wide,non-oxide
8bf26c7bed,Rb3Cu2AgAs2,8,236.4625237125101,4.502823220950177,641.2067999999999,22.67095541680544,9.062394125797482,0.1831417389880285,0.106313439977112,0.3236322378627819,1.9292994036751805,0.539072395923068,0.1507250242368234,0.552557860370631,1.8616810353079387,C2/m,monoclinic,12.351505960833766,tight,wide,non-oxide
6d7bbbcb8c,Rb2Li2ZrTe4,9,333.37531926444444,3.91725759754896,786.4416,13.486986398891622,7.89308930221192,0.2757143746914302,0.077072441007277,0.2551469975964796,1.525014588527975,0.6955814942247902,0.1803223632700474,0.6628569816295924,1.9266226342291088,C222,orthorhombic,10.684324447011788,tight,wide,non-oxide
1d21b4ae34,NaGaBr6,8,336.9603670747021,2.8194872483163165,572.13676928,4.127642096580551,2.0692425280071545,0.1429997112799927,0.3489130256208149,0.2852319723667457,1.684733968321418,0.1062960773232516,0.0037501367020351,0.1026012369701002,1.9468998443696064,P1,triclinic,519.1543666429719,moderate,wide,non-oxide
055fd62418,CsK2Cu2AgAs2,8,223.6411371647565,4.42460764064795,595.9054519,24.664771042315618,11.362382201152446,0.1242448307054448,0.0736114934503087,0.3003252909895875,1.774745329525366,0.8720465804053812,0.3571602143042052,0.8710614126642288,1.975780872348144,C2/m,monoclinic,5.531917591093464,tight,wide,non-oxide
bcb3257dd0,Cs3Cu2AgP2,8,246.57896129595017,4.68454792555062,695.6240797,19.45014424439834,8.351353814761113,0.2413325506192074,0.1245590485388503,0.3121934753106621,1.850906510434522,0.5120255880222007,0.1143319174976616,0.5111292936730257,1.9913776484155965,C2/m,monoclinic,17.41751290453363,moderate,wide,non-oxide
ce4bc117e8,ErZrBr6,8,322.6350417627714,3.7978621170062232,737.9069999999999,9.01830201945322,4.595796892273537,0.495697700236711,0.1731733559997637,0.2821945582326348,1.6674740899347125,0.303878907849183,0.0263659108872861,0.3051015779011757,2.0102028007111667,P-31m,trigonal,76.24249392728169,moderate,wide,non-oxide
19509b7273,KRbHf(AgTe2)2,9,320.43688185645186,5.33338842204514,1029.1925,16.914184355229686,9.043193746630855,0.2694536844411769,0.085445615836889,0.2731099577541613,1.6174415642310858,0.6591945065326505,0.1635574581086471,0.6447825788339608,2.0492195870008163,P2,monoclinic,12.529050100788258,tight,wide,non-oxide
4dd3881ae6,Zn3PI2Br,7,212.08802593279623,4.391662906790818,560.9137020000001,13.408924978515286,6.661505598658512,0.2409733485352018,0.1345354896234288,0.2868921981325685,1.6942847726176526,0.4773555337475709,0.088103160127774,0.4688474203382187,2.072223186714166,Pm,monoclinic,23.52041837896469,moderate,wide,non-oxide
aad189367e,ZrGeBr6,8,294.6775970847149,3.624995137517419,643.288,6.856307491393229,2.984199176262808,0.509358751725027,0.3004460517661945,0.309948811421771,1.836113320599636,0.1338672588490923,0.006030836981277,0.139961549867181,2.109687678574004,P312,trigonal,349.8167310977889,moderate,wide,non-oxide
10d40a0dce,CoIrBr6,8,227.9421216301513,5.322171193574639,730.5741949999999,10.914193342671943,3.637859412923774,0.4659939918531611,0.3084556499075763,0.3500076083950478,2.1316421765472744,0.1021132643287625,0.0043371782758742,0.1003304243776895,2.1493452824146644,C2,monoclinic,495.5630471476101,moderate,wide,non-oxide
35c885b13e,ZrSnBr6,8,315.3508669634941,3.6299436957155,689.358,5.29840769418786,2.906129815085663,0.4572598794146021,0.2979913444741419,0.2681446252107992,1.5910595817712565,0.167142848900635,0.0054569533606679,0.1425497941672384,2.1759799419457253,R3,trigonal,398.7536264519891,moderate,wide,non-oxide
eec4222682,Cs2Ni(PdSe2)2,9,275.4732822499035,5.142952005646662,853.1843038,18.28868810855137,6.6390245596078685,0.368637262724428,0.201194279140787,0.3380859694717376,2.0361603418808314,0.2663469507667778,0.0250827552240741,0.2834019187332999,2.179832498318492,Fmmm,orthorhombic,86.90562415672383,moderate,wide,non-oxide
a204f466ca,EuZrCl6,8,303.2124508551137,2.4967633176672823,455.906,9.135369166789074,3.052457308203524,0.1722926554574204,0.2911547922387478,0.349674927525906,2.1288802843637846,0.1263661999616711,0.0071971781412458,0.1358592770870016,2.223810870511938,R3,trigonal,308.98371929515537,moderate,wide,non-oxide
e7a5db403b,CeErBr6,8,327.3696180560009,3.990933815561623,786.799,12.661381276669388,5.500984588757462,0.2638590461688053,0.1884294808761083,0.3102460040206449,1.838061231205768,0.3300736014932656,0.0401406862866548,0.326237361579559,2.24942258442538,C2,monoclinic,56.038468509523724,moderate,wide,non-oxide
1f933cd457,Cs2Pd2PtS4,9,254.65091277144063,5.229684262038871,801.9949038,20.907361477513973,7.075195406284955,0.5140075771114324,0.1674983716708265,0.347948327872747,2.1146387951405554,0.262047178073795,0.0273823136046014,0.2571851550044749,2.277426711888745,C2/m,monoclinic,83.17144945363692,moderate,wide,non-oxide
1c8b7bc6ec,KSe6Br,8,305.47791515685134,3.222180422527351,592.7623,8.344709763526813,2.971539669715848,0.335008351094212,0.3182227376030231,0.3408425983006186,2.0576174820735544,0.1148828070052221,0.0041293956809159,0.1164791347072787,2.299424209748665,P1,triclinic,556.8427894608074,moderate,wide,non-oxide
9929ca07be,CsK2Cu(AgP)2,8,218.56254162646164,4.196367859608962,552.3319759,24.91859064244757,11.715726280937798,0.1293732581199879,0.0830744948976057,0.2967701521826548,1.7528823622352696,0.9505270634300136,0.3415950206585529,0.9404422102620292,2.3068864586194997,C2/m,monoclinic,6.75327893882091,tight,wide,non-oxide
c0e352a557,K3Ag(PAu)2,8,222.6752486596606,5.078695460103578,681.043762,28.31934149427797,10.564171439115484,0.0633575611980053,0.1447200746284719,0.3341091616903248,2.0058322872389143,0.5808535427812347,0.1328686570348913,0.5849917838843659,2.311913029818376,C2/m,monoclinic,17.399987938549476,tight,wide,non-oxide
11c28343d0,K3Ag(AsAu)2,8,232.9124428467485,5.482120074076639,768.939438,25.442576529306407,10.251142906122857,0.055156301263288,0.1402850330448785,0.3223964586713412,1.9205792833071649,0.589842894412612,0.1489491814347518,0.5930118604718495,2.3712136030017605,C2/m,monoclinic,15.91961486569489,tight,wide,non-oxide
f3a677860c,Cs2NiPdPtSe4,9,273.701483161871,5.714166716922666,941.8483038,19.62270622107098,7.206360502732144,0.3229923500780086,0.2016198091727379,0.3364036933692627,2.0232417821870428,0.2887847795065573,0.0282667414814329,0.2966039348768893,2.377646916719582,C2/m,monoclinic,84.11464470644216,moderate,wide,non-oxide
ebe89027cc,Rb4LiAgAs2,8,274.938454291412,3.663205776789973,606.5236,16.842086174789127,8.76826990396295,0.1814684270133915,0.1012541928334841,0.2781851849645482,1.6451043938622547,0.790153368612137,0.2275874400336617,0.7855837964971744,2.3958839891842856,C2/m,monoclinic,10.52731200293794,tight,wide,non-oxide
e8483382d7,CsCu(AuSe)2,6,196.89771715861616,6.310835010748792,748.3045899,10.5817663200758,4.877066875680675,0.1455184973740061,0.2435480006122921,0.3002422796413633,1.7742299989869064,0.2625358388952026,0.0236566669316585,0.2684358678228842,2.403430350275789,C2/m,monoclinic,101.59632196788446,moderate,wide,non-oxide
0cc369bda4,KNdSnI6,9,443.6805756670696,3.980217759155763,1063.47712,5.849026181915374,3.6031556540112937,0.2344328580179172,0.2641665761891688,0.2444598754807674,1.4737563457770473,0.2461142762236295,0.016098293133811,0.2349419203748863,2.425699997219478,R3,trigonal,150.68057073236,moderate,wide,non-oxide
8f3701b860,Ta2RuSe6,9,203.8673989892538,7.629810990161162,936.72576,22.845361100827304,13.490893847439391,0.1121658809725103,0.1013214580065024,0.2532965193368885,1.515949479458944,0.9537174689486604,0.3306529204051806,0.9560387694740752,2.460276695813454,Cm,monoclinic,7.440662229139369,tight,wide,non-oxide
a5d005c70b,Cs2Os(Cl2F)2,9,275.30769163721413,3.8351753976416574,635.8497102,14.052245498613615,5.593779722082351,0.049966958672966,0.2357390140669575,0.3242810707044444,1.9339030121619976,0.2636903622224201,0.0228879713761925,0.2666522385446799,2.4745492055067944,I4/mmm,tetragonal,108.11570692895695,moderate,wide,non-oxide
7b01f82041,NdInSnI6,9,439.21192601333496,4.306988755906394,1139.19682,6.398460503801061,3.4424754920838008,0.4116190152450759,0.2785525886885468,0.2718992024143311,1.6109473520357451,0.1925982167168909,0.0089876191428774,0.1820849045936183,2.4858851686730365,R3,trigonal,276.589954375521,moderate,wide,non-oxide
12d9ab62e2,ZnCd2SbI3,7,280.2466211037221,4.696993803978803,792.70441,14.333360690555766,6.235906042792356,0.1976505448485213,0.1945372212451,0.310019877280751,1.8365788172892,0.3990713633515885,0.0508798049006172,0.4042333657484188,2.4915359577967284,Pm,monoclinic,48.96905486692432,moderate,wide,non-oxide
a50d5f760c,TmInSnI6,9,424.7696041907879,4.549956463773534,1163.88903,7.495654893250167,3.797647775490572,0.4084704732490279,0.2855037319822321,0.2832773196509505,1.6735954319543804,0.2019567332957993,0.0091552568648729,0.1898725779662335,2.5003647443358985,R3,trigonal,273.1070008455306,moderate,wide,non-oxide
de7281ffad,ErAuBr2,8,290.158547199644,5.997949901171493,1048.067138,27.791027153542508,11.132941276435975,0.2577659367701883,0.1001487342626008,0.3232979081014192,1.926934054266856,0.6824505698289581,0.1660229272746513,0.6777955727965252,2.5240037152317885,Pm,monoclinic,15.202741914412426,tight,wide,non-oxide
f4cac039b3,TePdBr2,8,245.14126083442943,5.335428056530397,787.656,10.694461223211189,4.489218639363808,0.1666367861496035,0.2865128329621011,0.3158778010338876,1.8755980162885293,0.1842037601774622,0.0113656209167883,0.1904255823856165,2.544199505883477,P-1,triclinic,223.85046312123612,moderate,wide,non-oxide
391d35ee8b,Cs2Ru(Cl2F)2,9,272.4120433729692,3.3324503980198514,546.6897102,15.075686412274708,6.1166471464225145,0.1473296936191535,0.2186303160422501,0.3213029139121995,1.9129148663895348,0.3290276993912778,0.037651225514879,0.3383341433885458,2.5582179814110493,I4/mmm,tetragonal,67.94514511619523,moderate,wide,non-oxide
452c058c00,ZrTi(ICl)3,8,322.24501930061376,3.226640424388373,626.16341,5.119722206489102,3.0053335317366447,0.0340385869588587,0.3075976377248727,0.2545263818514859,1.5219652483305082,0.2008915079593125,0.0087676498373836,0.2069050970307768,2.6121768392987117,P1,triclinic,297.9335269710319,moderate,wide,non-oxide
e4f9941a4e,K3RbLiAgAs2,8,254.67874080734308,3.0476082632287373,467.41510000000005,16.598102460188013,8.91186453612081,0.1139250025225776,0.1062912027917048,0.2722931615579935,1.613056081451772,0.8928321245870734,0.2814518179255703,0.8764202225487223,2.6186336685422664,P1,triclinic,9.30402115659726,tight,wide,non-oxide
39b7b87056,Er2AsBr5,8,333.13291498688415,4.0323515346142935,808.9595999999999,13.878714538676878,7.783820526057007,0.2672007917134184,0.1226019555652488,0.2637446527578095,1.5682248786779796,0.7239420039457052,0.1321790139070312,0.6738008910739505,2.6407015604477224,P1,triclinic,19.97822106847516,tight,wide,non-oxide
77e5bac279,K2Cd(IF)2,7,208.9342497433533,3.834058848894499,482.4133464,22.906887313500885,9.442279120964734,0.2822356068024937,0.1053894678619287,0.3187962416830122,1.8955279710038284,0.704333282149617,0.1464089310600614,0.7148288605203952,2.7039276883692547,C2/m,monoclinic,18.46832477220956,moderate,wide,non-oxide
8871a9f1c7,Rb4Cu2SbAs,8,276.6082790292051,3.996009086578119,665.6448,18.11338337194537,8.765853410373193,0.2196289869105565,0.1267001576524949,0.2916397904979227,1.722062967450828,0.702792012760079,0.1444940750390982,0.6935930247949873,2.722558418666128,Amm2,orthorhombic,18.8420073136524,tight,wide,non-oxide
42894cf736,K2Zr(Te2Au)2,9,304.3061614627407,5.859263656632207,1073.753738,19.73733367665344,8.557315853457744,0.4231147877428722,0.1486165120490598,0.3105931360903632,1.840340580735072,0.4574812620673131,0.0550733666228206,0.4453567325293688,2.7397776211686207,C222,orthorhombic,49.747778085412094,moderate,wide,non-oxide
7b4a555740,GdRhI6,8,356.4750968645667,4.758754172167114,1021.58232,14.195191415326049,5.511884721359404,0.2353856982168448,0.237499173333703,0.3281026220604772,1.961375762162368,0.276359925822981,0.0228019448426485,0.284084905870432,2.7483218059361336,P-31m,trigonal,120.53014884922013,moderate,wide,non-oxide
639f58958e,CsK2Li(AgAs)2,8,240.4750223192188,4.030057698467233,583.6226519,18.190900463382764,9.587182681873754,0.0798127921870947,0.123266530694477,0.2758603490201504,1.632343556654276,0.8340306351284765,0.2349693763305754,0.8186091708944769,2.7648350558300154,C2/m,monoclinic,11.76678892801845,tight,wide,non-oxide
ed99e65d29,Er2Pd(SeBr2)2,9,278.2941318893831,5.480395689383246,918.474,23.02103896309363,11.425519375524985,0.232935612309929,0.1093922865737091,0.2870720655906891,1.6953245145510851,0.81648613561694,0.1874370073538638,0.7947020335382792,2.767828988298877,C2/m,monoclinic,14.766715641556692,tight,wide,non-oxide
bf1f5d1c8c,Rb2HPtI5,9,366.946641731045,4.532301246775036,1001.54989,12.060402730929082,6.379401072427502,0.1162975239139887,0.2111672641251252,0.2751653048711832,1.6285579429699624,0.4384741205219786,0.0538232388272909,0.4290511048513982,2.9079938246035657,I4mm,tetragonal,54.02859225797974,moderate,wide,non-oxide
