material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,space_group,crystal_system,p95_p05_ratio,confidence_old,confidence,family
9fdae5c922,KRbSeBr6,9,316.6671391907952,3.5812535714024145,682.9501,9.912488126866538,4.5667844107727324,0.143268143566723,0.0670377367597966,0.3003111317837122,1.7746574133227495,0.2465508585441918,0.0991367975550129,0.243898616036554,0.5702373398397926,F-43m,cubic,5.752025018998186,tight,wide,non-oxide
3d3f3d098a,InAgI4,6,301.15032876203384,4.026887375540406,730.30408,12.973828225121604,3.1661874317072263,0.149048022937402,0.1719611968580131,0.3871574285344517,2.4814160666100977,0.0987942497792561,0.0182813978970115,0.1012742861093281,0.5788167130836767,I-4,tetragonal,31.661512776235604,moderate,wide,non-oxide
e8275d9285,ZrFeI6,8,342.75066177148864,4.401429293421141,908.49582,5.340325789412123,2.7599251613022626,0.0522486797782812,0.1517628044971303,0.2795692866494476,1.6527744085900675,0.1359806961998808,0.0312552949122229,0.1384836960301451,0.5954071349921942,P-31m,trigonal,19.04980057504908,tight,wide,non-oxide
262ae9057a,Cs2TaSBr5,9,341.1036552373698,4.275897213496444,878.3437838,10.740781952747003,3.613925755023659,0.030438190457437,0.1702748741001706,0.3487317907667335,2.121081851981588,0.1158846866283855,0.0228374177402016,0.1161635361814327,0.5971711671416929,Cm,monoclinic,26.148804297189383,moderate,wide,non-oxide
22772d2a07,Rb2ZrAgTe4Au,9,323.5096141481044,5.530146135131154,1077.394369,15.4273436006823,6.697467394166897,0.1480575827789788,0.0216923251269638,0.3103756843063435,1.8389122222873693,0.3332369084826396,0.1694272101476298,0.3323593931869975,0.5972183580346536,C222,orthorhombic,3.524925881234008,tight,moderate,non-oxide
7fb1d14f79,RuPtI6,8,292.744807919877,5.998925421184931,1057.58082,7.186872575488965,3.2261582623001424,0.2410441314540903,0.1486255598391335,0.3047653557024407,1.8026535358853912,0.120605945639343,0.0227185710154702,0.1249209467737671,0.6024843028087191,C2,monoclinic,26.519462971436717,moderate,wide,non-oxide
844b1549b9,TmSbI6,8,381.6516588691143,4.577703345307631,1052.12103,6.120793612827262,2.694243289599966,0.066202687786468,0.1870963546994632,0.3080715640922581,1.823883754548535,0.1127364618240221,0.0169004753882669,0.1091279618493985,0.6370051843576652,R3,trigonal,37.69155421509045,moderate,wide,non-oxide
881dd5b86d,HfFeI6,8,329.7143427785173,5.014951401612545,995.76182,5.298855170392568,2.092571281028968,0.2398229345354352,0.2718156131317215,0.3255137554513856,1.9426974120337104,0.0624921783948409,0.0034116309018557,0.0573839572187997,0.7601029442112969,P-31m,trigonal,222.79753176049897,moderate,wide,non-oxide
552d77a56b,Hg(Se3Br)2,9,319.0904369224467,4.3409384562309,834.158,5.203774733776408,2.885395540781716,0.3124539627988078,0.1707970793796436,0.2660075207108788,1.5799059293789104,0.1364167630152107,0.0189960503629508,0.1318744814457355,0.7710358220264429,P-1,triclinic,40.58927025852911,moderate,wide,non-oxide
7578a98a0d,Rb2Hf(Te2Au)2,9,314.70613479210937,6.6154267021966975,1253.758738,15.557442395067524,6.79392170691878,0.0755564048182467,0.0970187416231467,0.3093959690170097,1.8324984075534456,0.3103803314879496,0.1137078284309732,0.3134399137413277,0.8007922617731904,C222,orthorhombic,7.042542917432588,tight,wide,non-oxide
eb76dad8b3,K2Ru(Cl2F)2,9,223.7126873441661,2.665287999952478,359.0754064,20.004751265149267,6.80200322005514,0.1753395974285986,0.0774612218485287,0.3472975696960191,2.109311111306186,0.3331325051675312,0.1138177079348047,0.3255929017349265,0.881596112788175,I4/mmm,tetragonal,7.745684997392117,tight,wide,non-oxide
ce2b3174a8,K2RbBiSbAu3,8,268.3705782077648,6.715305931014746,1085.304507,23.765034837178177,6.653471996346565,0.2347022883011525,0.1296053770097828,0.3719642045867151,2.3277107949890605,0.1957392035559016,0.0425526375620755,0.1881748090499982,0.9191229886470604,R3m,trigonal,21.59967140241891,moderate,wide,non-oxide
c4d8bb3c6f,Rb3Ag(SbAu)2,8,284.86623846527834,5.8392425606988825,1001.724738,18.73696976889577,7.041712083628168,0.1513677280691021,0.0914690675240025,0.3330097963804,1.997575825782819,0.3226321023706863,0.1083279907471618,0.3155330572360758,0.9267737509039364,C2/m,monoclinic,8.555256536300316,tight,wide,non-oxide
3e16fd27f7,K3BiSbAu3,8,259.6419831140217,6.644503899180879,1038.935007,24.609427989085344,8.02859080237067,0.2238362448652086,0.0705882105141692,0.352878744302799,2.155721504688769,0.3055949260267969,0.1002917507513639,0.2948854228505003,0.9270521512861816,R3m,trigonal,9.243553376433344,tight,wide,non-oxide
77aa45d8de,Ti(PSe3)2,9,266.93857395241406,3.630229540752472,583.574524,8.922595599589696,5.767871206693712,0.2170325847426008,0.0342857317888335,0.2340823164360803,1.4264065676188475,0.4614394748213226,0.1928740982594102,0.4597772771991893,0.9302589121814592,C2,monoclinic,4.823140694248571,tight,moderate,non-oxide
