material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),in_training_set,verified_perovskite,K_r9_pred,G_r9_pred,gamma_r9_pred,K_r9_spread_log10,G_r9_spread_log10,Kappa_r9_gamma,Kappa_r9_p05,Kappa_r9_p50,Kappa_r9_p95
JVASP-49894,PrTiO3,5,60.923027778158854,6.453562507040858,True,True,178.0061733908336,98.3866951667045,2.131744164244255,0.08650893674859896,0.023124300882373324,13.296934492659663,12.21497164056811,13.31142325865538,14.439427583741377
JVASP-29444,CoBiO3,5,58.10908128813216,9.027571358924298,False,True,172.00492285710038,84.37589459426582,2.0806537796351496,0.1149319874546596,0.10392739894590974,9.276162337661509,5.841149744137107,9.251890115860004,14.45080388070791
JVASP-39286,LiCeO3,5,48.89385584639998,6.624488385893023,False,True,120.20901975403407,67.96675420401967,1.972502425159601,0.01883645450983862,0.06532514429947517,8.20724668419857,4.582939083615036,8.130189453031583,14.495054568118995
JVASP-184200,NaIrO3,5,59.03129215967117,7.403905939262484,False,True,180.7054826855642,98.36513764456905,2.139327424318958,0.07904080435783786,0.03729458606846617,12.192580747633862,10.123512622338623,12.123988774606026,14.511269977271496
JVASP-38554,LiLuO3,5,46.222223204343884,8.259408587924808,False,True,114.77216431314739,63.91209297297254,1.948744519599284,0.03262189096343881,0.08751969871733474,6.737556823241374,3.33539400667317,6.723003680450796,14.517277058197065
JVASP-180508,YGeO3,5,58.722176610235444,5.925462947231355,False,True,165.33564870992592,86.81554984578433,2.1192020713990334,0.06483206251041045,0.03691612717189503,11.519332564964241,9.239976634750446,11.571180220011165,14.517508940997422
JVASP-3450,TiPbO3,5,65.56373453024156,7.675761739867434,True,True,166.5821135128146,75.08946317706204,2.1353705261743094,0.09256908743626947,0.10913354747103128,8.339465468059526,4.548200077127715,8.308409726911245,14.519751246445784
JVASP-167952,ZnPbO3,10,126.61682590519484,8.409321234693904,False,True,190.12047798202212,101.01092425514074,2.0777201555330658,0.07447635744628629,0.08683531260538192,8.168310155899253,4.425129222298284,8.042451950100403,14.524401076703024
JVASP-134932,VGeO3,5,54.89064848365829,5.190588982901084,False,True,167.6116951751346,84.0990899638231,2.1428602999832655,0.04562633852614308,0.04628032254260534,11.217905770187231,8.814068886221152,11.283484766976196,14.528470051157282
JVASP-183111,NiGeO3,5,50.44860319411011,5.902782420875837,False,True,151.62862459595956,72.95786510502535,2.091343281140946,0.0694078654087338,0.08013973590732186,8.709080703812587,5.344473289351821,8.681654235606812,14.548643086723665
JVASP-8240,YFeO3,5,53.11705009109049,6.025698480494128,True,True,175.05685931172135,89.5018672126959,2.082485676553157,0.04156584418533124,0.042780046048782445,12.004736709014718,9.896868276277564,11.99738846317876,14.560924842710621
JVASP-36618,ZnRhO3,5,57.75669977204175,6.219117277671168,False,True,174.47234056569658,91.40651621604343,2.1377423381807676,0.06221358330413074,0.03548103451355713,11.860165057660593,9.684740578879541,11.793376587538518,14.566879728659119
JVASP-92610,MnPbO3,5,57.77816423207805,8.913286850756743,True,True,186.18476941400925,97.50558381214624,2.1114724652731596,0.04815015066580486,0.04058550469602406,11.2067528608278,8.541927801156396,11.229156157135094,14.580266062619408
JVASP-179035,AsPbO3,5,63.82898031705476,8.58821216634079,False,True,189.71265560188615,101.6766111714665,2.143433320743951,0.07110870545971451,0.03376694373650275,12.165625226406295,10.212814615860244,12.196811626381276,14.587458314424161
