target,cgcnn_full,cgcnn_sub,tree_full,tree_sub,cgcnn_seed_sd_sub
K_VRH,0.07155957581734577,0.08028054910088044,0.0867807847695763,0.0916224737697062,0.0021885484665329228
G_VRH,0.09333901765566427,0.10348612627068766,0.1051381197758249,0.1158682358645481,0.00180612768271694
