split,n,MAE_log10,R2,MAE_GPa,rel_error_pct,pct_of_range
train,7691,0.034258637544842506,0.979197137809805,7.073525870162109,8.207817482749768,1.2323214986088389
val,1648,0.06736291290342229,0.8970409719357444,11.263208523090428,16.778505483037055,1.9622313201493313
test,1648,0.070770372971169,0.876778640975695,11.620572287419133,17.69834956931282,2.0244898115565246
