material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,space_group,crystal_system,p95_p05_ratio,confidence_old,confidence,family
15aca1906a,K2RbSbO4,8,175.43559264491546,3.3073612588669903,349.422,30.81823747950553,9.51799488471989,0.2615437845232194,0.1585633191372689,0.359992024318584,2.2173206332054063,0.4617528231785603,0.0701115663493004,0.4410642103827872,2.7389628410527145,I-42m,tetragonal,39.06577735557954,moderate,wide,complex oxide (4 elements)
bcf3ef5d3b,CsK2SbO4,8,182.6576449615065,3.6078476594659903,396.8596519,26.679781594738188,8.978495695804027,0.2096175452621123,0.1868709847649084,0.34870736617421,2.1208805090546594,0.4514134316518436,0.0645089267546575,0.453274575839293,2.9482324141297127,I-42m,tetragonal,45.70270445426148,moderate,wide,complex oxide (4 elements)
c03b821eda,Ag3HgAsO4,9,146.94118851876254,7.493653638846149,663.1138000000001,52.92164909557099,12.587567428372283,0.0926781881500511,0.2489167054239464,0.3898098976023013,2.509979984053035,0.2929269394868671,0.0293741661543487,0.3248042617454056,3.664944768605127,P1,triclinic,124.76761891205376,moderate,wide,complex oxide (4 elements)
26f790a4a2,KRb2BiO4,8,189.4956696301344,4.232604007620725,483.0119,27.24195816274789,8.472903868089926,0.1945340841778386,0.2356848925173651,0.3590961426115318,2.20940570749865,0.3545046186753142,0.0336489586927957,0.3635327455772825,4.121602600065088,C2,monoclinic,122.4882659131892,moderate,wide,complex oxide (4 elements)
5e5c060528,KAg(HgO2)2,8,139.99801260064197,7.260740170351605,612.1441000000001,38.79056659488402,12.809954909939334,0.2918016740369056,0.2692453205631441,0.3512564929568634,2.1420623137541885,0.4860363676802423,0.030347909091163,0.4565859731640549,6.673561460725285,P-1,triclinic,219.9018535569734,moderate,wide,complex oxide (4 elements)
8b73a21f72,Cs2CoCuO4,8,182.0217099140831,4.126108883406401,452.2876988,22.98068941749071,11.661313385745512,0.3745674581840479,0.2378273191400315,0.2829871436768038,1.6719515465394037,0.9694266015461156,0.0643534032038993,0.964321473897566,8.68933618413348,Amm2,orthorhombic,135.02527840838374,moderate,wide,complex oxide (4 elements)
c3b3e9a64e,NaAg(HgO2)2,8,124.4387605883574,7.9536339366917,596.03556928,53.656463653573006,14.214210938352585,0.4501446216633066,0.3799537775369839,0.3782915970650454,2.3897551181679835,0.4088939913101401,0.0124623549059555,0.4165767068801546,16.057410912016323,P-1,triclinic,1288.473248690963,wide,wide,complex oxide (4 elements)
c9edccbfa0,K2NiAuO4,8,152.52915374772869,4.3313188011904105,397.854169,40.56554516101863,15.077534885017398,0.2586281280591873,0.434389539965301,0.3346449313736409,2.0098758447180427,0.9416222562573604,0.0138228795827667,1.0064372197785858,42.35248422371341,Amm2,orthorhombic,3063.9407635811963,wide,wide,complex oxide (4 elements)
