material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,id_unverifiable
00a978df5a,SrNd5HoPtI12,20,855.0253773079323,5.227528612525073,2691.69796,8.853536706550043,6.110123967119464,0.0209368879721752,0.0251577679180407,0.2194680129825811,1.3634522408961116,0.2956972102298817,0.2347100477094486,0.2950887548318657,0.3764405186916543,False
00b2709ecf,RbLaCr2O8,12,242.8259483680544,3.1207732416837635,456.36067,35.10085132549125,12.055825241518546,0.0957349644736246,0.107591560673891,0.3459101260363573,2.0980244446325997,0.5661720425710426,0.185227979050164,0.5896231576231359,1.6943284954741429,False
00b4c5137e,CsCu2AuSe2,6,184.0725641373465,5.546937124194234,614.8840209,14.971379370128137,8.922282520910922,0.0514762244881265,0.0454729418344169,0.2514057653828023,1.5067705164558285,0.8800306149793024,0.5469474705470085,0.8843989626369885,1.3861259207863623,False
00b8f38670,MnSbF7,18,325.4914049213031,3.159820103842566,619.3737348,13.837941125213405,6.1456297287420405,0.0591271651930202,0.055308335077414,0.3065767860801273,1.8142370232008247,0.1988990795297927,0.1089590448955431,0.193842661978673,0.3438081887447572,False
00b94f2819,Hf2Zr2Ti2BI12,19,678.8842778631431,5.304912025316494,2168.82664,5.969745216846103,4.879559732819985,0.0777876324393573,0.0790493597303941,0.1788184949620031,1.208181728797831,0.2374520821242138,0.1127937821024053,0.23600324692653,0.4687163689302213,False
00bd96bc79,Dy3YV4F28,36,511.9966168209436,4.25557182823736,1312.1271396,32.78701580187164,20.053175342396248,0.0283826304191253,0.1305326208869807,0.2459784617460611,1.4808811456708286,0.8137968240797239,0.2267710389915442,0.8167436807624875,2.668560416258335,False
00be7833b1,Rb7TaIn3As5,32,1210.7356395009651,4.109831798495599,2996.56896,20.348162847590963,10.744286006825954,0.0746042002364922,0.0276512737431889,0.2755021016676627,1.6303906537021198,0.4206469227817619,0.2836849287536125,0.4188750972076276,0.6111636258559092,False
00c19cb7a4,KZr2N3,12,221.47717067281516,3.952211445767005,527.1328,81.63081789552348,21.27451557310965,0.1047961697932984,0.0916650364131488,0.3801061850445821,2.4080539250081663,0.8427647719419897,0.3193656660286168,0.8448741726302429,2.367388687442024,False
00c8db0dfd,Cs3SiS3,28,985.0292063377968,3.5266231954318115,2091.9874228,13.14052890054774,8.139325253196725,0.0308255337296552,0.0164114215714466,0.2432978599866258,1.4683389994367757,0.374202834918136,0.3122843310987893,0.3748539447397016,0.4566744316973808,False
00c933d829,Cs2Tb5DyTe10,36,1418.508015258153,5.850631170631773,4997.8753076,34.030908558179384,16.7578204947867,0.0323340953430141,0.0465831658089638,0.2885013443155064,1.7036217603249963,0.5990395273559445,0.3710357648503407,0.6021737337462647,0.9300879898540522,False
00c989c1aa,KNa(NbCl3)3,28,731.7423438940723,2.9949435607117065,1319.76841856,14.060932012441508,7.210633082446852,0.0429965607119684,0.0419335235868511,0.2810245245892265,1.6608979994878077,0.2540790603002658,0.1600684361230382,0.2528943515692843,0.3833691403986553,False
00c9aac705,K4Zr6FeI18,29,1196.098373027835,4.225783582132779,3043.86266,7.5343382693722,4.979477426881745,0.0375406712206411,0.064388188351332,0.2292044505374599,1.404926420176146,0.1792387656772986,0.0964114826690957,0.1807144470498727,0.3346898764556178,False
00caa94620,CsInSb4,24,960.3357422132704,5.081986912129369,2939.0538076000003,24.67312013818624,14.789329958403648,0.0885234114457363,0.0332688106234695,0.2502046832979834,1.5009829627008342,0.855565922703176,0.5422179106573306,0.8528136523580367,1.296077387131236,False
00cf12f30d,Ho5Er2CoI12,20,763.4046450874937,5.962061242113006,2740.956435,10.391631493155828,7.05331696035949,0.0197712805804534,0.0642928429985632,0.2232416835092423,1.379310740228374,0.3256113605727035,0.180342887342368,0.3235546803937261,0.5768906498395358,False
00d40dbc75,Tb2Sm2Dy3CoI12,20,790.8491124901165,5.643671312350729,2687.857535,9.491335973800853,6.310034900727811,0.0139975374106823,0.056773171989592,0.2278909642708395,1.3992239743065102,0.2810384895958652,0.1638454480235795,0.2802144158042388,0.4640884081949518,False
00d60bb91b,NaS7,32,973.9820511652767,1.6874713709466922,989.77907712,3.6362303035638255,2.2693614085311995,0.0832458801503729,0.0661838029785718,0.241688526472811,1.460885171536599,0.0699315273812062,0.0338681063576459,0.0700284246821475,0.1351145168383282,False
00de138e8d,Rb2Ba(SiSe3)2,22,763.7000712902216,3.645025769782259,1676.3872,16.510280186443758,9.974951772016516,0.0580281872075346,0.0441778616905671,0.2485551057834998,1.4930884751741944,0.5699411149782093,0.3613181617756673,0.5668645997153449,0.90212445363015,False
00df4f835c,Cs5SiHS5,24,866.3450673963596,3.273545957888434,1707.891399,11.646111519057625,7.311912690337698,0.0361718817713238,0.0613641281194225,0.240406985756686,1.4549898117371325,0.3745023520581897,0.2106237315975985,0.3754830339145855,0.6510661712261199,False
00e2264b19,MgFe4NiBr16,22,792.6948607540938,3.3199316074503087,1584.8424,9.190445565307453,2.929408834825792,0.0585356233324814,0.0840328538608618,0.3559342345317778,2.1818357118628144,0.0489898742772536,0.0208214843967984,0.0494373866847843,0.11581630474471,False
00f4228135,CeTm3Zr4F28,36,570.329803249649,4.4947506693722215,1543.7699196,40.9600049649263,21.39539156450397,0.0442912453500402,0.0622068628071848,0.2775567705240656,1.641640039470837,0.773192339933846,0.3970926395331579,0.763656259461165,1.389578145220711,False
00f79aad8a,K3Re2(O2F3)2,30,525.1502528175695,4.222550839804246,1335.3938384,19.47669292686904,11.204528210374583,0.032682974832034,0.0355752600802713,0.2586431080491556,1.5423657304418437,0.3888842661336704,0.2683972681224882,0.3916758999795359,0.564355892057231,False
00feb7c3d7,Mn5Hg(MoO4)6,36,594.2111109638015,4.0098832530557225,1434.9058249999998,50.161058882166586,17.724525374768277,0.1341375140335983,0.0543118160230927,0.3419407212471709,2.06626655519255,0.4126377564723358,0.1934133959327994,0.4115723733998727,0.9067504001477924,False
0101c18c21,KTb(AuO2)4,14,240.4773838564188,7.69157473501226,1113.885126,77.39486160795236,22.976753588334,0.0905266814999357,0.0287962520492763,0.3649280859045128,2.261772562290304,0.6900142191873482,0.4222748016588891,0.6820513405143411,1.1032769184396292,False
01072d096d,HoLuBr8,10,457.032161606822,3.5574793766566364,979.12932,9.601832912197734,3.96613009778079,0.0448661904331414,0.0673066486185545,0.3184650760956042,1.8932496458923076,0.1812812006457328,0.0886581651710805,0.1763053207562236,0.3511407337657002,False
01076e97c4,Cs6TbDy(TaS4)4,28,983.390168742726,3.9777849204692224,2355.6895814,15.438768664926924,6.767661274743209,0.0341715326334338,0.1173524342722952,0.3087653874742915,1.8283888093772616,0.1877603635731971,0.055890021376579,0.1838950547181211,0.5730987408470676,False
01086e1e5f,Cs2LaPr5(CI6)2,22,917.0596543573862,4.809509455464925,2656.1296638000003,12.42920187134635,7.307799408549959,0.0300559271340187,0.0368050446593975,0.2541966687538214,1.5203489648946935,0.3220205164983198,0.2238864592442393,0.3219072948492265,0.4550753042318998,False
