material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,stoichiometry_pattern
c4c77655df,Ag2P3HO9,30,422.14991311602114,3.5689716182935167,907.320452,44.54509569346632,11.078062558491975,0.026638853730692,0.0770001417827785,0.3851723501722318,2.4603913276515774,0.156954075014778,0.07321528896464,0.1537387158510527,0.3371031228913499,complex oxide (4 elements)
46f26452f5,Cs5(CoO2)2,22,604.1506393111457,4.652699661095389,1692.782499,21.33558047975844,7.240740015226333,0.0302507192568658,0.0409757017355635,0.347557979578894,2.111440449767888,0.1574288141779044,0.104056781029079,0.1580681864556326,0.2403270885330863,"ternary oxide (A-B-O, other ratio)"
5592eed2ea,SeSO5,14,211.99896879580152,2.9924626126720866,382.044,10.976931434465358,4.835617246045762,0.0795437649503773,0.0467588445906978,0.3079397652177562,1.8230299427432708,0.1576198122491251,0.0906913874085846,0.1597422037592662,0.2663199323885621,"ternary oxide (A-B-O, other ratio)"
08ef817283,VOF10,12,196.8467723536271,2.1673400191656893,256.924932,6.68429179921397,3.5298295249927336,0.0590613190901146,0.066982743417027,0.275481892138369,1.6302805926897124,0.158771393115403,0.0821608638651261,0.1586408357096421,0.2999838226833249,"ternary oxide (A-B-O, other ratio)"
1cd223ad4f,MnCdFe2(NO3)8,36,476.3891216464392,2.7016731676078294,775.0782449999999,15.800861213424524,7.194702952316753,0.0368823993610282,0.0707653399482591,0.3023335022304978,1.7872837684787086,0.1588176379649168,0.0750816507419948,0.1576917699936012,0.3096998701242183,complex oxide (5 elements)
ee5a883006,Cs7Nb(SO4)6,38,814.0904442553178,3.262821424971796,1599.6201433,16.162656507909034,7.197267120392592,0.0602267218095985,0.025829334187094,0.3061263392021711,1.8113456938194976,0.1599557210638061,0.1118653021475064,0.1598075842898985,0.2184808779513258,complex oxide (4 elements)
c0ca40f650,Rb6Au4O,22,892.5181593260814,4.899364936217134,2633.344952,14.11203154484942,5.887592639412657,0.0256176698249566,0.0534751614480686,0.3168661614582171,1.8823102623500845,0.1604495306432597,0.0933377530226594,0.1597546387711323,0.2699285738003217,"ternary oxide (A-B-O, other ratio)"
0d8745d6bf,CdFe3(NO3)8,36,470.075621572427,2.7411626605809114,775.9852000000001,16.097059097063276,7.336848137995863,0.0462703946417882,0.0764371550369271,0.3021631700552903,1.786214922711182,0.1618140208857708,0.0730945117906473,0.1635687566426245,0.3368430907265619,complex oxide (4 elements)
62ad9b0755,ZnCdFe2(NO3)8,36,467.382826659798,2.7909351023466944,785.5491999999999,18.787228587307656,7.863419858939221,0.0207172881487677,0.060813080587377,0.3163470550280041,1.878780135760357,0.1621884816647048,0.0899144663547057,0.1638250969319035,0.292596978530523,complex oxide (5 elements)
9c4919c1c3,Cs3Rb3(AuO)2,10,384.6667684180901,4.666710826862697,1081.0516937,6.584965250045917,3.5619877881639552,0.0453387997714613,0.1315440282559565,0.270853524508572,1.6053705513408283,0.1686083118312853,0.0477505484531428,0.1680014738969913,0.5780974765518683,complex oxide (4 elements)
4377d56262,Cs2BO3,24,567.884185314223,3.796861253450827,1298.4804152,18.76875191994971,7.067886330628009,0.0498256714882911,0.0478892635389377,0.3327104849671,1.995337349625754,0.1691597561005645,0.1011091052088994,0.1679184668709464,0.2802112130456123,"ternary oxide (A-B-O, other ratio)"
