epoch,train_loss,val_loss,train_mae,val_mae,lr
0,0.9215760778327197,0.3104352661706869,0.23474938761500538,0.1415021173583651,0.00999938933078422
1,0.2367108634119303,0.30700889822927496,0.11742548186716092,0.14013097080790882,0.009997557473810372
2,0.2059417504000115,0.21809760965768574,0.11081732149056567,0.1153549881814753,0.009994504881061753
3,0.1971773252398756,0.15439622436912315,0.10733495653353747,0.09555537506793309,0.009990232305719946
4,0.18978337614085394,0.150695379353264,0.10559205004773203,0.08925111533947361,0.009984740801978986
5,0.17672980093642895,0.18254437883502073,0.09939758439295593,0.11550591220554796,0.009978031724785247
6,0.17583201322455103,0.15458510411017148,0.09941657919239555,0.09605819920023669,0.009970106729503141
7,0.17345214021243102,0.21825364260997587,0.09999892726286756,0.10856292700593911,0.009960967771506667
8,0.1730394130905681,0.22056926063542226,0.09899744184324698,0.13105389403486714,0.00995061710569696
9,0.16902969186846326,0.1772612579239225,0.09909902768096476,0.09526917533677759,0.009939057285945933
10,0.15034795433240228,0.17080905874377317,0.09091681501417752,0.10018448097613251,0.009926291164466132
11,0.16092707404384624,0.13290416579512718,0.09540667391740955,0.08329205128174384,0.009912321891107011
12,0.1461553151547684,0.1389974895322207,0.08835639059349862,0.08458050094472552,0.009897152912577742
13,0.1474585629938607,0.13632223465778295,0.09096298184758772,0.08517467765842826,0.009880787971596802
14,0.1495560435499517,0.1496714504019728,0.09034820214280101,0.09589206036722776,0.0098632311059685
15,0.14898410875424345,0.12575750110797512,0.09348504633358529,0.08399152386825061,0.009844486647586725
16,0.15500720994995779,0.1425682471215146,0.09459057982132844,0.08574393738820715,0.009824559221366103
17,0.14233486260576997,0.1243706794039717,0.09156114187906784,0.08150203084772073,0.009803453744100871
18,0.15199684345385853,0.12460034239350014,0.0944979553251486,0.07817179782008662,0.009781175423251737
19,0.15852850550131034,0.14120800720835194,0.09750297218134926,0.09725468056005182,0.009757729755661014
20,0.12786613822277834,0.12475687511337613,0.08461501899229475,0.08574777248414975,0.009733122526196352
21,0.13820007605207646,0.11320593135738835,0.08876913264945989,0.07856573106594456,0.00970735980632342
22,0.12186275767347714,0.11409261562291859,0.08107428463591725,0.07465013811021175,0.009680447952607849
23,0.13019972805191957,0.15467637314379795,0.08613838093625818,0.10493077771756255,0.009652393605146848
24,0.12750413198958385,0.13851745744932045,0.08457848596690674,0.0866942818014367,0.009623203685930873
25,0.12157322081396103,0.13018783095102865,0.08273474849250007,0.08152686515190069,0.009592885397135709
26,0.11633132117484485,0.12828660401904468,0.07977562424358783,0.08443993698914075,0.009561446219345456
27,0.12074262703554696,0.13401987208324728,0.08179491584360825,0.0925963228767358,0.0095288939097068
28,0.1523136126950137,0.12472243310467711,0.09648889964856928,0.08894290608688465,0.009495236500015049
29,0.11818753875730996,0.15065091110548925,0.08231228385219926,0.08711324357292027,0.009460482294732422
30,0.12425399915075569,0.12382584969395573,0.08467105676678807,0.0860095056659967,0.009424639868939036
31,0.11569734453426475,0.1195754952801084,0.08034305182649974,0.07978083562214398,0.009387718066217127
32,0.12224268864638287,0.11724803661837162,0.08264886047301188,0.08404702497917471,0.00934972599646905
33,0.11523836356481268,0.12896378555344146,0.08162380443207078,0.08297004094980295,0.009310673033669524
34,0.10544418728315944,0.11981567971914717,0.0762985234855133,0.07719729775653301,0.00927056881355276
35,0.11500524517820554,0.15210932305136932,0.0799369259190457,0.09886991731750155,0.009229423231234978
36,0.11440681657901497,0.13940275843861033,0.07875841292196033,0.0952222371853671,0.009187246438772941
37,0.12917343908859127,0.13575399138973754,0.08607169901781407,0.0835226230250979,0.009144048842659083
38,0.11512551487616865,0.10973050054705259,0.08094167945287253,0.07489380971031281,0.009099841101253869
39,0.11671747490250232,0.12389276010318867,0.08088090005129123,0.08717625884755144,0.009054634122155993
40,0.11438711366732801,0.11441042093397344,0.0812008649715288,0.07818884026367688,0.009008439059511103
41,0.1072377494691702,0.1270579862073787,0.07656957264134702,0.08227127537275981,0.008961267311259671
42,0.10611610434646182,0.10441985878261548,0.07709624638635398,0.07182731877252893,0.008913130516324736
43,0.0973596029102748,0.12417026898525294,0.07299541271937217,0.07932469726187512,0.00886404055174016
44,0.10127780329668078,0.11866287019067598,0.07465917108784632,0.07873365384282417,0.008814009529720158
45,0.10980211901925906,0.10135212808268741,0.07910887000154974,0.07143686740722471,0.008763049794670779
46,0.09327305796986174,0.14535838040044008,0.0702239422285267,0.09815442142556015,0.008711173920144121
47,0.09474079780345496,0.12829571875553686,0.07160083118483701,0.08838359512461041,0.00865839470573599
48,0.10909972496707578,0.14592552004219259,0.07957619277898674,0.0923270777012538,0.008604725173927788
49,0.10697290349566198,0.11227427423000336,0.07877754726357677,0.07560215507028173,0.008550178566873413
50,0.09100900853626472,0.12341334815453557,0.0721822004983723,0.08067271098928544,0.008494768343131958
51,0.08865458267653598,0.11119114332696767,0.07195046518306523,0.07431728168598657,0.008438508174347012
52,0.09598556325225151,0.12053751323408293,0.07373219761019519,0.08693754492164815,0.00838141194187338
53,0.09709603990911429,0.11555924100204579,0.07389853294672884,0.08201508563988417,0.008323493733352078
54,0.12281924523069279,0.11648847611205092,0.08965542420363212,0.07763525141963681,0.00826476783923441
55,0.09649435897407288,0.11099518575135944,0.07461205844822731,0.0813192461879508,0.008205248749256015
56,0.09116314000293502,0.13350141019497103,0.07188724451219441,0.08647990906701504,0.008144951148861742
57,0.1150896600926516,0.10481031296901333,0.07997728244076624,0.07120245210464718,0.008083889915582234
58,0.09547827700827478,0.11142330840953345,0.07307291412083043,0.0752651943888479,0.008022080115363126
59,0.08543190992462854,0.12122232835848355,0.06846876877202988,0.07764926328531747,0.007959536998847742
60,0.09375379051751115,0.1168398871583846,0.07475461511777166,0.08192189290974904,0.007896275997614229
61,0.08426378151742632,0.11828060129892479,0.06980253974884698,0.07702524526026643,0.007832312720368046
62,0.08032299094594761,0.10221302711847917,0.0673136243955349,0.0696068622388886,0.00776766294909075
63,0.07989892588102249,0.11211539739833294,0.06625310174356494,0.07521046177276129,0.00770234263514603
64,0.08731920479519162,0.10821596583695088,0.06966273912472404,0.07396576068933727,0.007636367895343944
65,0.07978992770178825,0.11435430786274012,0.06732584957671311,0.07287097056803193,0.007569755007964335
66,0.08202529237635299,0.1171083111786148,0.06926321002633298,0.07321861899882845,0.007502520408740415
67,0.07820121543667218,0.13082423647051877,0.06690756025204747,0.08837606504704189,0.007434680686803487
68,0.07537041785673301,0.12917790901892393,0.06544533894463798,0.08031435513380662,0.007366252580589836
69,0.09014873978120114,0.11791866005045697,0.07228113982030651,0.07449662048839828,0.007297252973710754
70,0.07722866081428875,0.11275462560283328,0.06584925536212088,0.07321717850502255,0.007227698890786777
71,0.07523339672444965,0.11199958434382688,0.06646000932959738,0.0726941166427529,0.007157607493247108
72,0.07940496498906066,0.10728143589589202,0.06939079804158757,0.0713399551013141,0.0070869960750952875
73,0.07792051628516812,0.11500666160317301,0.06840322472609434,0.07511554940522296,0.0070158820586421625
74,0.0692273887077027,0.11606477729035812,0.06373794862963943,0.07704118400522807,0.0069442829902071936
75,0.07283545612606886,0.11584410056905839,0.0649962196512381,0.07403667632815908,0.006872216535789156
76,0.07898878893110102,0.11031429744461207,0.06878862516140073,0.07354737825474693,0.006799700476707322
77,0.0916691552845202,0.13653139958103883,0.07163117369320841,0.08522207326102026,0.0067267527052141925
78,0.07607072456157993,0.10080414446233546,0.06717480355036955,0.07110688784747447,0.00665339122008084
79,0.08085278487224105,0.12305217388185483,0.06937327521715467,0.08381863618359982,0.006579634122155989
80,0.0698078554060672,0.11585803984583003,0.06422372576575365,0.07676929481399869,0.0065054996098999045
81,0.06623790627135953,0.10807265037471808,0.06080154530842551,0.07196598521714072,0.006431005974894185
82,0.07384852505082071,0.11545144101080385,0.06588066956157912,0.07946724654401391,0.006356171597328595
83,0.07406262452798304,0.12190510802766652,0.06547361958741428,0.07463627800490093,0.006281014941466031
84,0.06967386521496864,0.1180669799881074,0.06555692054560894,0.07426829730133408,0.006205554551086733
85,0.06730137714984637,0.13011446508389074,0.06221647351881398,0.0822214944993408,0.006129809044912887
86,0.0615691900439294,0.11684490776467092,0.06005987695387662,0.07738032691108371,0.006053797112014738
87,0.06768594763445507,0.12262991779637568,0.061373036143110474,0.07461029652831624,0.005977537507199339
88,0.060968835970977554,0.10249074005964891,0.05979245801424425,0.06988497020550144,0.005901049046383077
89,0.06567449527503827,0.10182904849932031,0.062047304297133676,0.07080819689243742,0.005824350601949144
90,0.06780314061971375,0.11736814590912421,0.06413192798274188,0.07579955313969584,0.005747461098091036
91,0.05922298150471524,0.1136079458067718,0.05892652508049153,0.07327500448643583,0.005670399506143308
92,0.05855368253775062,0.1073946458043404,0.06052763015419311,0.072068046091251,0.005593184839900676
93,0.05996697881112381,0.10603891009265937,0.06022160086732834,0.06967676235634146,0.005515836150926648
94,0.05787945086987256,0.11515819187303192,0.05889326528425785,0.07972517370888331,0.005438372523852835
95,0.0568620152350071,0.11727394706126555,0.05813854053943958,0.07542577805449661,0.005360813071670104
96,0.06515983052812338,0.11360207380889689,0.06265172282309638,0.07381069124902337,0.005283176931012733
97,0.061940760168262304,0.1059505292802181,0.061070831270943905,0.07116348260236018,0.005205483257436737
98,0.05273662517802673,0.107553889088839,0.05738113120347436,0.0701517190748048,0.0051277512206935145
99,0.051088952280783466,0.1102918898596347,0.05481838205440071,0.07105579386347706,0.0050500000000000015
100,0.05171163952768337,0.11613190543015027,0.05645710868564047,0.07621180707389869,0.00497224877930649
101,0.05823903423209073,0.1124022973393931,0.059881952912014494,0.07529220035643254,0.004894516742563267
102,0.05455638123006539,0.1217318644512047,0.05795799869137737,0.07353371222621029,0.004816823068987271
103,0.0513495578528799,0.11286598972035843,0.05560167752542478,0.07153123074654237,0.004739186928329901
104,0.05300603480022698,0.11635794859488034,0.057985750602069286,0.07157685687241044,0.004661627476147171
105,0.04593940454502128,0.10976388891345089,0.05244018862653873,0.07247364202749382,0.004584163849073357
106,0.055425290982216546,0.1278199659823214,0.058513237981767746,0.0786591211279619,0.00450681516009933
107,0.048521240922971005,0.111070792073185,0.05430626370203602,0.07222786010469048,0.004429600493856698
108,0.05707455125115807,0.10346312386897004,0.05847120922319896,0.06813074597745265,0.004352538901908971
109,0.04728051739235164,0.11014308954037509,0.05301050071853637,0.07097755343589968,0.004275649398050861
110,0.04691696886378633,0.10950983858224257,0.05274495259343904,0.07058092496059473,0.004198950953616926
111,0.05332231627344434,0.10671196349905533,0.05546640709455233,0.07164588179981825,0.004122462492800667
112,0.04554848109584236,0.11949338460142173,0.052578034426979676,0.07460252955121902,0.004046202887985267
113,0.042950039303109214,0.10916452905506764,0.051401923064633134,0.07126805728789672,0.003970190955087119
114,0.04384126839499343,0.1178443007966847,0.051889725852897674,0.0721135759382572,0.0038944454489132706
