material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_r9_pred,G_r9_pred,gamma_r9_pred,K_r9_spread_log10,G_r9_spread_log10,Kappa_r9_gamma,Kappa_r9_p05,Kappa_r9_p50,Kappa_r9_p95,Kappa_cal_derived_matbench,id_unverifiable,has_oxygen,stoichiometry_pattern,K_baseline_rf,G_baseline_rf,gamma_baseline_rf,Kappa_baseline_rf,K_baseline_xgb,G_baseline_xgb,gamma_baseline_xgb,Kappa_baseline_xgb,Kappa_baseline,Kappa_baseline_vs_r9_ratio
bfcbbdc687,Rb2ICl5O,36,1127.9245850305076,2.8920307977299475,1964.41788,63.88309625650096,25.2166968950764,2.1317072900602514,0.3952187374760079,0.3510297116774918,0.9536739492334028,0.1201759388130341,0.9414628194947008,6.712673014085744,0.1894675776824504,False,True,complex oxide (4 elements),10.09928023080655,5.974040353291206,2.2883876867253305,0.09322168015946336,10.799731,4.4941826,2.2339365,0.0647437659977757,0.09322168015946336,0.09775005412950441
1d91b2fd3b,Cs16Hf3TiO16,36,972.617115142506,5.063504423559469,2965.8146304000006,53.73868873485685,16.538036448088256,2.1520731303222496,0.2873706306219418,0.1707427656686719,0.3586779526409819,0.1431837100563233,0.3618178486620017,0.9122846498040722,0.0800108915339715,False,True,complex oxide (4 elements),23.722814043392624,7.583571358144536,2.146440411068944,0.11198704754924811,19.103363,7.9232187,2.1043844,0.12410749484405144,0.11198704754924811,0.31222172069589504
b8740019b7,Cs17Y5O16,38,1070.735152424044,4.590350897918178,2959.9123323000003,55.792178440071794,18.09552305182055,2.120363450378752,0.3697153600471285,0.2282348410912232,0.4348380667795762,0.106031570936601,0.4340578177310316,1.6524106284949276,0.2141368086629978,False,True,"ternary oxide (A-B-O, other ratio)",24.76196868485301,7.445243829052045,2.132387347693006,0.11362492768103827,20.56202,8.464546,2.0978532,0.14173919190421783,0.11362492768103827,0.2613040034018822
02d3f81a5f,Cs16MnSi3O16,36,879.5155041667915,4.760956624894356,2521.6721754,42.633169343184726,17.113465302370727,2.1724815934758746,0.1836451567751737,0.0573710366667261,0.3670857388840933,0.2753759214280957,0.367314512651352,0.4817815157040022,0.2541208485202172,False,True,complex oxide (4 elements),24.125018278548342,7.63544772180253,2.123230831462025,0.11549879007464711,22.065002,7.8872333,2.1610057,0.11650394358256827,0.11549879007464711,0.31463709384557614
e820432e11,HfP2Br8O3,28,935.4211058642225,3.2935508703428598,1855.335448,61.98065288763629,24.291140138529176,2.137394873592934,0.3621592260607491,0.2819782163654596,1.0152292137042034,0.1969872569634375,1.0108997298393985,5.32897479048767,0.063850538012361,False,True,complex oxide (4 elements),5.882274704164672,5.619464991749502,2.0752731847035957,0.11768013872033031,10.6519375,5.811403,2.157868,0.11558030525040976,0.11768013872033031,0.1159148467477193
4a07f572ea,Cs8Y2O7,34,986.5675388907446,4.554770252346994,2706.1022304,58.30466183034984,18.769368431913787,2.090539364482844,0.321582222458141,0.1788594260513024,0.516817177374178,0.1929721344937628,0.5086816488434994,1.3858138443099766,0.2080753283199241,False,True,"ternary oxide (A-B-O, other ratio)",24.00691606937379,7.561988533332852,2.1935536318965214,0.1193549184200385,21.011986,9.003844,2.1041396,0.168567680955958,0.1193549184200385,0.2309422434959529
363c012f43,Cs2Ir(OF2)2,18,367.3544118595944,5.11712296993457,1132.0406332,69.54890427481415,18.039913348764117,2.1667992168956958,0.2918264104221204,0.1450242662516332,0.580526736565165,0.2453977791820601,0.5743161344225488,1.4013322351452384,0.5080544380320932,False,True,complex oxide (4 elements),17.40682616877984,6.738291272562917,2.2633915115188303,0.11956816486265977,19.220207,8.579531,2.1212413,0.19743947608395152,0.11956816486265977,0.20596495791066477
6bae0e1249,Cs4CoO4,36,902.751578129452,4.8159879001605335,2618.2104104,57.73848847650292,17.935737963256695,2.205593032365743,0.2639240599426136,0.1098704709087277,0.3839068506298091,0.2161474688653168,0.3844458932672703,0.6767997386621156,0.1299529336896816,False,True,"ternary oxide (A-B-O, other ratio)",23.556621817220265,7.931663740074904,2.143180863047867,0.12008961252405613,20.799294,8.452246,2.1623192,0.12912724999671304,0.12008961252405613,0.312809246115421
71cca2a3eb,Cs8Sc2O7,34,922.6522202742284,4.553900190387549,2530.3024784,55.049306551134976,18.031060111189717,2.144032343809044,0.3248868482668802,0.2009416783810345,0.4510576268680501,0.1526003876452881,0.4693420105588481,1.4566366714167414,0.249663093543669,False,True,"ternary oxide (A-B-O, other ratio)",24.443143138604402,7.821361088401236,2.207869792638075,0.12100898333208446,20.86704,8.522323,2.1420784,0.14630984864276084,0.12100898333208446,0.2682783221565695
606593bece,Cs8Lu2O7,34,957.8214868006928,5.2882715155558815,3050.3468304,49.87380119937619,17.38350785293662,2.1188752095751977,0.2595192412494002,0.1519686458915766,0.4110212782226571,0.1679454280531679,0.4179160469951255,0.9908100544965612,0.2349709936262503,False,True,"ternary oxide (A-B-O, other ratio)",24.713456926371897,8.38565850708982,2.233258511637641,0.12293188160833955,20.324968,8.5405,2.118176,0.14116790337977245,0.12293188160833955,0.299088850435975
e5657941b3,Cs8MnFeO8,36,951.099889869312,4.546437636002831,2604.0437204000004,51.27693234744445,17.709017051084803,2.2261032326176498,0.2391021285024314,0.1290902481307921,0.3858582160266948,0.2011237501692609,0.3942705984149276,0.7458675335024473,0.1283295566710174,False,True,complex oxide (4 elements),24.53563782933262,7.911690197964523,2.142343418805017,0.12549459813196434,20.792547,8.659441,2.173895,0.1385499819267431,0.12549459813196434,0.3252350032201524
c745ca14fd,Cs8Tb2O7,34,987.6290622152736,5.02078070514989,2986.1802304,56.64129806207104,18.8221129671301,2.106663707664429,0.2926781922586165,0.1609076685175033,0.4863475668985593,0.1865963633985488,0.481733277099298,1.2403454081494236,0.2175508386369454,False,True,"ternary oxide (A-B-O, other ratio)",23.548492217951935,8.152696038056087,2.204761704698556,0.12567027298302416,22.759174,8.661901,2.0962548,0.1531208543894211,0.12567027298302416,0.25839601457127476
bb91457ac5,Cs3AsO3,28,787.6055688355359,4.399142162398606,2086.5446228,30.62904151959492,12.622861706480329,2.102586590206016,0.234813216967109,0.1399503316186752,0.3213898622440863,0.1333323444774479,0.3229275220224411,0.7654359309235382,0.2115650127875805,False,True,"ternary oxide (A-B-O, other ratio)",20.45305173465744,7.03949526591734,2.163602609236085,0.12640856163894681,18.980986,8.172533,2.1675792,0.15679638300494056,0.12640856163894681,0.39331844743423544
aa2cfd4056,Cs8Ho2O7,34,974.1571916645378,5.131158432496391,3010.2001104,55.27309276543295,18.02530577523292,2.115173832706918,0.3358157323672341,0.2049304077849965,0.4451557485207923,0.1311241091752301,0.4455816321789177,1.5408557310902682,0.2708922783401811,False,True,"ternary oxide (A-B-O, other ratio)",22.982122914854173,8.197285213990735,2.187022914013257,0.12692162494850226,22.82093,8.953459,2.0904963,0.15926771268436143,0.12692162494850226,0.2851173445928757
d6f6e36f5a,Cs8Er2O7,34,976.5560943438354,5.13439255983708,3019.5148304,55.85138455418943,17.711603259895206,2.113309216327805,0.3457619096726348,0.2075362033806801,0.4348108599615437,0.1325234528678082,0.4281476898015525,1.3638373961190464,0.2616700719930723,False,True,"ternary oxide (A-B-O, other ratio)",22.982122914854173,8.197285213990735,2.187022914013257,0.126985710085126,22.82093,8.953459,2.0904963,0.1593481299744116,0.126985710085126,0.2920481565165071
e5e748412f,Cs8Sm2O7,34,1010.2721915193474,4.851936524935971,2951.9188304,57.44814272809719,18.998537927558303,2.0946636883426653,0.2791318599620571,0.1400507799811448,0.5116326176018908,0.2409484691401581,0.5098887692807587,1.048970541697523,0.2191629645756758,False,True,"ternary oxide (A-B-O, other ratio)",22.99447751350376,8.108491273049927,2.2063529654482874,0.12751451780503337,22.074228,8.722184,2.1057818,0.15696350335650372,0.12751451780503337,0.24923062646536417
190f1461da,Rb2Re(ClO)3,36,916.284745523684,3.707866602796398,2045.9992,66.2012481239396,24.93484068291197,2.1822448300942634,0.3529808852363704,0.2703703740100526,0.735566532879903,0.1503854847589872,0.7356062349207152,3.6760081954318022,0.1529876115200203,False,True,complex oxide (4 elements),17.322022774194124,7.845691802716705,2.195789196543316,0.1276170305152333,14.316471,8.950182,2.2581646,0.14499611654835373,0.1276170305152333,0.17349488429766488
894fabea93,Cs8Dy2O7,34,987.1179336679502,5.047433699064558,3000.4788304,55.70782818934121,18.29484205587776,2.102245510455323,0.3081594361430145,0.176314263568158,0.4669074303605474,0.1780634480019315,0.4746692457107033,1.2448134123221084,0.171765967728916,False,True,"ternary oxide (A-B-O, other ratio)",22.710616583753144,8.181160511409853,2.1836241990706666,0.12856791561268024,22.82093,8.953459,2.0840693,0.16233221314246968,0.12856791561268024,0.27536061166000225
b2a8dae41d,ZrP2Br8O3,28,921.7271197628944,3.0280543262060173,1680.803448,62.47703035378121,25.258634665076062,2.153634279239569,0.3904740678008901,0.3274749236426915,1.0985858077700943,0.1601074649223187,1.062999738769016,6.925492749043757,0.081772087998154,False,True,complex oxide (4 elements),6.537154383186423,5.883036819591324,2.0895332510179436,0.1291719788732593,10.756115,5.5980473,2.160758,0.11320252101237897,0.1291719788732593,0.1175802362998409
e2ab1a92d4,Cs8Nd2O7,34,1027.175500771333,4.732530935964558,2927.4468304,57.338352897423306,18.977189701210044,2.096751470516576,0.2692785285900802,0.1293843897517971,0.5189548127164504,0.2691168085380148,0.5277889957223367,1.0391338079878254,0.2126080866004159,False,True,"ternary oxide (A-B-O, other ratio)",23.046820299877268,8.0850597972275,2.207094024726253,0.12918370949552718,22.074228,8.722184,2.1057818,0.1598128117107755,0.12918370949552718,0.24893055489613763
56cf0ce462,Cs8Pr2O7,34,1036.1231673856748,4.670287001203781,2914.1094304,48.56648875078501,18.29217235750888,2.087672293818604,0.1748350013845326,0.0870900314943992,0.4993093248067167,0.3151963156620813,0.4957550728161905,0.8006878180088509,0.1825873592172955,False,True,"ternary oxide (A-B-O, other ratio)",22.50270280576032,8.085855889556802,2.206410568792174,0.13046733580603004,22.074228,8.649691,2.0881631,0.1621921815741491,0.13046733580603004,0.261295612407267
231c0c24b6,Hg11(IO)4,19,532.6232798183885,8.661192369762212,2778.1054800000006,73.41942861048209,35.53701578971288,2.157954353915071,0.4091685216685135,0.4073425802591719,1.3199559637748173,0.1488887024342648,1.3174039056238878,12.881585073628932,0.1364850078391994,False,True,"ternary oxide (A-B-O, other ratio)",31.51313582576214,9.469886179344982,2.4703337205813716,0.1341173559213026,32.092182,9.337433,2.5567982,0.12050142508186253,0.1341173559213026,0.10160744721949137
f5d8efce0d,Cs8Tm2O7,34,963.5671604046968,5.2151521535526095,3026.2156704,54.39463987005774,18.165926597180448,2.1109782806862647,0.2946511289426932,0.1741517694504336,0.4468528048904402,0.1749851628422823,0.4447650765259398,1.212829770352638,0.256404309025234,False,True,"ternary oxide (A-B-O, other ratio)",24.75533313235951,8.672082428702232,2.19106269419058,0.13598810983463722,23.687935,8.604652,2.0853887,0.14928291192524978,0.13598810983463722,0.3043241719563088
1599c10265,Cs3GdO3,28,795.5795500541203,5.042395777591494,2415.8582228,56.63987678444707,19.12435890453159,2.109928315143901,0.2918179397528961,0.1623410479043186,0.5595876256317355,0.2228727215792013,0.5639201221167802,1.4031521910225746,0.2903226226969625,False,True,"ternary oxide (A-B-O, other ratio)",22.571696525076675,7.571544885733976,2.121234671081822,0.13793373447922064,21.947348,7.672589,2.0743375,0.1473471626393987,0.13793373447922064,0.246491752428412
975b24ee44,Cs12Mn(FeO4)3,28,696.473547017158,4.790667336719762,2009.3312678,58.16756745647756,19.198036317916525,2.177369350175246,0.2839689198580701,0.1663010648657583,0.5166024674878577,0.1982987383479137,0.5135196720367219,1.3178819479611972,0.1305664436794904,False,True,complex oxide (4 elements),23.65915590865895,8.02802147315976,2.1534365312456605,0.14308391089668862,20.323473,8.8931465,2.150323,0.1664997593463221,0.14308391089668862,0.2769710171778297
2a11cf7afe,Cs3NiO3,28,701.6904489249816,4.784158926310615,2021.6318228,66.20472503841405,23.25120482174788,2.197197298864577,0.2185460216007242,0.1105660078782723,0.6764243329838674,0.3842817918953528,0.6770690907298562,1.1669991373309334,0.170452475110284,False,True,"ternary oxide (A-B-O, other ratio)",23.83251641121188,8.190974561970453,2.181446289302395,0.14381022212337496,20.143108,9.10318,2.2068484,0.163359698096352,0.14381022212337496,0.21260356127195207
50beed8ac0,Cs5Ag(IO)2,20,767.7431384868047,4.577540762107627,2116.406399,39.273299161908,14.3315883720921,2.1602738150356338,0.3424913652251544,0.1891821274842907,0.5004018233957094,0.184200692093873,0.4958274662618089,1.3340401945202174,0.5344475835449214,False,True,complex oxide (4 elements),13.813930740263695,7.1638068407756075,2.3475396116846454,0.14566876414141758,12.378046,6.727797,2.306386,0.13799285652846147,0.14566876414141758,0.29110358382172635
a5be6dd06b,CsRb2AuO2,24,668.5981926867562,5.293139513408133,2131.2256836,62.37463733423295,18.89604017013704,2.1799630162887005,0.2987425559373295,0.1744676024963217,0.5516687220997943,0.1912379923280377,0.5409504919260462,1.540667947642149,0.1101433667500931,False,True,complex oxide (4 elements),21.792044419653028,8.726610413534674,2.330505353926832,0.14826064994901014,18.456244,9.3525,2.2895148,0.1705039728951863,0.14826064994901014,0.2687494215454007
2d261f65ce,Rb6I4O,22,1027.22932360864,3.350805194624979,2072.84816,20.039749593784546,9.795070954340687,2.1249366586065346,0.0898634901879912,0.0974540359819814,0.3411323996688897,0.1719996526142839,0.3396473199644317,0.6327196314436037,0.6183998305141248,False,True,"ternary oxide (A-B-O, other ratio)",11.811291266096275,6.303709706949601,2.2870427531117645,0.14946089597938877,11.080275,4.7932415,2.2232046,0.10613081126970543,0.14946089597938877,0.43813163488562995
8477409094,Rb4CdO3,32,805.4554303970609,4.142035406436355,2009.1216,57.733587501645744,21.88507562002307,2.1333706419307474,0.2209897302364114,0.1130038969841878,0.6474218714596085,0.3219741563008262,0.6415927423425937,1.285697847982841,0.1838741908563034,False,True,"ternary oxide (A-B-O, other ratio)",22.922091285135018,9.469374802087213,2.2793513207252247,0.1590183490436459,20.426485,9.270377,2.2442524,0.15921584150996682,0.1590183490436459,0.24561782054897224
296336f32e,Rb8In2O7,34,836.5854123703281,4.070532175640838,2050.7484,57.19979767510027,23.131543099835827,2.102817865637157,0.2183024375102266,0.1371513630168591,0.6966053098749182,0.2921405613193022,0.6994726573878333,1.616968965926821,0.2890530240984056,False,True,"ternary oxide (A-B-O, other ratio)",25.045638030431725,10.043616154651907,2.2980284239576574,0.1640199013648764,22.798899,9.550818,2.2388527,0.16122423278688783,0.1640199013648764,0.23545600218627052
9493a92cc4,Cs2Re2OF10,30,576.7289936493898,4.8613506147258265,1688.4166716,79.76068232521384,23.66664011983175,2.129842956932587,0.3410925970473027,0.1906721179547222,0.6462059678010283,0.2250268507739527,0.6416556170790109,1.771152484075327,0.0493940463831152,False,True,complex oxide (4 elements),35.192402830575126,10.132695962711761,2.2280020298387337,0.16431135611668377,27.080462,11.034133,2.1938365,0.19197091635237923,0.16431135611668377,0.2542708738450965
99141bee5b,Rb4Co4Cl10O,38,1107.7232685149047,2.842609819233905,1896.26676,114.31229966470076,40.37727793282465,2.191017688147486,0.3442408614695766,0.4222138181103192,1.7337899596315969,0.1538717315569458,1.828716682199016,20.25755722251856,0.1465010705565597,False,True,complex oxide (4 elements),22.08098061627076,8.113421355272457,2.1364839954121986,0.16484771264846154,30.79303,7.533187,2.0767727,0.15763663475739312,0.16484771264846154,0.09507940205368884
d83a1f1209,Hg11(BrO)4,19,503.966016727077,8.534242543341033,2590.1036000000004,97.2206003819176,40.08914806734787,2.166420164591116,0.3929003956966947,0.4330941381776143,1.5562426097779882,0.1279702206101415,1.5577135584632855,16.581117803338195,0.3188449402090549,False,True,"ternary oxide (A-B-O, other ratio)",38.57364608138834,10.887934007480046,2.454465453382068,0.16631316711798771,36.813503,10.177016,2.454649,0.15031557581380478,0.16631316711798771,0.10686840603966868
b809e46660,Rb8Lu2O7,34,855.0966059156076,4.449633959752344,2291.3444,55.43905000776245,22.243799753225765,2.1039853934079304,0.2019244267537177,0.0968715468695821,0.6321560211671917,0.3464853598535613,0.6292149332576702,1.1272046543580811,0.2630765539328048,False,True,"ternary oxide (A-B-O, other ratio)",25.678172699096685,10.484897536415149,2.2878881959906425,0.17020899273306755,22.892258,9.792158,2.1372898,0.1784171305231988,0.17020899273306755,0.2692515566312243
2c7f396529,KRb7Cd2O6,32,813.9975259835734,3.909383108324958,1916.3826,57.78204102795456,21.13109127106052,2.144775802814163,0.2107611704313971,0.1024556316300764,0.6277042689069093,0.3424027907376823,0.6256710929913121,1.1702894420176704,0.2078078090441727,False,True,complex oxide (4 elements),23.23527213495018,9.790147328616664,2.2648221406728264,0.1751298858513192,20.426485,9.307263,2.245832,0.16516939567926642,0.1751298858513192,0.27900062900048805
807adc7bcd,K2IrOF5,18,335.8483044746578,3.771571401205912,762.810032,64.41039720441015,24.7942448886928,2.1666488404682243,0.4279411653695272,0.340647629840447,1.0508657867181814,0.1406266995879632,1.0279801199469911,7.980466337765822,0.4049144148285101,False,True,complex oxide (4 elements),17.887747102319306,7.911594657447355,2.2345315066923392,0.17651867689599504,19.064907,9.231461,2.092157,0.2560166212836862,0.17651867689599504,0.16797452074946406
af4a5195a2,CsRb2AgO2,24,667.9524043388723,4.412257823092047,1774.8322076000002,57.7887953801531,19.176218280187214,2.1622591378576232,0.2841308497572474,0.1906195872391461,0.6276758401870558,0.1953683403165359,0.6371207719539765,1.8658203627026588,0.1461511377564434,False,True,complex oxide (4 elements),22.27998867139377,9.172022741424025,2.3190657754697646,0.17683293592429197,17.48632,9.131846,2.2676334,0.1839791838403361,0.17683293592429197,0.2817265292090793
