nominal,K_VRH_raw,K_VRH_recalibrated,K_VRH_scale_factor,G_VRH_raw,G_VRH_recalibrated,G_VRH_scale_factor
0.1,0.04308252427184466,0.09223300970873786,0.2675678741784886,0.043689320388349516,0.10194174757281553,0.30854561726831514
0.2,0.08798543689320389,0.1862864077669903,0.5453711271767115,0.07888349514563107,0.20388349514563106,0.6425333292572968
0.3,0.13470873786407767,0.29975728155339804,0.9014769411780185,0.12924757281553398,0.30097087378640774,0.9669155982394678
0.4,0.18143203883495146,0.404126213592233,1.245908195150752,0.16990291262135923,0.41201456310679613,1.3608997852327247
0.5,0.2342233009708738,0.495752427184466,1.606734969861902,0.21359223300970873,0.5121359223300971,1.7970394192380346
0.6,0.283373786407767,0.5831310679611651,2.0821154124311123,0.2657766990291262,0.6007281553398058,2.275320677169944
0.7,0.35254854368932037,0.6881067961165048,2.8818032353487104,0.32281553398058255,0.7154126213592233,3.1499534881138174
0.8,0.41444174757281554,0.7888349514563107,4.214109747060818,0.3938106796116505,0.8106796116504854,4.4794552130569985
0.9,0.5078883495145631,0.8950242718446602,7.016877208373612,0.4787621359223301,0.9089805825242718,7.464247777345809
