material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,ALIGNN_K_VRH_pred,ALIGNN_G_VRH_pred,ALIGNN_Kappa_cal,ALIGNN_is_low_kappa_candidate,alignn_prediction_reliable,space_group,crystal_system,worse_model_Kappa_cal
01be320754,K4HgP2Pd,8,231.7932496257628,3.76354964389976,525.350724,22.57892290474265,9.21446338709194,0.0444254594067974,0.0810355812558829,0.3203837066255262,1.9065097896654468,0.6141259002127379,0.27129261029917,0.6103768487246037,1.360188079543195,True,21.2818546295166,10.353503227233888,0.8811851441147206,True,True,C2/m,monoclinic,0.8811851441147206
55e74d203d,K3Ag2As2Au,8,231.7762274308554,4.870657652185735,679.8410690000001,24.97374692817344,11.672940610184092,0.0093491487924554,0.0117198641726315,0.2977992212263477,1.7591674696003037,0.8893005773904431,0.7861991222696056,0.889761875602747,0.999207302195438,True,21.78864479064941,9.311575889587402,0.5762182953593838,True,True,C2/m,monoclinic,0.8893005773904431
7b2a583a1e,Rb2Te(OF2)2,9,164.83534285889078,4.095333174043256,406.5280128,24.035291917083857,12.181411411310409,0.0264704695820391,0.0630506256679849,0.2832162152552755,1.6732490606440258,0.8922868960159436,0.4990617428157888,0.8885584864924305,1.614254341338151,True,35.073970794677734,9.59460163116455,0.3196480147649813,True,True,C2/m,monoclinic,0.8922868960159436
e4f9941a4e,K3RbLiAgAs2,8,254.67874080734308,3.0476082632287373,467.41510000000005,16.598102460188013,8.91186453612081,0.0267079818535228,0.023424869298019,0.2722931615579935,1.613056081451772,0.8928321245870734,0.6984949193643395,0.8915028896392727,1.140572896191703,True,20.55339813232422,8.600878715515137,0.6524321672316578,True,True,P1,triclinic,0.8928321245870734
1c8b7bc6ec,KSe6Br,8,305.47791515685134,3.222180422527351,592.7623,8.344709763526813,2.971539669715848,0.0785376060011903,0.0701311664580238,0.3408425983006186,2.0576174820735544,0.1148828070052221,0.0556903198510036,0.1162220947114509,0.251303767909088,True,9.720988273620604,7.159074306488037,0.8991161128384119,True,True,P1,triclinic,0.8991161128384119
e83b56bce9,Er2ZnBr6,9,369.13302941988985,3.955746504420477,879.3509999999999,14.730012502539983,7.237499778468322,0.0420465569082204,0.0158439344921032,0.2889020116341596,1.7059589806294189,0.5268449499843355,0.4197121174353536,0.5252224095983187,0.6478950265129176,True,9.767852783203123,7.704328536987305,0.911464937627205,True,True,P-31m,trigonal,0.911464937627205
a95e772bb7,Rb5Sb2Au,8,342.7556889498277,4.204330690316186,867.8255690000001,9.721848331268372,7.521585125035314,0.0198866206191935,0.0651888382834383,0.1924704207986281,1.2573596176576165,0.9203407239570652,0.5247804511677775,0.9327799358505676,1.624513317796921,True,15.682713508605955,8.034600257873535,0.6849381000935622,True,True,R-3m,trigonal,0.9203407239570652
ea1ef1cad3,K2RbCu(AgP)2,8,212.08419354056505,3.953131710013993,504.894324,28.094158471665217,12.099852690066566,0.0324526389223687,0.0264605381605057,0.3116897631346323,1.847570574427896,0.9274582210835536,0.6942934704819468,0.9292266100705764,1.2406741672045385,True,28.66109085083008,7.0693039894104,0.2245859077483187,True,True,C2/m,monoclinic,0.9274582210835536
1268bfe16d,Cs4ZnAsP,7,322.8428038788269,3.6154944547724415,702.9261696,13.886974856172422,6.902834869399465,0.0578613709209866,0.1225837986954652,0.2867905527920271,1.6936976369310135,0.6387482657181967,0.1909200677560512,0.6478072894196385,2.055914285027169,True,17.144329071044922,8.727126121520996,0.930548015366001,True,True,R3m,trigonal,0.930548015366001
44cc9d9400,NbIClO,8,209.27518949753195,4.304793374395921,542.5265,15.057897490349257,9.630557738917794,0.0515846904033893,0.0950813481441355,0.2364102865556606,1.4368296947004795,0.9387921906087464,0.3587700659685537,0.9330270216094524,2.2138291928234173,True,11.780754089355469,7.249369621276855,0.5908151380592804,True,True,C2,monoclinic,0.9387921906087464
7af53f2b98,NbAg(Te2Au)2,8,261.6471944980214,7.013545643493999,1105.107718,32.36090165797208,11.57517125481398,0.0526036454897347,0.0626777296655153,0.3402071024683796,2.0526387483234467,0.5713262299381057,0.296712966159526,0.5633749902216634,1.0566608851567991,True,20.555103302001957,11.677817344665527,0.9427038886016532,True,True,P-42m,tetragonal,0.9427038886016532
0dc1615079,NbCu(AgSe2)2,8,223.099721339552,5.121022396941993,688.02878,33.59135739962216,13.715217525670871,0.0066362192967305,0.1091462029003801,0.3203078529179036,1.905982756188226,0.94442517410776,0.3320663665540767,0.9518836753132046,2.5980883597673565,True,26.798816680908203,11.280694961547852,0.7279633228298604,True,True,P-42m,tetragonal,0.94442517410776
9929ca07be,CsK2Cu(AgP)2,8,218.56254162646164,4.196367859608962,552.3319759,24.91859064244757,11.715726280937798,0.0303295901135924,0.0183082807783151,0.2967701521826548,1.7528823622352696,0.9505270634300136,0.7696998792048966,0.9482523195635442,1.1736988622751654,True,26.93755340576172,7.844410896301269,0.3092151249643683,True,True,C2/m,monoclinic,0.9505270634300136
8f3701b860,Ta2RuSe6,9,203.8673989892538,7.629810990161162,936.72576,22.845361100827304,13.490893847439391,0.0262955825961427,0.0223296175840459,0.2532965193368885,1.515949479458944,0.9537174689486604,0.7559985565720929,0.9524424919169188,1.2011998290406891,True,19.747459411621094,11.692875862121582,0.7715878186156107,True,True,Cm,monoclinic,0.9537174689486604
d88ee0f6bc,K3Cu(AgP)2,8,208.0855918776193,3.659063452934624,458.524824,26.666497957717304,11.822957555981484,0.0108100412567905,0.0315298291280968,0.3068616546612319,1.816069275101554,0.9542350367714778,0.7018950468344801,0.9535840439079704,1.2873826053338746,True,28.988250732421875,9.756599426269531,0.5303771875110596,True,True,C2/m,monoclinic,0.9542350367714778
31090ae2c2,NbAg3Te3Se,8,268.2694759896983,5.436336989172256,878.27098,31.14540463266283,10.856268408147502,0.0258747716531155,0.0836436163837346,0.3438583275406115,2.0815111703416083,0.577724316749183,0.2600838617938369,0.5802426640378604,1.3434000585868575,True,22.18783950805664,11.46976375579834,0.9555426245819618,True,True,R3m,trigonal,0.9555426245819618
0d392955a3,Nb2I3BrO2,8,232.30843707796257,4.849405490141894,678.4289699999999,13.017284324000943,9.276549031788944,0.0216257165428547,0.0484083908325905,0.2120777230210989,1.333157944076756,0.957768116596644,0.6077168291248723,0.9500104928011152,1.47569090021917,True,11.798924446105955,7.893750667572021,0.7091589277169904,True,True,P1,triclinic,0.957768116596644
fddc1971c1,K2Rb2LiAgAs2,8,261.57488473106326,3.2616258330252363,513.7846,15.067802600636911,8.909870279851122,0.0822818178083329,0.02939084262996,0.2530217001530886,1.5146101144590594,0.9583153706700724,0.6175999126985521,0.956808846656548,1.4278527079516736,True,19.73663330078125,8.041905403137207,0.5590320183184881,True,True,P-1,triclinic,0.9583153706700724
c9edccbfa0,K2NiAuO4,8,152.52915374772869,4.3313188011904105,397.854169,40.56554516101863,15.077534885017398,0.0606314259211575,0.095732458856961,0.3346449313736409,2.0098758447180427,0.9416222562573604,0.3495506138795745,0.932581981708004,2.435125596538529,True,34.962398529052734,14.284662246704102,0.9622868084262756,True,True,Amm2,orthorhombic,0.9622868084262756
801c8bda45,K3ReO4,8,156.46169181111577,3.900298344563921,367.4995,28.540615183358607,12.829768759655494,0.0509145460523153,0.0116378361517348,0.3045267893836756,1.8011366204283887,0.964069013668834,0.7648537887188033,0.9652899911117572,1.2066825129288832,True,28.94615936279297,12.80935001373291,0.945888413962406,True,True,C2,monoclinic,0.964069013668834
a996f5a4e3,Cd(Se3Br)2,9,279.4094979000615,4.433375684805593,745.979,7.460269801842093,4.018605113075672,0.0755689903167463,0.036022783450333,0.2716651001723529,1.609696274699026,0.2061730639882287,0.132483019672114,0.2066084629995767,0.320302274993625,True,9.087244987487791,8.204231262207031,0.9664289221995166,True,True,P-1,triclinic,0.9664289221995166
8b73a21f72,Cs2CoCuO4,8,182.0217099140831,4.126108883406401,452.2876988,22.98068941749071,11.661313385745512,0.0878116362044156,0.05241331097994,0.2829871436768038,1.6719515465394037,0.9694266015461156,0.5212671014310023,0.9525314838043024,1.6901537492400445,True,31.75704765319824,9.969520568847656,0.4568420822947468,True,True,Amm2,orthorhombic,0.9694266015461156
