epoch,lr,train_loss,val_loss,train_n,train_mae_log_K,train_mae_log_G,train_mae_log_ratio,train_residual_corr,train_kappa_mae_total,train_kappa_mae_prefactor,train_kappa_mae_anharmonic,train_gamma_mae,val_n,val_mae_log_K,val_mae_log_G,val_mae_log_ratio,val_residual_corr,val_kappa_mae_total,val_kappa_mae_prefactor,val_kappa_mae_anharmonic,val_gamma_mae,val_select_score
0,0.00999938933078422,1.2530441417478333,1.0085515941230996,7691,0.2965839207172394,0.3148094713687897,0.14358043670654297,0.8713616841159864,0.5453472137451172,0.4712658226490021,0.14938679337501526,0.34397584199905396,1648,0.28827059268951416,0.300670325756073,0.12790898978710175,0.8883050332101381,0.5086438655853271,0.45028501749038696,0.13341256976127625,0.3071938157081604,0.5086438655853271
1,0.009997557473810372,1.0067065295930058,0.999029778739781,7691,0.28914597630500793,0.29175224900245667,0.13116060197353363,0.8795648284332903,0.493411660194397,0.43702375888824463,0.13636738061904907,0.3139974772930145,1648,0.2919231951236725,0.30184635519981384,0.12814933061599731,0.888305026443509,0.5122115612030029,0.45197561383247375,0.13366985321044922,0.307786226272583,0.5122115612030029
2,0.009994504881061753,1.0068984122506324,1.0053115041510572,7691,0.29028648138046265,0.29259932041168213,0.13050343096256256,0.8807249200586819,0.4939468801021576,0.43828997015953064,0.13565969467163086,0.3123680055141449,1648,0.2943754196166992,0.30119624733924866,0.12722550332546234,0.8883050296363211,0.5096326470375061,0.4510428309440613,0.13268327713012695,0.3055145740509033,0.5096326470375061
3,0.009990232305719946,1.006273853501392,1.0015743091268448,7691,0.2901875674724579,0.2924540936946869,0.13052263855934143,0.8802697098307678,0.49414724111557007,0.43805694580078125,0.13568124175071716,0.3124176263809204,1648,0.2952960729598999,0.3037514090538025,0.127912238240242,0.8883049994344303,0.5149354934692383,0.4547910988330841,0.1334160566329956,0.3072018325328827,0.5149354934692383
4,0.009984740801978986,1.0107773324708886,1.0028560670834143,7691,0.29040056467056274,0.2929617166519165,0.13093553483486176,0.8803537107789434,0.4947749376296997,0.438775897026062,0.13612528145313263,0.3134400546550751,1648,0.28995147347450256,0.30151742696762085,0.1299711912870407,0.8883044910925131,0.5130138993263245,0.4514746069908142,0.1356283575296402,0.3122958540916443,0.5130138993263245
5,0.009978031724785247,1.0074682438765712,1.0034716684841416,7691,0.2903868556022644,0.29284703731536865,0.1308448314666748,0.8806138890471951,0.49447181820869446,0.438636839389801,0.13603007793426514,0.3132208287715912,1648,0.2911812365055084,0.30032607913017273,0.1271974742412567,0.8883053111356547,0.5088798999786377,0.44975191354751587,0.13265360891819,0.3054462671279907,0.5088798999786377
6,0.009970106729503141,1.0094668593336618,0.99882269137114,7691,0.28966307640075684,0.29173964262008667,0.13115546107292175,0.8791627831950188,0.49442043900489807,0.4369681477546692,0.13637173175811768,0.31400755047798157,1648,0.29045894742012024,0.30103597044944763,0.1283041536808014,0.8883045733126134,0.5110142827033997,0.45076486468315125,0.13383576273918152,0.3081682324409485,0.5110142827033997
7,0.009960967771506667,1.0067283898037875,1.0064674176058723,7691,0.2901756465435028,0.2921682894229889,0.13059014081954956,0.8802756778648194,0.4935421943664551,0.4376375079154968,0.13575318455696106,0.3125832676887512,1648,0.2945651113986969,0.30488526821136475,0.12949098646640778,0.8882592724334483,0.5186823606491089,0.45646557211875916,0.13511095941066742,0.3111044764518738,0.5186823606491089
8,0.00995061710569696,0.8165406175776337,0.6463599274459394,7691,0.22224237024784088,0.2187706083059311,0.13094767928123474,0.8129245466573759,0.39348894357681274,0.3273851275444031,0.1361430138349533,0.3134808838367462,1648,0.15973755717277527,0.15766890347003937,0.12684272229671478,0.6738548723917508,0.3094070553779602,0.23556214570999146,0.1322808712720871,0.3045879602432251,0.3094070553779602
9,0.009939057285945933,0.6417854184711295,0.6415070104367525,7691,0.1626519113779068,0.15192045271396637,0.1284838616847992,0.6481713142590823,0.3005441129207611,0.22694987058639526,0.13354083895683289,0.3074891269207001,1648,0.1758873015642166,0.17680442333221436,0.12608422338962555,0.6661761555032233,0.33784425258636475,0.2642233073711395,0.1315503567457199,0.3029059171676636,0.33784425258636475
