material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,space_group,space_group_number,crystal_system,space_group_order
7974f8d81e,Rb8Zr6CBr20,35,1235.4770306096568,3.818675264195517,2841.1771,12.469131421121553,6.571451774815944,0.0637797458310712,0.0459199549640922,0.2758654773782303,1.6323715387116693,0.1917645757834874,0.1171196819406318,0.1898833264740547,0.3174317727251521,True,Fm-3m,225.0,cubic,192
536c333e04,K8Hf6BeI20,35,1408.792924751081,4.633252568661406,3930.827982,11.389709670368704,6.488143957780816,0.0473743507820845,0.0570492705581613,0.2606279215008143,1.5523492973384754,0.1929432700362778,0.1088522663234337,0.1937252157503921,0.3380566440738649,True,Fm-3m,225.0,cubic,192
ace16db78d,Cs8Zr6CrI20,35,1682.3792824440352,4.146141061258296,4200.6731152,9.869221164640086,5.931268752805357,0.033409240386529,0.0259139555491402,0.249657556748128,1.4983576222018802,0.1993743894136776,0.1528431755313274,0.1998811869359326,0.2622958345927706,True,Fm-3m,225.0,cubic,192
c2cc7b6be3,Rb8Y6ZnBr20,35,1356.6739519163084,3.525872418367269,2880.6665000000003,15.613284745546292,7.118651626337561,0.0557301882405382,0.0187224934845659,0.3021076145691975,1.7858665243361778,0.1997566235969429,0.1512799205129375,0.1981192344721498,0.265419719486349,True,Fm-3m,225.0,cubic,192
1718ae40e2,K8Ti6MnBr20,35,1112.4614281739562,3.362997700146817,2253.006445,12.579176501887371,6.753736726232913,0.0685133498594354,0.0180701069638625,0.2723012638807095,1.613099494647169,0.209499838086735,0.1478890616655276,0.2082898143392781,0.2859497003550976,True,Fm-3m,225.0,cubic,192
26877d12d4,K8Zr6CI20,35,1411.292580176216,4.01250673234994,3410.2305,10.639286171269084,6.346746182350449,0.0461401564952924,0.0649541039394464,0.2512029890516124,1.5057910672649804,0.2100407204517242,0.1106719685424342,0.2117005506281054,0.3985976444097049,True,Fm-3m,225.0,cubic,192
ebe01e7664,K8Ti6BBr20,35,1079.808484331015,3.3968343418833182,2208.8794,12.653051127531366,6.8266877395805325,0.0397135732352847,0.0171125519208925,0.2713556036284715,1.6080445533921632,0.2107858355642554,0.1656853269813382,0.2106395010271884,0.2614097289267337,True,Fm-3m,225.0,cubic,192
8a748b143e,K8Zr6CBr20,35,1139.7751749478396,3.598866456806497,2470.2211,11.316258279704533,6.566606765324676,0.0784564020104943,0.0711511150704335,0.2568846754510636,1.533601649651028,0.211540485294974,0.101969532224203,0.2165936352378741,0.4345444389273264,True,Fm-3m,225.0,cubic,192
36c5824ca5,Rb8Hf6BeI20,35,1528.51819624034,4.673336821069848,4301.783982,11.360374875492624,6.698641305664189,0.0179868279791064,0.0465453789170517,0.2536042267820715,1.517451244335256,0.2142698249241793,0.1368459537357711,0.2129636463142644,0.3321687388080813,True,Fm-3m,225.0,cubic,192
2984b7a68c,Rb8Tb6ZnBr20,35,1353.1508244788902,4.05060534320504,3300.7835,13.588207825374676,7.135554181295577,0.0259056976514415,0.0256535334325426,0.2765492364455678,1.636108947659791,0.2163704814044048,0.1660083618871926,0.2150113474993253,0.2801269264386765,True,Fm-3m,225.0,cubic,192
97635ccbcf,Rb8Hf6BCl20,35,1058.772945167956,3.880995087362176,2474.5534,12.04274116001923,7.052309312239528,0.0859437327046264,0.0027031811714413,0.2550177525774684,1.5243787966188156,0.2232172735409996,0.1582527500254286,0.2246709068001162,0.3012893269562773,True,Fm-3m,225.0,cubic,192
0423e2a92e,Rb8Hf6BeCl20,35,1071.311492874478,3.832784039537082,2472.754582,12.557325136596916,7.177542733094689,0.0784503046033292,0.019631830761339,0.2599458244937708,1.548907375587813,0.2260550168582838,0.1588610139596867,0.2283339564551224,0.3127927325642884,True,Fm-3m,225.0,cubic,192
b72bf24a0f,Rb8Y6BeBr20,35,1329.572361387291,3.5273071886315845,2824.269682,15.813553979666224,7.569134483571328,0.0444833522813226,0.0319392075163659,0.2936058218041564,1.7337732431835728,0.2288874255566585,0.1618178209344637,0.230248981537484,0.3272844379115047,True,Fm-3m,225.0,cubic,192
e7868ee57c,Cs8Ti6BBr20,35,1352.4431304564605,3.6334940501095407,2959.3366152,10.461267277488934,6.442743853894555,0.0581487048797488,0.0509941312554577,0.2445149800097581,1.4740139851924854,0.2295750244961155,0.1343622240261948,0.226454688858218,0.3899680879771506,True,Fm-3m,225.0,cubic,192
16e4ad94bd,K8Ti6BeBr20,35,1093.4002531294875,3.3518773424242694,2207.080582,12.75357520702579,7.06890170205017,0.0417140108517431,0.0135594989093357,0.2660833944764126,1.580299880663883,0.2306912754551795,0.1866069245253078,0.2296654495015437,0.2802116258073525,True,Fm-3m,225.0,cubic,192
dc0be899b0,Cs8Zr6MnCl20,35,1228.723462920878,3.209096578888395,2374.5856602000003,10.099309772650775,6.297624075423429,0.1296283656865473,0.0201034783789852,0.2418692918346451,1.4617195931657063,0.2314048395170177,0.1353947111157827,0.2330728315420582,0.3670359025742656,True,Fm-3m,225.0,cubic,192
105a0d1f2e,Rb8Zr6CI20,35,1492.0366943981064,4.208212796439144,3781.1865,10.470802156394395,6.58996429278319,0.0289082639674528,0.0628439300908973,0.239886058659586,1.452603557187649,0.2328320253237544,0.1275239942892877,0.2297552647097981,0.4117033079663995,True,Fm-3m,225.0,cubic,192
e5a4e2da3d,K8HfSb4,26,1105.6537688323397,2.9385918987655684,1956.6328,14.553499773611977,6.495215419796939,0.0174807378552883,0.0759755443217579,0.3057484938640021,1.8089259453526223,0.2344344132662057,0.1071449904681694,0.2379607710548583,0.4817799944247345,True,Fd-3m,227.0,cubic,192
7725643bbd,Rb8Lu6BeBr20,35,1303.2210140121488,4.256574671395421,3340.636582,17.733122639968144,8.339003700869862,0.0485493800278967,0.0493209703386086,0.2967364877902921,1.752677345396634,0.2349516379610416,0.1400546511925871,0.2373649530794147,0.388696798713272,True,Fm-3m,225.0,cubic,192
d130ae6c48,Rb8Tm6BeI20,35,1581.862948586714,4.455552738425189,4244.449242,12.646503656498425,7.16580067011776,0.0330767708968204,0.0453566124107657,0.2616976667613409,1.557770677578163,0.2361092566934709,0.147827047568214,0.2341746556068414,0.3614816617426335,True,Fm-3m,225.0,cubic,192
db37605aa2,K8Hf6BeCl20,35,980.0477141907752,3.561172185676127,2101.798582,13.44969929626747,7.494734913769691,0.0526858012777823,0.0342629576472153,0.2650250468635081,1.574818176815798,0.2368463701168718,0.1606621912326434,0.2381799636828333,0.3457570206422839,True,Fm-3m,225.0,cubic,192
cdae4d2916,Cs6K2ZrAs4,26,1139.4641775801883,3.69145202543299,2533.0794228,12.91007702775083,6.479832354183076,0.1366854466009389,0.0688270980316289,0.2850091817560621,1.6834586410077206,0.2380481019910499,0.1027953222652449,0.2417684676475961,0.5433246846834852,True,Fd-3m,227.0,cubic,192
a13f1512bb,Rb8Tb6CoBr20,35,1333.9144980988845,4.100957475451151,3294.307695,15.35752597526019,7.846830808786223,0.0659484966475173,0.0233894712012332,0.2817066898652091,1.6647272016621188,0.2399875131521429,0.1676618605572904,0.2402183784533286,0.3364364958131771,True,Fm-3m,225.0,cubic,192
df8e1ff999,Cs8Zr6BeBr20,35,1397.6549690410495,3.822891294974714,3217.6797972,11.89456859279299,6.944590970199779,0.0468050170042981,0.0457707597056614,0.2556344670128774,1.5274161830514654,0.2403742287970564,0.1453380790882239,0.2402177251471472,0.3751833772184388,True,Fm-3m,225.0,cubic,192
0ea7de370f,Cs8Y6BeBr20,35,1479.996186862615,3.594594898211938,3203.7708972,14.36028646304529,7.372415421649116,0.0340988577705014,0.0381903260998358,0.2808145621082705,1.659722140914781,0.2428564958220159,0.1616543852898966,0.2395650325784137,0.3552236894187937,True,Fm-3m,225.0,cubic,192
b9154311f3,Rb8Zr6CCl20,35,1071.5637548278546,3.0251425718858247,1952.1571000000004,11.05172045599221,6.7013036693239005,0.0971116811364897,0.0645778109348931,0.2477961105035653,1.48947699013928,0.2432744270810745,0.1143843128804395,0.2435947332486901,0.4410289043247892,True,Fm-3m,225.0,cubic,192
f56c744bb6,Rb8Er6CoBr20,35,1342.286536430416,4.13723641736714,3344.309595,17.037527486263077,8.268674657466999,0.0511302266800461,0.0093610633650938,0.2911291779842592,1.719041662810086,0.2455917610895973,0.1966253312954657,0.2461049220922322,0.3042996413501271,True,Fm-3m,225.0,cubic,192
ce4d474472,Cs8Zr6BCl20,35,1194.618700900883,3.2393746859332624,2330.4586152,10.184590475452652,6.545643685395243,0.1295890334530507,0.0302905602727064,0.2353471611744535,1.432055756166998,0.2488739380713409,0.1387416460616961,0.2482661102036374,0.4150797676307973,True,Fm-3m,225.0,cubic,192
a84f508aba,K8Zr6MnCl20,35,1017.4378284628674,2.6507061762597064,1624.128445,10.941552559070264,6.64553320783897,0.1092132007814372,0.0391010280994139,0.2474473878074358,1.487822066773693,0.2526632510282242,0.1455112699521718,0.2542276382242673,0.4211696106559148,True,Fm-3m,225.0,cubic,192
6c2265d6bc,K8Zr6CCl20,35,977.8189852593054,2.685206814299061,1581.2011000000002,11.613676336935958,6.862331546118267,0.0965543171768575,0.0650801696657326,0.2531734329868569,1.5153493829082307,0.2530656706518097,0.1243031546960347,0.2524458341333698,0.4994343395475804,True,Fm-3m,225.0,cubic,192
641a77af3c,Cs8Ti6BeBr20,35,1340.0608977860663,3.6648387160403706,2957.5377972,10.940871322280254,6.85819067560199,0.0398379507642961,0.0731453337464603,0.2407490572305667,1.4565599422776567,0.2545816678831701,0.1274461089902006,0.2521632464549372,0.4871442483121938,True,Fm-3m,225.0,cubic,192
9d8f8f7ec0,Rb8Sc6ZnBr20,35,1275.1217769794505,3.407969192808629,2616.966872,15.32783557728566,7.924412372939547,0.052274082588986,0.0397024507216642,0.2795014395509899,1.6523971549344514,0.2663815984475071,0.1739970614746342,0.2647761477162723,0.3986677332749458,True,Fm-3m,225.0,cubic,192
41356d992c,Rb8Dy6BeBr20,35,1336.1375796940858,4.058748139755671,3265.834582,15.929602644969744,8.282945748573013,0.0464510918385572,0.0250909170002383,0.278419296585697,1.6463978832864736,0.2664998143777466,0.1992422287540533,0.2680231174973356,0.3554853155717034,True,Fm-3m,225.0,cubic,192
ce122157a2,K8Y6BeBr20,35,1239.8108428872033,3.2858425465856387,2453.313682,15.76566673579792,7.996099782238327,0.051971687598568,0.0432301049046926,0.2830805349020674,1.6724803488066065,0.2671156807413005,0.1700255491266452,0.2703597557502727,0.4228228033367108,True,Fm-3m,225.0,cubic,192
41a6358c3e,Rb8Tb6IrBr20,35,1357.670676064164,4.1922166386829405,3427.5915,16.368639466657612,8.446860985634647,0.0661885016409603,0.0318137687194097,0.279849181677914,1.65433212218306,0.2693901691857319,0.1791112695452763,0.2714084964993016,0.3960424044634397,True,Fm-3m,225.0,cubic,192
