material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,space_group,crystal_system,p95_p05_ratio,confidence_old,confidence
9fdae5c922,KRbSeBr6,9,316.6671391907952,3.5812535714024145,682.9501,9.912488126866538,4.5667844107727324,0.14326814356672307,0.06703773675979664,0.3003111317837122,1.7746574133227495,0.2465508585441918,0.09913679755501295,0.243898616036554,0.5702373398397926,F-43m,cubic,5.752025018998186,tight,wide
3d3f3d098a,InAgI4,6,301.15032876203384,4.026887375540406,730.30408,12.973828225121604,3.1661874317072263,0.14904802293740202,0.17196119685801312,0.3871574285344517,2.4814160666100977,0.0987942497792561,0.01828139789701151,0.10127428610932816,0.5788167130836767,I-4,tetragonal,31.661512776235604,moderate,wide
e8275d9285,ZrFeI6,8,342.75066177148864,4.401429293421141,908.49582,5.340325789412123,2.7599251613022626,0.052248679778281217,0.15176280449713037,0.2795692866494476,1.6527744085900675,0.1359806961998808,0.031255294912222994,0.13848369603014518,0.5954071349921942,P-31m,trigonal,19.04980057504908,tight,wide
262ae9057a,Cs2TaSBr5,9,341.1036552373698,4.275897213496444,878.3437838,10.740781952747003,3.613925755023659,0.030438190457437033,0.17027487410017061,0.3487317907667335,2.121081851981588,0.1158846866283855,0.02283741774020161,0.11616353618143271,0.5971711671416929,Cm,monoclinic,26.148804297189383,moderate,wide
22772d2a07,Rb2ZrAgTe4Au,9,323.5096141481044,5.530146135131154,1077.394369,15.4273436006823,6.697467394166897,0.14805758277897887,0.021692325126963882,0.3103756843063435,1.8389122222873693,0.3332369084826396,0.16942721014762985,0.3323593931869975,0.5972183580346536,C222,orthorhombic,3.524925881234008,tight,moderate
7fb1d14f79,RuPtI6,8,292.744807919877,5.998925421184931,1057.58082,7.186872575488965,3.2261582623001424,0.24104413145409032,0.14862555983913356,0.3047653557024407,1.8026535358853912,0.120605945639343,0.022718571015470267,0.12492094677376714,0.6024843028087191,C2,monoclinic,26.519462971436713,moderate,wide
844b1549b9,TmSbI6,8,381.6516588691143,4.577703345307631,1052.12103,6.120793612827262,2.694243289599966,0.06620268778646807,0.18709635469946329,0.3080715640922581,1.823883754548535,0.1127364618240221,0.01690047538826694,0.10912796184939859,0.6370051843576652,R3,trigonal,37.69155421509045,moderate,wide
881dd5b86d,HfFeI6,8,329.7143427785173,5.014951401612545,995.76182,5.298855170392568,2.092571281028968,0.23982293453543527,0.27181561313172153,0.3255137554513856,1.9426974120337104,0.0624921783948409,0.0034116309018557083,0.05738395721879971,0.7601029442112969,P-31m,trigonal,222.79753176049897,moderate,wide
552d77a56b,Hg(Se3Br)2,9,319.0904369224467,4.3409384562309,834.158,5.203774733776408,2.885395540781716,0.3124539627988078,0.1707970793796436,0.2660075207108788,1.5799059293789104,0.1364167630152107,0.01899605036295087,0.1318744814457355,0.7710358220264429,P-1,triclinic,40.58927025852911,moderate,wide
7578a98a0d,Rb2Hf(Te2Au)2,9,314.70613479210937,6.6154267021966975,1253.758738,15.557442395067524,6.79392170691878,0.07555640481824676,0.09701874162314676,0.3093959690170097,1.8324984075534456,0.3103803314879496,0.11370782843097324,0.31343991374132774,0.8007922617731904,C222,orthorhombic,7.042542917432588,tight,wide
eb76dad8b3,K2Ru(Cl2F)2,9,223.7126873441661,2.665287999952478,359.0754064,20.004751265149267,6.80200322005514,0.17533959742859861,0.07746122184852874,0.3472975696960191,2.109311111306186,0.3331325051675312,0.11381770793480477,0.3255929017349265,0.881596112788175,I4/mmm,tetragonal,7.745684997392117,tight,wide
ce2b3174a8,K2RbBiSbAu3,8,268.3705782077648,6.715305931014746,1085.304507,23.765034837178177,6.653471996346565,0.23470228830115253,0.12960537700978284,0.3719642045867151,2.3277107949890605,0.1957392035559016,0.04255263756207557,0.18817480904999828,0.9191229886470604,R3m,trigonal,21.59967140241891,moderate,wide
c4d8bb3c6f,Rb3Ag(SbAu)2,8,284.86623846527834,5.8392425606988825,1001.724738,18.73696976889577,7.041712083628168,0.1513677280691021,0.09146906752400256,0.3330097963804,1.997575825782819,0.3226321023706863,0.10832799074716185,0.31553305723607583,0.9267737509039365,C2/m,monoclinic,8.555256536300316,tight,wide
3e16fd27f7,K3BiSbAu3,8,259.6419831140217,6.644503899180879,1038.935007,24.609427989085344,8.02859080237067,0.22383624486520867,0.07058821051416929,0.352878744302799,2.155721504688769,0.3055949260267969,0.10029175075136394,0.29488542285050034,0.9270521512861817,R3m,trigonal,9.243553376433345,tight,wide
77aa45d8de,Ti(PSe3)2,9,266.93857395241406,3.630229540752472,583.574524,8.922595599589696,5.767871206693712,0.2170325847426008,0.03428573178883353,0.2340823164360803,1.4264065676188475,0.4614394748213226,0.19287409825941026,0.45977727719918937,0.9302589121814591,C2,monoclinic,4.823140694248571,tight,moderate
6d7b04ae71,IrRhI6,8,297.64135325770803,5.894481411599428,1056.54932,12.655232441232966,6.306678525666214,0.15552657728818484,0.08701567321867107,0.2863223374167534,1.690997128777419,0.3730270032382537,0.12636518203117658,0.3652196411707073,0.9335328489039946,C2,monoclinic,7.387579663151794,tight,wide
c91fd89141,TaInCl6,8,283.5906829599088,2.977380426758927,508.48388,6.095546972126658,2.1925138379487032,0.3527804947421225,0.25423080849465846,0.3394088625055237,2.046412408618977,0.0747092999356852,0.004913718047769377,0.07616605191078987,1.003073757219239,R3,trigonal,204.1374265816071,moderate,wide
b5387a932b,Cs2Pd(PtSe2)2,9,280.5672713777751,6.381563382631957,1078.2389038,18.323089382002948,5.852464827825875,0.22553025990650832,0.16552042254625463,0.3556651247422467,2.17951511808212,0.1729264467978669,0.03189902032808834,0.18065920092382382,1.009633204871809,C2/m,monoclinic,31.650915748744403,moderate,wide
027d726fb6,ZrPbBr6,8,319.77937820830306,4.039181641162333,777.848,7.689734501975694,3.5223174028214563,0.38129091588706887,0.16054168917457548,0.3013097437200768,1.7808746214866582,0.1764117789586002,0.02302571339148765,0.18055517687310976,1.0115903929896253,R3,trigonal,43.93307498405669,moderate,wide
3301a13de9,Mg(Se3Br)2,9,268.9397352640943,4.061965100898404,657.873,8.891042674340845,3.8151653500403935,0.4332765245282354,0.16209326503467525,0.3122968722769913,1.8515924509552744,0.1552436409571944,0.016362517530519514,0.1595644724627801,1.021031765207642,P-1,triclinic,62.400652179788615,moderate,wide
65ace95f61,CaCeBr6,8,317.3518792882036,3.4514415418607127,659.6179999999999,9.682480480131378,4.503637636600876,0.2016658906881277,0.11841963303816233,0.2986515891367161,1.76439997764905,0.2796932047838203,0.06774816214359428,0.27528940931824797,1.0234173571505853,C2,monoclinic,15.106201035851296,tight,wide
297c9b445d,PdSe6IBr,9,284.00740607763856,4.601376841797324,786.98847,6.343719688329981,3.317419945313926,0.3429569166335139,0.2088223699733213,0.2773402096090032,1.6404487627973037,0.1480984359910521,0.013989218531127645,0.14044430336947322,1.0358205557246225,P1,triclinic,74.04420435779174,moderate,wide
79d4f4d82f,Rb4CdAs2Pt,8,272.47359073314567,4.870631422947189,799.2094,28.96564125502756,9.975351074570527,0.07838755235970263,0.06601766855163649,0.3455386059982261,2.0950187336438857,0.5332553062960492,0.253172106701343,0.5299900624734715,1.0525763544293505,C2/m,monoclinic,4.157552615664065,tight,moderate
a996f5a4e3,Cd(Se3Br)2,9,279.4094979000615,4.433375684805593,745.979,7.460269801842093,4.018605113075672,0.3223454868166464,0.16345469988021732,0.2716651001723529,1.609696274699026,0.2061730639882287,0.02444690710627899,0.19954966304389798,1.0529683803351784,P-1,triclinic,43.07163993210135,moderate,wide
c4ea4b1cb6,K3Cu(PAu)2,8,210.1771323512397,5.030523624986222,636.721562,30.796704849563504,11.38161372363354,0.11930830761281991,0.033438268054272885,0.3354810036443854,2.016211981305691,0.6337204387573776,0.3574899581897307,0.635840085439374,1.144571833643989,C2/m,monoclinic,3.2016894668591784,tight,moderate
5dfbe90198,Rb3Cu(AgAs)2,8,239.3205409735585,4.756581623737135,685.529,23.07307384526624,8.907106698189862,0.051795432094457416,0.08719675529192913,0.3289864588635271,1.9678181133409784,0.4940814926370819,0.2077752842797162,0.49628772576779956,1.153497741049754,C2/m,monoclinic,5.551660030443586,tight,wide
41e77920bd,ErRhBr6,8,281.1100680657404,4.42787765812802,749.5885,13.182247902060237,5.1445402175403085,0.16693567675355003,0.16167972612914192,0.3273307533638662,1.955777006395792,0.2399919789456966,0.040119901966047616,0.240229596898329,1.185660974698397,C2,monoclinic,29.552937983292924,moderate,wide
e857b83d63,Cs2PrBiTe4,8,339.7850586405593,5.503277029708769,1126.0989538,22.2822010199942,10.234937273676463,0.11396079909929255,0.015044601732721414,0.3008290202289744,1.7778774722826751,0.7661404506378114,0.4624563183844104,0.7660040664150778,1.1908066284131347,P-3m1,trigonal,2.5749602309969806,tight,moderate
8676e5e44b,Rb3Ag2P2Au,8,241.46391726149065,5.027432523170469,731.053893,24.1614592008514,10.132630941068308,0.15295530895284182,0.02888451293220608,0.3160312666903536,1.876637765010688,0.6395967070094901,0.32846655357129906,0.6365655840199748,1.1926373110381263,C2/m,monoclinic,3.630924665147816,tight,moderate
89430a2309,ZnCd2AsI3,7,256.357949929414,4.831290194532671,745.86601,14.240016451875327,6.870385997025155,0.1193721928070562,0.08598518992536329,0.2921861560147245,1.7253049481335172,0.4926023013941387,0.17958751159729552,0.4916087256760717,1.2085887079243085,Pm,monoclinic,6.7298037440066025,tight,wide
fa6029de53,HfGeBr6,8,291.69065832771787,4.158904045507121,730.554,8.049258180254178,2.59970830505712,0.31354502760167813,0.2948678964333719,0.3542082453117587,2.1670215183183883,0.073170425660814,0.003876306094730656,0.0712169974941145,1.2512320305230802,P312,trigonal,322.78979005914175,moderate,wide
e83b56bce9,Er2ZnBr6,9,369.13302941988985,3.955746504420477,879.3509999999999,14.730012502539983,7.237499778468322,0.17935290386618588,0.07189243332346135,0.2889020116341596,1.7059589806294189,0.5268449499843355,0.1848300352959983,0.5196393790663679,1.307367770428081,P-31m,trigonal,7.073351299935538,tight,wide
d1dd9d5ee2,K3Ag2Sb2Au,8,256.5474535700129,5.006701973097965,773.517869,24.712312161529148,10.513768191398423,0.14239410184217324,0.03938818926731255,0.3136973301349075,1.860922740546196,0.701977839091968,0.3406082992204768,0.6870677873589177,1.3145985344401931,C2/m,monoclinic,3.859561077779991,tight,moderate
51a5dfe7d3,K4HgAs2Pd,8,246.5270112989097,4.130661385578747,613.2464,22.68819121177357,9.151422046795217,0.1277817295646337,0.06835279141617083,0.3222242302397433,1.919368942973241,0.5848103998826293,0.26180762710820965,0.6013263144050344,1.3445681261577547,C2/m,monoclinic,5.135710296178733,tight,wide
747fb48837,ZnCd2AsBr3,7,230.36728801572207,4.359999669910251,604.8646,18.21583866182999,6.711883260285404,0.1307640310345795,0.12523822355030584,0.3359204129411146,2.0195548670517067,0.3620477351013513,0.09209953667003841,0.3661228073177047,1.3586744485918376,Pm,monoclinic,14.752239780092598,tight,wide
33a4234ddb,Rb3Ag(PAu)2,8,241.9802508861185,5.628124066021613,820.152262,25.37932225254954,9.364320231668705,0.19639345579854087,0.08343918288243894,0.3357180744269678,2.0180144375104887,0.4677998951129254,0.14652514282486281,0.46889334067894906,1.3981086847661688,C2/m,monoclinic,9.541766401396973,tight,wide
8587a98e3f,ErVBr6,8,296.55595843052987,3.906287177019073,697.6244999999999,10.46000771831675,3.941811870093073,0.6101672791133248,0.1662498417224742,0.3326044555457702,1.9945453439262293,0.167936432598203,0.015654351687439713,0.17524029487835302,1.3988987089832847,P-31m,trigonal,89.36165079935522,moderate,wide
79b9e92954,Rb4HgAs2Pd,8,276.2840639908813,4.800541342635889,798.7244,21.16758126316857,9.373752378043331,0.13930229496623203,0.06665324649365204,0.3070622312200842,1.8173611090153563,0.6456011455242426,0.26743084455891936,0.6422777629375398,1.4265826223358444,C2/m,monoclinic,5.334398224291384,tight,wide
d53f10e181,NaNdEuI6,9,416.154941573024,4.311894078379119,1080.62258928,9.56582665950712,4.931377274465013,0.2462548238697008,0.15459432223051747,0.2800381423593979,1.655385029664937,0.310368357731808,0.04812343182559582,0.3024932621729792,1.4544961319925866,R3,trigonal,30.224281120761038,moderate,wide
0be540b3d8,LiCuI6,8,340.85048118019404,4.05287795194332,831.91382,6.356935856425042,2.7644862179784275,0.430291835482299,0.2651950937777182,0.3100905182513133,1.837041714754951,0.1183867863575323,0.006236433516390095,0.10942006607403257,1.4847674506954378,C2,monoclinic,238.07957653894505,moderate,wide
55e74d203d,K3Ag2As2Au,8,231.7762274308554,4.870657652185735,679.8410690000001,24.97374692817344,11.672940610184092,0.039879531355303324,0.053179313131525505,0.2977992212263477,1.7591674696003037,0.8893005773904431,0.5213076915709486,0.8907374780059338,1.4860552581992674,C2/m,monoclinic,2.850629833833977,tight,moderate
3b581a1679,Zr(GaI3)2,9,382.1664833838405,4.3107273960146335,992.09682,4.710672458287132,3.480495180075541,0.278756503494653,0.20444802423571037,0.203577626767971,1.2995099463283164,0.2531236907958196,0.025390362788448598,0.2607005883899259,1.4901419153772009,R-3,trigonal,58.6892722956737,moderate,wide
94d8192cb2,Cs2Pd2PtSe4,9,281.6103429417815,5.83511163765161,989.5749038,17.588662701884378,5.615870267435609,0.29190984839893536,0.2041460443628048,0.3557119345649952,2.1799184810632246,0.1701306371874152,0.019048814427998828,0.16933968075484665,1.5085424909372003,C2/m,monoclinic,79.1935107898303,moderate,wide
55e39c76c1,NaLiZrBr6,9,294.28347186242667,3.3888566831220026,600.57876928,10.6738117154149,5.537474292908658,0.20182870223396213,0.15101125902526014,0.2788484393344987,1.648772993641632,0.3735469369500671,0.06567220320952638,0.3575547605948297,1.6101622451384472,P312,trigonal,24.518170039175384,moderate,wide
1286eb896b,MnCdI4,6,288.9523646470938,3.878871005468921,674.966925,6.827549766993224,2.974899898010216,0.3562602086109518,0.23654390533373346,0.3097691361888957,1.834937235956125,0.1708210678879663,0.012627670486573215,0.16395405309108757,1.6489018552001058,I-4,tetragonal,130.5784671015414,moderate,wide
adbbd64392,Rb3Cu2As2Au,8,234.64318704812592,5.1682739252514285,730.305169,24.00027187412108,9.43043638131078,0.22061921052579778,0.08892696236469669,0.326287153593955,1.948247621634376,0.5229424547339422,0.14844230370678868,0.5360225171602019,1.6513702047605416,C2/m,monoclinic,11.124660312618282,tight,wide
1babd4bb2e,KRbZr(Te2Au)2,9,312.7310050427921,5.947630291565314,1120.123238,17.40607143221799,6.971123335354572,0.24247915588699245,0.1665450187253495,0.3233349886757802,1.927196168468479,0.3094003831249466,0.0427562833746952,0.2960763754237371,1.6878307799779761,P2,monoclinic,39.47561964604479,moderate,wide
1f66734223,K3CuAgP2Au,8,210.0344424866271,4.329526606480819,547.623193,29.14118328578052,11.856417114498944,0.062335228880672784,0.07515835289184941,0.3208639042275992,1.909851579714236,0.8060591857361221,0.37113939911098,0.8123280176047376,1.6929407051731633,P-1,triclinic,4.561468572801487,tight,moderate
a58f6bad97,ScSbBr6,8,296.284698046444,3.621316169680629,646.139912,7.654640207283863,3.887853199098377,0.5947581768644173,0.16583296254781735,0.282815845331694,1.670982285344946,0.2345503456740585,0.016726576444036714,0.22249881497645496,1.694041643905451,R3,trigonal,101.27844449061801,moderate,wide
222af8439d,K3Ag(SbAu)2,8,257.7754298031124,5.556805649700048,862.6162380000001,23.05094740642378,9.29790916448281,0.18367826597779868,0.10032310463973572,0.322221412787993,1.919349153310918,0.5241128288210825,0.14945556171646238,0.5364769489378528,1.6986468257880085,C2/m,monoclinic,11.365564494753121,tight,wide
