material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,stoichiometry_pattern,is_low_kappa_candidate
0ab550b9f1,SbWO4,24,342.38479102480784,7.170076132670249,1478.3904,94.48772100519489,62.76606792905787,0.0952385987259031,0.0409369695617067,0.2280729254525595,1.4000119131351836,4.927389850143269,2.9568845626590554,4.979983797875149,7.998927008721092,"ternary oxide (A-B-O, other ratio)",False
bae6b089c4,YTm4(RuO6)2,19,247.1483449130737,7.78557499111996,1158.77549,170.05729658999908,76.82162744609403,0.0097663355583986,0.014711119828591,0.3036904364537976,1.7958344485660156,4.928159273653689,4.234119290919019,4.927925905771255,5.714967643463144,complex oxide (4 elements),False
b0aa8026fd,CaTaCd3Sb3O14,22,287.37351933246634,6.630809962041072,1147.53048,127.16417923332008,68.66368427839112,0.0263548339208267,0.0622399528805822,0.2712004824348737,1.6072176751398173,4.928717085822803,2.665890169276313,4.917444053837507,8.884530772598213,complex oxide (5 elements),False
89cb38e397,CaCr2(SeO3)4,19,270.24957043319733,4.005595268517695,651.903,57.04365530362091,43.11040691794984,0.0350096651939964,0.0609253233770257,0.1981646937606437,1.2787189414899054,4.929346752389676,2.8247310353426736,4.964797893088681,8.325180025985027,complex oxide (4 elements),False
e9e7371f7f,Y2Er4IrO12,19,257.6107369811468,7.935302304525406,1231.0575,150.9182266753662,73.02668075862118,0.0045648345686153,0.0094722075801715,0.2916624108271066,1.7221970027184508,4.930243265132958,4.489011203573478,4.928602347858563,5.387430970362812,complex oxide (4 elements),False
6a722c6141,Tm5ReRuO12,19,244.31613475139557,8.998404909283607,1323.94085,174.52268508242378,80.01393306629203,0.0146863099085614,0.0211409572418657,0.3011522843238214,1.7798920469063326,4.930438355078123,4.01295949369108,4.942578132036834,6.068535637196769,complex oxide (4 elements),False
08c03a0b0f,Mn8Al3Co(PbO12)2,38,414.6717250103003,5.517225007939439,1377.7677708,117.02285336349658,75.99591937878462,0.0688207903889597,0.0227367020216577,0.233075719128314,1.421934344027379,4.931730148817854,3.511309938347386,4.894293433354587,6.671696499485534,complex oxide (5 elements),False
cde5c85b8a,TbYTiCrO8,12,168.11741304243333,4.69850793638876,475.68950000000007,110.10728040345644,51.1053831975405,0.0759052618990863,0.0057834547241261,0.2990230641892245,1.7666879763927483,4.931923838854832,3.5268095121662464,4.966625484624673,6.574143715000963,complex oxide (5 elements),False
2ea028d0dd,Y4HfZrMoO12,19,255.18636263801704,5.942797381110733,913.2702,159.39551751527878,70.67241289841968,0.0022016416081171,0.0058408472163052,0.306856358332738,1.8160351830719168,4.931964388085201,4.664665427341834,4.932583250254618,5.243667537019554,complex oxide (5 elements),False
4aa3839352,DyIn(SbO4)2,24,303.7902253947342,7.093137222650478,1297.6663999999998,148.45357005816155,76.14685270640368,0.0237942683649758,0.0179049751492405,0.2809805893731722,1.6606518419880478,4.932325603351677,4.0575297151683705,4.899997651941978,5.960112907544811,complex oxide (4 elements),False
a9ebdde115,Y3Er3IrO12,19,259.6440192506583,7.372057379227233,1152.70435,151.05358293526518,71.95964346937016,0.0016593394942161,0.0070936667595377,0.2944481555241252,1.7388282914124262,4.935530556689988,4.633674244707156,4.936719787034767,5.269083709740631,complex oxide (4 elements),False
01c9513971,Mn2CrRh3O8,14,165.33173466141616,6.011985160663029,598.58389,149.48717650079925,64.80317942777725,0.0373374412797394,0.0219631394721685,0.3106147423533659,1.8404825993864264,4.9363942398619685,3.787805648883148,4.933599940146781,6.512201857793746,complex oxide (4 elements),False
677a3345a0,Sr6Mn2ZnNiO12,22,297.587118481415,5.310446825320391,951.69129,112.24843023812606,62.23347192200617,0.0128293609486911,0.0120956957322341,0.2660271256891799,1.580007707926565,4.93740550074024,4.351176450433282,4.935773614757174,5.608515927640692,complex oxide (5 elements),False
adb048ae5d,Na4TmBiO6,12,163.49903789363995,5.747124874258821,565.87008712,59.99142329531512,41.97317795639045,0.0337203083606976,0.0203975197789596,0.2163302955422572,1.3504686424786183,4.93743607351386,3.929113847050999,4.948099427417284,6.166070324015991,complex oxide (4 elements),False
a9a073c0cb,RbFePd3O8,13,165.28393757326214,5.913098230025529,588.568,127.26723795918905,58.71560880741645,0.0273776318348178,0.0140122376878102,0.3000682182614043,1.773150191874547,4.937957491146628,4.154292327943473,4.932285957030996,5.859801478832881,complex oxide (4 elements),False
ea52915299,MnMo3(PO4)4,24,302.94722264097646,3.961012557125876,722.643493,61.91651999059352,48.16812728278198,0.0358398150033993,0.0367812385110518,0.1911213009491495,1.252373997117972,4.939454675174361,3.5266585407441595,4.9792407329556045,6.970650888958664,complex oxide (4 elements),False
ab841696d2,V3Zn2NiO8,14,154.27502959325264,5.06240814820934,470.3311000000001,127.47325614561794,59.21452289480756,0.0224276667771791,0.0249907439038749,0.2988793305103489,1.765802140014816,4.940275310135169,3.784024379398253,4.937654858402102,6.410999325786217,complex oxide (4 elements),False
a0c3529941,RbLi6OsO6,14,144.94738960670287,4.735287421992084,413.3402,77.44644525268045,48.22059729838942,0.0464694878835137,0.0351316041317131,0.2421909281214586,1.463206039029203,4.941632404000919,3.506820127229086,4.99275328437405,7.070920900243235,complex oxide (4 elements),False
acf5515a09,Y3Ho3IrO12,19,259.9323390370886,7.319250935761921,1145.71831,150.887354047229,71.855394683344,0.0014948573955883,0.0068448541651271,0.2945100003392825,1.739200338817133,4.942570869508756,4.626996336051594,4.94078891479734,5.26746568112994,complex oxide (4 elements),False
d840ad1d5b,Ho4Tm2IrO12,19,255.192374266456,8.99138174390867,1381.7995,154.17581600697508,75.67225019500496,0.009673483331271,0.0119964080623002,0.2890961743962797,1.7070933783050086,4.942814445531349,4.370923724999775,4.954084658869265,5.612937904166872,complex oxide (4 elements),False
7af869e236,Na4ScAuO6,12,147.19758218575032,4.849462428160173,429.87795812,66.32001020019422,42.75745855355822,0.0484040619764424,0.0220646842582703,0.2346646779479066,1.4290034654813737,4.943351921878762,3.802246502698128,4.959233207990054,6.45985353286181,complex oxide (4 elements),False
247c194d38,Nd5ReRuO12,19,279.54547005272786,7.131017393961933,1200.4797999999998,128.67581017783522,66.35597314092088,0.0206955205789463,0.0291310239709048,0.2799787549611028,1.6550540063632997,4.94347174816382,3.666637737370713,4.960803764880136,6.593609395295977,complex oxide (4 elements),False
b18068434c,Er5HfBiO12,19,258.22272846524555,9.104240425374746,1415.7582,138.14914328272422,72.43962150096331,0.0095267981113825,0.0073169373355338,0.2768282562652756,1.637637829159278,4.94356416489974,4.575682921323648,4.937142658338667,5.351367714014523,complex oxide (4 elements),False
ec7d74567e,TbY4TaRuO12,19,259.3402550497267,6.329682814376546,988.55943,156.1840126093791,70.86773114989693,0.0127673175827397,0.0088577588666783,0.3029334428616869,1.791056408364103,4.944138377499357,4.477931963398032,4.9442458613295885,5.461879265726036,complex oxide (5 elements),False
55ceaa5360,CaTaHgSbO7,22,293.0838790049711,7.42634008392715,1310.7433600000002,108.25286641375614,65.80172289496893,0.0667250779698603,0.0116271746834071,0.247279539809414,1.487026496445076,4.945463548848559,3.743058900876261,4.94716969023712,6.462934522379896,complex oxide (5 elements),False
04a742bd07,Er5VReO12,19,245.5799108113065,8.556507771493273,1265.4362999999998,153.83937565977803,75.27696403009296,0.0098012956628697,0.0164628455666914,0.2896488847675463,1.7103289906795711,4.9475917950977255,4.190979237045602,4.969017739240737,5.789264547714157,complex oxide (4 elements),False
16f5a27042,FePb4W3O13,21,299.9750727514251,9.101380461397495,1644.1572,104.71889590374305,66.2290215904397,0.0566948073762668,0.0225244638630058,0.2388347407476495,1.4478053947079026,4.948054606192311,3.714302705834582,4.916597854811444,6.539867370022913,complex oxide (4 elements),False
18571eebfc,Al3CrSb2O9,30,374.6765055589707,4.613240343018911,1040.9106316,113.41441775967964,66.7742045724824,0.0385645654909797,0.021540034616704,0.2539139785614253,1.518965248073332,4.948477221240688,3.8466382076568015,4.945919436564963,6.344107369989537,complex oxide (4 elements),False
e5ec86d645,Y7FeO12,20,293.18614337988214,4.928492849836777,870.17875,143.08185887939416,65.37160627506186,0.0055151618590481,0.007021206270488,0.3017509039313096,1.7836320554825702,4.948527430064298,4.59372814227999,4.9405639066299525,5.313014341995145,"ternary oxide (A-B-O, other ratio)",False
65e43598e4,HoTm4ReRuO12,19,245.15230386615784,8.940592668417763,1319.9369599999998,170.83509184543837,79.3109005121482,0.0118207010011285,0.0199462407016738,0.2989809072767214,1.7664280898884377,4.951747530330396,4.069496024102613,4.94249923715761,6.038218784169243,complex oxide (5 elements),False
61ee685d7a,Mn2Cr3RhO8,14,161.0245835342348,5.122806852937344,496.76509,158.3665299038964,64.64711374094972,0.0068881736303018,0.0105969438320918,0.3203404115465182,1.906208946082448,4.95193392145761,4.458873429864497,4.952660069812426,5.503336565885276,complex oxide (4 elements),False
ae64969202,Sr2NbMoO6,20,273.4675018906013,5.587394669169515,920.16556,144.04843331082964,67.82575435392421,0.0063966052468498,0.0102915470790031,0.2965109566670947,1.7513048180029345,4.953463442170119,4.472457135511742,4.9460830928092845,5.460895220816274,complex oxide (4 elements),False
52a32a3ea4,NdSm3Mn2Zn2O12,20,237.42715061932188,7.189779772824188,1028.00889,148.95631065908788,73.61539919470717,0.0092122229244639,0.0033824910113146,0.2878454889440727,1.6998066167873356,4.953960753370693,4.705246934405114,4.949858853689211,5.2045838931984045,complex oxide (5 elements),False
4c5e1ac943,Er2Tm3ReRuO12,19,245.2589574878116,8.941129105002576,1320.59043,167.5497036574762,78.69774314376025,0.0098837183101651,0.0189262338066876,0.2969428855083347,1.7539348989738464,4.955260101437611,4.072086798170859,4.920869373282563,5.889505676116721,complex oxide (5 elements),False
886175ddbe,ErTm4ReRuO12,19,244.71309749387063,8.972440695641565,1322.2656399999998,171.043640321047,79.44721071040898,0.0116071687163329,0.0199760962819183,0.298894340347908,1.765894613862436,4.955327378980496,4.046560978509627,4.973290278188079,6.048351961252454,complex oxide (5 elements),False
973813c3d6,Nd5TiRuO12,19,279.78378898044974,6.30388429930841,1062.1398,130.8131895702897,65.26864803293056,0.0160656901641869,0.0192211125405239,0.2861017817292175,1.6897273403727266,4.95945430954124,4.063988933766139,4.981857294053522,6.098654194282586,complex oxide (4 elements),False
5c4414cf73,VZn2Ni2SbO8,14,159.39877585017848,5.718189370509965,548.9014999999999,131.27086712471248,61.21865606522742,0.0066302701590519,0.0278418408565737,0.2981941183236677,1.7615886504457063,4.96027615694656,3.8111409715625655,4.989598100300068,6.55176919515267,complex oxide (5 elements),False
75b4cb815f,Co3AsBrO8,13,171.85039428049672,4.441174600500577,459.620385,47.01771468606415,37.37925180112043,0.017199794610627,0.0255003823973091,0.185769630387697,1.2328726743283869,4.966612207279993,3.9379892487586874,5.002317511540586,6.312607535063132,complex oxide (4 elements),False
672619f2f9,Cr2P4PbO14,21,265.705729013197,4.11894083227851,659.078848,65.991036404637,48.00949572384682,0.0240453099920917,0.0316852606285021,0.2072384707691327,1.3138489121359704,4.967013414755391,3.690226086795853,4.999219643514397,6.689073329008361,complex oxide (4 elements),False
f2dd1524e5,HoBi(OF)2,6,87.77871467413708,8.397523256798587,443.9063264,93.6555368028007,44.57253781986224,0.027363119782555,0.0269746328875867,0.2946213010211823,1.739870215524744,4.968016843342822,3.762086929430925,4.952105600708579,6.522821956800169,complex oxide (4 elements),False
d4a8760aac,Er4Tm2IrO12,19,253.34356576996288,9.11805083590582,1391.11422,154.97645948341508,76.27526829368007,0.0104384056618507,0.014730842519747,0.2885958608654457,1.7041726590533854,4.969308266169292,4.293427747331952,4.959452043542488,5.777130346347018,complex oxide (4 elements),False
3fe3d311ef,Ba4HoLu(WO6)2,20,305.16326033059136,7.884037946628845,1448.87812,125.04927679350509,67.64755911327386,0.0043956798000702,0.0345636551101518,0.2708392158601414,1.6052944449288704,4.96974904944452,3.613503766919372,4.9927958211639005,6.961220573852677,complex oxide (5 elements),False
516dab97de,SmHoIn2(SbO4)4,24,306.4725480260789,6.978447062919535,1287.95672,144.40126967360789,75.19721369541445,0.0213507615599771,0.0135586903889822,0.2781361258077599,1.644833534813303,4.970577874232475,4.248251200846581,4.998742357729251,5.778113375279509,complex oxide (5 elements),False
4a8e8c07ad,DyHoIn2(SbO4)4,24,303.6661001052091,7.109326316591741,1300.09672,146.78062511613004,76.06870027524457,0.0223662725598028,0.0165806375436803,0.2790458681542836,1.6498674388255548,4.970601233669528,4.1822637289067846,4.976121837468236,5.92603762042758,complex oxide (5 elements),False
64c6c50513,Pr4ScV(FeO6)2,20,253.47259650378075,6.310146370825928,963.210812,153.0643801962056,72.04649345235897,0.010637233250787,0.0054468432461453,0.296570637328986,1.7516678571900828,4.973650621344947,4.637146850492268,4.966075046762835,5.320762138962235,complex oxide (5 elements),False
c344ee21f5,Ba4CoSbO8,14,228.84590386260555,6.225746280979532,857.9963949999999,89.00838939041618,50.76517523777497,0.019661940855982,0.0437409377238682,0.2603836477855035,1.5511153422759256,4.975159005342404,3.233817386004029,4.952919594708034,7.574954057077885,complex oxide (4 elements),False
09ab4603b3,Ho5ZrBiO12,19,262.4130453775347,8.332965600526586,1316.8488,135.44544735082562,70.64139449983138,0.0018102813996314,0.0019269166397975,0.2778468812492957,1.6432379847615215,4.9755285653467975,4.879307117165732,4.975297365210185,5.070922056027897,complex oxide (4 elements),False
3d195aef02,Na4FeBiO6,12,151.09754735704482,4.97599298776818,452.78087712,62.57635216417655,42.01146883140304,0.0195539887858329,0.0236274511729278,0.2257027110987464,1.3897992065135532,4.981198506855412,3.96905671756292,4.966238396776516,6.167870019638399,complex oxide (4 elements),False
82a3991a4d,BaCrP3N5O2,48,617.6695772980512,4.132348257587505,1537.1067440000002,112.5930247495545,73.84802127146399,0.0590737512761256,0.0149695313132974,0.2308922733397186,1.4123044999757688,4.981784516765219,3.872634577673544,5.002851342526587,6.378403796693147,complex oxide (5 elements),False
16238ada3f,YSc2AuO7,22,268.25494968184984,6.03886578347658,975.560086,168.85970606184824,76.69610940393459,0.0044872146843021,0.0218435842443528,0.3027617860930787,1.7899756991987323,4.982811940706037,4.0555652620955565,4.990639655437201,6.202227475445782,complex oxide (4 elements),False
b0032f16a1,Sr6TiFeRuO12,21,297.0145310459549,5.157453579395854,922.4948,113.2537500691276,61.19026409333642,0.0070080444942992,0.0096849367463038,0.2710810587657133,1.6065815254380618,4.982906229443486,4.554218808530793,4.994540762154187,5.499815010854493,complex oxide (5 elements),False
50e581b7dd,Sc3FeNi4(BO4)4,28,272.36722389147747,4.4183990973302745,724.720736,175.52866475304145,80.41101023819618,0.0069703429074196,0.0176277566508033,0.3012897683783763,1.7807499249058028,4.983396986017175,4.193130791530175,4.97497537730174,5.893457926853501,complex oxide (5 elements),False
8fa49bd564,PrNdMnZnO6,20,242.5423213727261,6.8668335680797306,1002.98619,147.1599723797918,72.56051707220624,0.0183289642343492,0.007633986285885,0.2882641746359005,1.7022406059249178,4.984033105540689,4.513327211150545,4.995020566470061,5.512872931143216,complex oxide (5 elements),False
6e1f0859e1,Dy5CrSbO12,19,254.87331074387836,7.676473953477714,1178.2489,154.94401948449084,73.75756888968002,0.0105772328484515,0.006549387139761,0.2945813515193635,1.7396297284761932,4.984232003469804,4.636740695610118,4.992349579024851,5.364123862867409,complex oxide (4 elements),False
45c4371c03,Dy3Mn2Sb3O14,22,281.21660548445027,7.0069647803839405,1186.64769,148.92049799830005,74.54832235428074,0.0124773935760954,0.0436542732561233,0.2854970690662751,1.686253412075584,4.984475415390012,3.1337555522074925,4.945611413175067,7.456897849506819,complex oxide (4 elements),False
091a8b4d6d,CaLaTaVO6,20,258.71809164464963,6.506512065767896,1013.7385,149.82676500380526,71.71729831580708,0.0046184133475804,0.0156173591512534,0.2935985337404056,1.7337296053588318,4.984606526743111,4.264230124964808,4.975871330158324,5.82877870280554,complex oxide (5 elements),False
ebdaac8936,LaPr3Sc3MoO12,20,270.7921711400043,6.036669136822893,984.428956,149.5622577719549,70.20387443896546,0.0067869371886177,0.007812580438531,0.297055868873158,1.7546238862829264,4.985742013888708,4.604363391268249,4.98983176603625,5.394735960252482,complex oxide (5 elements),False
2878794706,Sr4Fe2PdWO12,20,253.9421190168707,6.17562365412345,944.4228,137.26175875697857,68.66093888622001,0.0111992050710789,0.0054808795988364,0.2856338439555796,1.6870381858551775,4.985885435869085,4.643142920226032,4.987607399037023,5.330721112776468,complex oxide (5 elements),False
3a76e9e5c2,Mg8GePd3O16,28,312.39740872467377,4.477382011102888,842.3303999999999,133.75235810888603,70.88111569958296,0.003539501554008,0.0203762400600943,0.2748081477089046,1.626617881243912,4.9868563191440325,4.11616077281916,5.013071740118658,6.066642400340205,complex oxide (4 elements),False
280084077a,Sr3CrInO6,22,313.485975172435,5.568966217060066,1051.341,115.28165088675512,63.31833510372254,0.0289573296979572,0.0262258734858894,0.2678738403569375,1.5896397285895785,4.987504391686091,3.7893788136202,4.971805106273672,6.496346445198399,complex oxide (4 elements),False
2b29750601,Dy2Y3(RuO6)2,19,255.28360741061852,6.412644505020274,985.85035,161.07070052883432,72.3564749431098,0.010800156984947,0.0107805495108947,0.3046420964039537,1.801869546391844,4.9879537263755855,4.44609135200757,4.992454431930643,5.583674896815023,complex oxide (4 elements),False
e4475ce9e1,Cr3FeGe2(O2F)4,36,419.5305941869789,4.441783235206425,1122.2042256,84.35224352334683,62.93460601866088,0.090866213768502,0.0402312519269664,0.2012515911128723,1.2905164166454115,4.98818784928135,3.0186677124152035,4.943753519000492,7.821586500543341,complex oxide (5 elements),False
46d6e552af,SrPrTaCoO6,20,260.7126654175936,7.189652710273967,1128.81025,142.4529682935234,71.59752597003526,0.0118015667699934,0.0165376031958559,0.2847581826494008,1.6820236213858473,4.988281733316177,4.2316839924291205,4.993306775696431,5.885744847010143,complex oxide (5 elements),False
52f9c111a4,Sr3CaCoO6,22,308.9163234996313,4.9224140781984085,915.73519,102.11744974935328,58.97341369783313,0.0365575408705678,0.0151148968175571,0.2578596159399487,1.5384514695917162,4.988347296677518,4.082849929998616,4.984487791349043,6.082538908543389,complex oxide (4 elements),False
adb09ed39b,Tb4CrFe2RhO12,20,233.6695527076335,7.776384652637783,1094.2858,167.2069339177963,78.76927728478665,0.0056758339571123,0.0088902921197792,0.2964232673946028,1.7507716139484222,4.989155203063919,4.54214951415228,4.984199884939051,5.471596089481679,complex oxide (5 elements),False
e7eacc698a,DyY5IrO12,19,263.48120601312047,6.247091373500773,991.23905,153.15499041855728,70.22547968918121,0.0018287293887338,0.0019491581998151,0.3011324928628196,1.7797686045642251,4.990086009320137,4.894862159879568,4.989089422295631,5.090732159264246,complex oxide (4 elements),False
ca07eed0b6,Pr4V3FeO12,20,249.6912809841469,6.412903278083748,964.2929,157.22983241592587,73.31963065745339,0.0103106765667287,0.0121070342356489,0.2982062311343456,1.76166299817076,4.990587889249972,4.395559525111873,4.963493114855322,5.649409685102931,complex oxide (4 elements),False
398ee92965,BaGaSbO,4,107.95298033074876,5.303878394803111,344.8094,34.65129440496693,22.64551580191213,0.046031289178913,0.0493572440330357,0.2316869276894665,1.41579804450849,4.992839387494784,3.0044986285942143,5.01059827711458,7.963725355698732,complex oxide (4 elements),False
94c69a5ce4,NdSmMnZnO6,20,238.61503708001223,7.111411618411245,1021.89089,148.34760628891772,73.51629169788589,0.010267615703909,0.003906520098866,0.2873445181075785,1.6969013317542212,4.99357982042052,4.7252292268751415,4.992825487808656,5.272453676477121,complex oxide (5 elements),False
5308e5fb86,Er3Tm2ReRuO12,19,246.3867470748337,8.888912562890512,1318.91522,163.1592107319734,77.96610246757285,0.0120378853234451,0.0173141482147345,0.2939017623117952,1.7355466504432555,4.997324069303046,4.199703196937061,5.006934304854209,5.934980119215194,complex oxide (5 elements),False
2990fc70d4,Y5RhSeO12,19,252.5856518833666,5.3802125740706455,818.38755,145.42446412910644,67.17849877913342,0.0083162576501303,0.0171421755462224,0.2998463210948909,1.7717751166020728,4.999627777619122,4.220600005647604,4.997330639988128,5.909465806399628,complex oxide (4 elements),False
bcf07056c6,Y2Ho4ScFeO12,20,280.7417316531389,6.685688022428059,1130.326692,142.67873861311156,70.00586355773646,0.0075142861586977,0.0071996775524851,0.2891567807609186,1.7074477104988706,5.000313354170075,4.634696560509128,5.006167125239745,5.387352491265909,complex oxide (5 elements),False
7848e375a6,Sr6LiMn3O12,22,297.9644756505136,4.956954191920124,889.4679350000001,103.32663603088008,59.67859448657951,0.008379085363098,0.0116541618589075,0.2578362431669345,1.5383349316318171,5.000411337712303,4.498459169222384,5.014505873384065,5.615529546242851,complex oxide (4 elements),False
0bfdc8a4cc,Rb2TaCr3O8,28,432.6790631473913,4.8806704685245546,1271.7339599999998,97.6474214861943,60.99606303221688,0.0636489250965164,0.0179358558026025,0.2414970704163042,1.4600021748559422,5.000953648995603,3.737019090939377,5.010573134260952,6.60086988874842,complex oxide (4 elements),False
e0451f5dac,Ho3Tm2ReRuO12,19,247.4323257856985,8.804466644075395,1311.92918,162.70988562425782,77.7164906909683,0.0124754185912788,0.017307237563248,0.2939815680669267,1.736025364213247,5.001851811585018,4.174473294583463,4.982050108405594,5.944851582507642,complex oxide (5 elements),False
f8f1ef426f,Y6ScRhO12,20,283.3962867366157,5.1169725536806245,873.289312,152.10493009634658,68.12827810800243,0.0065409798480568,0.0152543022676295,0.3051410661707203,1.8050465366495592,5.002702951647772,4.297002400090937,4.998577454993958,5.785683476186481,complex oxide (4 elements),False
5e0330a985,Tb3MgHgSb3O14,22,285.01997696899264,7.521089324532948,1290.9426500000002,139.96377391498373,73.70129387944131,0.0091117333947936,0.0330277888813644,0.2760259426099513,1.6332474624748683,5.003325173221821,3.6109276670707824,4.98827832891523,6.830632921626917,complex oxide (5 elements),False
