material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,stoichiometry_pattern,is_low_kappa_candidate,space_group,space_group_number,crystal_system
6d854b5584,HfZn(ReO4)6,32,550.8230672339575,5.260946884565905,1745.1266,19.032696641514523,10.737542334196664,0.1352757017437982,0.0247718041926101,0.2625685356648269,1.5622053639974378,0.3053588151967555,0.1721754514744184,0.3025706576309115,0.5085479238838563,complex oxide (4 elements),True,P-6,174.0,hexagonal
362d4d0fff,Rb2CuAgO2,12,288.36915489863105,4.311282709234421,748.6972,24.86320811163237,9.652644249859872,0.02953057257038,0.0159375520181177,0.3281270599898153,1.961553439827739,0.4179046680933653,0.3452242409535569,0.4177246755300328,0.5093826395054031,complex oxide (4 elements),True,Fmmm,69.0,orthorhombic
5e4048d01f,BaCa7(Sb2O5)4,36,635.3853024179797,4.474048901301011,1711.941,42.81403837945693,16.47262534402798,0.028504062391982,0.0244796027062606,0.3294932735359445,1.9715275591459551,0.3928193133703042,0.2984995747765052,0.3909701148900715,0.5177550862683807,complex oxide (4 elements),True,Pm,6.0,monoclinic
24862c4a07,Sr3EuBr6O,22,657.961635029698,4.594496972500918,1820.4948,23.43977688175423,11.136590590185302,0.0158306066606673,0.014165466960206,0.2949211594207799,1.741676945895501,0.4469213408057914,0.3837760876560098,0.4488189954989723,0.5231717909759642,complex oxide (4 elements),True,Cc,9.0,monoclinic
febf24690b,Cs3(AgO2)2,18,434.06482714821794,5.190898923389747,1356.9007114,24.151857875089984,9.826969326989722,0.0295648643229626,0.0505161696514174,0.3208556339947224,1.9097939469845664,0.3144815107494556,0.1892244361916366,0.3150523475964269,0.5288362936735169,"ternary oxide (A-B-O, other ratio)",True,Cmcm,63.0,orthorhombic
76014f02e2,EuReSeO8,11,205.1184637220618,4.413075918014186,545.1261999999999,15.16074308527318,7.643877446813848,0.0625607038969061,0.0247705175128456,0.2841773681177276,1.678710192663624,0.3740104622144335,0.2681000862943271,0.3750423477799402,0.52943565633243,complex oxide (4 elements),True,P3,143.0,trigonal
417a06e89b,BaHg2(BrO)2,28,686.2945134125856,7.0681876294841866,2921.2552,30.00662272793445,14.45376312005366,0.0584971899361812,0.0047108706363673,0.2924773513708614,1.7270366877647596,0.4306574853679245,0.3412686688264337,0.4325951460393747,0.5376354403471618,complex oxide (4 elements),True,P4/mbm,127.0,tetragonal
c5c3a7fa98,CaAg5SbO6,26,389.1765916730216,6.80277758120719,1594.3508,89.18595794980571,23.620920457262443,0.0266379974162232,0.0262788702717139,0.3783174414529098,2.390014123379638,0.4260699011729538,0.3226671015319594,0.4253489612224843,0.5602629994835593,complex oxide (4 elements),True,P-31c,163.0,trigonal
40f30f3ad5,Fe3Br4O,32,877.6810947083379,3.8077652659038783,2012.6016,16.980027445292084,7.195954141656972,0.0747322559482674,0.1205406503213299,0.3143332110943478,1.8651836638098824,0.1709781875726453,0.0493721123437666,0.16858162035031,0.5684254607926227,"ternary oxide (A-B-O, other ratio)",True,P2_13,198.0,cubic
44efcb9791,LiHg2ClO2,18,328.0108187734489,7.22269360628419,1426.7184,46.83544223525877,12.692462944465266,0.0267529058154951,0.0992148434151025,0.3757255559253181,2.364268068578938,0.2279413305536492,0.0871673669811601,0.2279118488934465,0.5942802364920831,complex oxide (4 elements),True,P6_222,180.0,hexagonal
5bd88d37ee,RbFeAsO4,28,515.6535194885007,3.6096810495790015,1120.928,33.32352489572142,13.166389606305414,0.0371962717817508,0.0413467398254278,0.3254365005036813,1.942144382203593,0.3857554396116383,0.2474590061390406,0.3832861662129303,0.6077550904257327,complex oxide (4 elements),True,Pna2_1,33.0,orthorhombic
6368781ddc,VHg2O3F,28,569.1750784000684,6.058001655099456,2076.4724128000003,16.460540626104947,10.478302956381444,0.1595548289632706,0.0232153462621361,0.2374294324963478,1.4414283454325667,0.3565893401102722,0.1825059356380207,0.3552119131818664,0.6078439899810238,complex oxide (4 elements),True,Ibam,72.0,orthorhombic
e60983567b,SrPb5(BrO)4,28,786.4208606569458,6.365091273642408,3014.4672,41.93437330818508,14.339601939959582,0.0380128704928009,0.0661637889366919,0.3465178738947718,2.1029563507586952,0.3245070562174673,0.1673699177072278,0.3240223076012123,0.6139062468344877,complex oxide (4 elements),True,Pmn2_1,31.0,orthorhombic
0a0a97b6bc,MnFe(ReO4)4,22,409.0057947825433,4.513035394698542,1111.601445,17.681193847358077,10.907028666986292,0.0464223300092429,0.0197189256917594,0.244169086940761,1.4723978865724072,0.4852950283305871,0.3799738418305075,0.4883237044753221,0.6219855917709083,complex oxide (4 elements),True,P2/m,10.0,monoclinic
be479fdd7f,Rb6Se2O9,17,400.0525677471349,3.381747360362712,814.7213999999999,18.70843530137011,9.000584643922792,0.0376371139308939,0.0392200217863114,0.2926957028568121,1.728336993983954,0.4204121496877417,0.2840467305494856,0.4243643790194547,0.6247657064628286,"ternary oxide (A-B-O, other ratio)",True,Fm-3m,225.0,cubic
6186b5a1b1,K2ZnAs2O7,24,411.9697606117907,3.268475810374189,810.8892000000001,31.749592159184846,13.400624093776342,0.0332707231855513,0.0227839570046091,0.3149926641567822,1.8696188156811813,0.4838572484417021,0.3696257039352918,0.4852758419410616,0.6298968210681041,complex oxide (4 elements),True,P-42_1m,113.0,tetragonal
d95dec2ea3,KNa3(CO3)4,20,294.0368238547497,1.9658727402124376,348.10320784,23.254625939232184,9.531006194855168,0.041280028330651,0.0518951662300396,0.319704518515725,1.901798979440264,0.3888505319710197,0.2281186150885355,0.3944203219466442,0.6471231474576625,complex oxide (4 elements),True,R32,155.0,trigonal
229034b20e,Cs2FeGeO4,16,332.87185799834936,4.572415779863914,916.5870076,38.07106765417978,13.404688039579108,0.0467354834372105,0.0315465235448132,0.3424434701006391,2.070245874322031,0.4695487838719151,0.3208612866284195,0.469949093574292,0.6776946941616595,complex oxide (4 elements),True,Cmc2_1,36.0,orthorhombic
11a8cce63f,K2AgAuO2,12,277.68249489355526,4.963754093819654,830.060338,37.3023657033793,11.335682434190431,0.0139027821535834,0.0621617031471225,0.3620322933793475,2.23551971283085,0.3738530019247232,0.2002629162458802,0.3681919483879935,0.689206503797813,complex oxide (4 elements),True,Imm2,44.0,orthorhombic
53ed34b2f6,Li3HgO2F,28,356.4814187518069,5.075695521745822,1089.6408128,57.77756587837328,21.127470283571213,0.0116119887263991,0.0296765608325871,0.3370298361636315,2.0280346618478373,0.5373937108756598,0.4008000325647395,0.5357413038602273,0.7223614743963703,complex oxide (4 elements),True,Pnnm,58.0,orthorhombic
30342393d7,FeNi(Se2O5)2,32,452.4126497301056,4.333815316600461,1180.7448,28.103704424484384,14.859715725946522,0.1070526918693292,0.028119382900207,0.2752406245484273,1.6289675281278435,0.4805552087775651,0.2882209270319478,0.4787731665358228,0.7471470734734837,complex oxide (4 elements),True,Pnc2,30.0,orthorhombic
b93632eac6,As3Pb5O9F,36,639.4826973367731,7.39411861099423,2847.5156064,51.81011980652927,21.668060479578475,0.0530570803358822,0.0399041702408789,0.3164744172315412,1.879645279635784,0.5055700317005353,0.3254188588975683,0.5036594664957941,0.7835829457387232,complex oxide (4 elements),True,P6_3/m,176.0,hexagonal
