Material,Bulk modulus (GPa),Shear modulus (GPa),Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),Sound velocity longitudinal (m s-1),Sound velocity transverse (m s-1),Speed of sound (m s-1),Acoustic Debye Temperature (K),Poisson ratio,Gruneisen parameter,Kappa_Slack (W m-1 K-1),Kappa_cal (W m-1 K-1)
mp-561462,89.50498,50.915504,42,594.1322695098005,4.938429301660761,1766.9443999999999,5645.434154158557,3210.928279337322,3569.335067376589,126.40652197513309,0.2609080211282082,1.5537660564877567,3.138622590599759,2.5639084345828063
mp-770518,116.079475,50.944805,28,291.5818415109134,4.043607063079479,710.035925,6745.767817053604,3549.486097685818,3969.0282840068894,178.19981381527415,0.30856609863804724,1.8270930228369069,2.9338110745468415,2.568001276857237
mp-567412,68.652794,33.343372,16,458.3035490378709,5.801944882636388,1601.3184999999999,4415.347648284919,2397.275581535225,2674.6709385383006,103.28307570309441,0.29099586155419394,1.7182541789049597,2.997641669776048,2.5695757286081524
mp-973410,118.12146,53.9088,24,332.85194973494333,7.683973709209524,1540.2381544,4972.6018929679485,2648.7251180659523,2959.294682675564,127.12990497148157,0.30193848700221093,1.7848065485370148,2.9654156859520824,2.5771168527941675
mp-570801,124.02295,56.756447,26,494.38568005203905,9.961464395834767,2965.7871,4477.395870030505,2386.9647530891125,2666.6836179174725,100.40594060562255,0.3014700360483639,1.7818757443693916,2.973319911441039,2.582588629183693
mp-14485,190.40959,83.87714,54,678.1648042137332,8.371829555994047,3419.05846,6008.5536066179775,3165.2761700566334,3539.124202807652,119.92984310607251,0.3079460230893588,1.8230704679357037,2.972793540472571,2.600478965211859
mp-769222,113.59579,54.139435,22,302.7367702542192,9.339968764462926,1702.7916,4459.937404989937,2407.5989592614237,2687.324681853178,119.15390871724593,0.29436911258992965,1.7383529631289727,3.0222420393575744,2.602283051233104
mp-15053,179.136,56.81309,14,165.19795065703545,7.352770243348335,731.4869,5887.73368234441,2779.7050269897363,3128.0408246030306,169.72562020057478,0.35658597134660475,2.1874724738125852,2.919705105127139,2.604948940509002
mp-643264,66.09923,31.358149,12,125.3220794356666,3.310496035677485,249.84552000000002,5709.321531035953,3077.716909707787,3435.6518467285573,204.39793042488523,0.29518385912319944,1.743262181752045,3.0396900602557038,2.620055227990261
mp-555976,76.81555,43.423016,36,425.84419398236133,3.1496125805319473,807.7161542399999,6539.974183325688,3713.0553397454805,4128.131348123481,163.36028183245773,0.26216963643580565,1.560171697324255,3.204322611215825,2.6235701231118913
mp-780089,90.29919,50.890915,52,559.6936984564657,2.8948099129007283,975.71138,7391.451270203335,4192.857511705574,4661.906821019494,168.4185769473884,0.2627747018063818,1.563258014111773,3.2027198428060357,2.6251154028254113
mp-979026,43.059605,24.858007,8,250.47605809490156,8.713361508873334,1314.32526,2957.2968164995787,1689.0413830982084,1876.9100626292484,88.64711368599647,0.25793442282535767,1.5388245505213347,3.237405956277941,2.6301726998904
mp-29565,101.91902,47.969315,24,506.1567263938997,7.2283428720205345,2203.3052,4790.4374123143325,2576.0980213321004,2876.2019415932136,107.44863793581574,0.29658297217737023,1.7517429050293782,3.0679983483347866,2.6491493038133473
mp-755902,68.90092,39.26832,14,116.251971064047,6.456038438267825,451.97804,4333.844801086341,2466.255671075846,2741.4182196324805,167.23161995124974,0.26053087290539184,1.5518588761057681,3.2464337516063457,2.650155430018215
mp-867202,13.534915,9.4703245,4,227.26609985491444,2.5608118995601115,350.48,3196.2942043787457,1923.0633492263657,2126.8022800180447,103.75891965658008,0.21631617874127174,1.3504106372177027,3.5639943181737745,2.6542779991344942
mp-753181,90.53871,37.92773,12,165.60605277650365,5.268413123673957,525.4204,5175.323269927007,2683.1102421099117,3003.2056491039825,162.8181742705106,0.3162083005633208,1.877838322420283,3.0140630409512625,2.6570313775133485
mp-862922,97.83229,31.66592,4,70.52335755943747,8.881643317339963,377.2048,3971.0041294507637,1888.2060847971152,2124.0592412077153,153.0613391766237,0.3539227619092099,2.1645869692635924,2.9773526621084163,2.6583998676401808
mp-706657,111.023445,61.826176,75,697.5540810103045,2.744165795487812,1152.7606218,8396.311821489386,4746.582333088104,5279.081413571177,177.2184533811785,0.26515552119431834,1.5754924059529605,3.2337772853548086,2.661827188325625
mp-760467,168.752,70.017944,27,369.1451028336787,10.905131851760505,2424.25854,4902.59158949435,2533.898518537989,2836.759507431102,117.73349203913477,0.3177482759409561,1.8883330758235324,3.015721314864453,2.6618683618461554
mp-6101,120.61587,56.018433,39,557.875620393102,4.4580998452552265,1497.74568,6618.874331426069,3544.7905656392304,3958.9071542724582,143.1768266959899,0.298912473709862,1.7660063414456142,3.081543057639511,2.6684929216582853
mp-5501,60.116737,26.060019,5,91.31788934840235,7.025989926621351,386.37969,3674.4780646137565,1925.8994040301654,2154.1048885138193,142.4157763375058,0.31061973140153637,1.8405153950076603,3.049979075731443,2.6751197934626707
mp-29785,113.78309,56.056057,34,690.7394229812966,7.615575957300344,3167.8740000000003,4975.451856032501,2713.0631079198297,3026.025466348405,101.91647035726734,0.2884173267208836,1.7031322869004357,3.1342663851315717,2.677146186227903
mp-772180,151.88745,63.42034,30,391.5342909835817,6.817693634141691,1607.526672,5889.100907030648,3049.969857935636,3414.064032654057,138.9392460739827,0.3167334161733007,1.8814065458438958,3.0408492941518404,2.681821416507893
mp-6950,32.73877,20.394905,8,288.08537321765095,5.794105757546586,1005.214,3216.1484801703327,1876.150335430641,2080.9654508603035,93.80680491162778,0.242078706681309,1.4626871505307677,3.4344279764115972,2.7050716467118074
mp-557308,61.5977,34.00653,20,391.11024681011514,4.138459335290469,974.74,5083.352448181058,2866.56516104979,3188.808230172593,129.81908620244732,0.2668652613912314,1.5843681946521044,3.2831167393182037,2.7105463546016075
mp-1694,39.280113,28.879387,12,285.13500949135636,9.753988753306839,1674.8799999999999,2823.9662145697853,1720.6908896333946,1900.5849313494205,85.97001000052609,0.20474946269922858,1.3040751160073212,3.7574085179676473,2.7237691731272426
mp-711,78.65042,37.686813,14,275.6616404254434,6.728064766381307,1116.908,4377.040288475287,2366.73496384762,2641.3956477530637,120.8327212209708,0.2934124494058348,1.7326159887725954,3.1716375032776654,2.7275127664192893
mp-8850,87.5484,42.508312,20,428.806217159452,6.524259445367907,1684.78,4701.716020183411,2552.5327292086718,2847.9118441891583,112.43876349178956,0.29104789808226383,1.718561485822241,3.1826976771120967,2.7283981383568814
mp-558131,164.40326,61.978592,22,278.4657825909363,7.259752766491554,1217.4316000000001,5833.429297750075,2921.8635941090315,3277.445961729726,149.4243829180606,0.33254712644625883,1.994117323349632,3.0713737522316595,2.7360441483679194
mp-1018137,29.501177,15.587208,4,110.59412409979976,3.831639227552057,255.1923,3622.6227973880204,2016.934789775767,2245.983694268023,139.30684553653404,0.27538046747285255,1.6297284060881532,3.2770072868446665,2.7444520862778394
mp-31387,102.031265,43.833546,12,228.75398729557807,9.971103788603356,1373.608,4011.7459616008605,2096.6777313624484,2345.5670487864813,114.18301454740977,0.31210294861330795,1.8503062803733459,3.1258701576791745,2.745556341807414
mp-4591,135.31761,60.108204,36,486.4164656915932,5.044661080755843,1477.71664,6535.355686636349,3451.841759509117,3858.843242082656,146.08229762346934,0.306543996831433,1.814026311408296,3.151809869532846,2.753055228240654
mp-10791,157.64847,81.84147,60,611.7684687646673,7.363473552635659,2712.8183999999997,6019.043299891761,3333.844520335523,3713.9633557546103,130.25221827309457,0.27872185523111576,1.6480718616899832,3.276175791910016,2.758369146026855
mp-973653,75.371994,28.814396,4,85.65040418898862,10.143707401303917,523.2112000000001,3349.3146607155813,1685.4132460899484,1890.0014346690948,127.65236693042475,0.3304572535071694,1.9786139254762662,3.107820795948326,2.765874232445499
mp-17433,94.18063,54.36531,40,556.0662598573269,5.5588137996107365,1861.48513856,5475.637507452873,3127.302367183186,3475.152874992905,125.81766176319242,0.25795128189415784,1.5389086498350606,3.419924155821561,2.7785434438556647
mp-17612,75.43995,44.115574,28,453.05578895218787,5.376656009458368,1466.9484,4997.103521702259,2864.4407316843826,3182.0575545507004,123.34853985640622,0.2553080789151304,1.525807551237202,3.4522900461781387,2.790967512684195
mp-762834,108.00265,44.008186,16,177.02336706733323,4.122363996601181,439.46858499999996,6358.70805984572,3267.334264149593,3659.228053937617,194.0241642955482,0.32062667832834785,1.9081995186018619,3.1589656298662456,2.7945038775540607
mp-18809,91.523445,41.2217,18,200.6029699613019,3.600162612413339,434.92100000000005,6378.764711821686,3383.7781668253783,3781.6218808874596,192.32785720059243,0.3041985326623791,1.799052675685626,3.2090944083229793,2.796001185205909
mp-760360,142.84163,55.747204,16,226.26540487845648,8.975204028836407,1222.9632000000001,4919.024489262375,2492.2372304114924,2793.6121303024256,136.49076433319942,0.3273268121173331,1.9557484838910442,3.1476692784037836,2.7967258584544683
mp-510521,60.39604,32.292984,16,424.72359346747163,5.111519586409638,1307.3964999999998,4498.8060730428915,2513.5010681667736,2798.1632043435775,110.82747942100548,0.27309713210877684,1.6173725610378997,3.3651186058831843,2.8077567267718053
mp-15695,115.96769,46.173756,12,242.8591980727238,9.81616491757104,1435.6458,4252.734353706971,2168.8358185691977,2430.1209874052342,115.96303883709703,0.3242458630486536,1.9336527586184773,3.1711460831682485,2.8123157245373522
mp-11693,52.266247,25.146864,4,94.67213173942828,11.319685721035121,645.3679999999999,2753.0544699908955,1490.4751214745222,1663.293438626588,108.65207695224957,0.29268365169529975,1.7282651884528377,3.283754846540934,2.821214704779934
mp-22717,64.93807,30.043518,8,182.9992824963726,6.826094546698954,752.268,3921.935268278955,2097.921548293758,2343.2079834828955,122.8770905449,0.29958315112990547,1.7701464327942018,3.272556053860582,2.8361902798432643
mp-675691,68.29906,35.710407,14,216.75865338515584,5.3403608360999435,697.1046,4658.870588870882,2585.902228312506,2880.266169860426,142.75248782298362,0.2773735504547505,1.6406320806343226,3.3943462331621177,2.851802754450541
mp-540795,99.21637,52.137703,30,514.4989354048815,6.490422319057193,2010.98272,5098.752494623141,2834.258569719082,3156.5244374598947,117.28006718904987,0.27641651495093805,1.6353824711395921,3.403879807159009,2.8554579600161394
mp-8018,45.06955,25.362328,9,129.41325031275434,3.7864179741518456,295.09251919999997,4564.420565438368,2588.0953783924633,2877.72499624442,169.38160787228995,0.263073674643676,1.5647864303993229,3.4868002315637017,2.859495615783193
mp-1006056,129.08842,38.871105,4,62.734618080887,11.145218572984001,421.06268,4028.9777740759273,1867.5367183046715,2103.44562670446,157.60575834461628,0.3631737147275251,2.2458078614637444,3.221393525748,2.865524072472496
mp-6450,30.90644,19.591772,12,281.39355426822783,2.0543789255975273,348.13332520000006,5268.74093375828,3088.137180696795,3423.7872239859357,155.55307317515323,0.2383369799495969,1.4455418552013322,3.680931363188199,2.8769027746719056
mp-16648,75.32844,37.032192,12,251.34795612223934,7.725503650786905,1169.373,4017.704616849463,2189.4060308085545,2442.080077926368,115.20676762074396,0.2888038417912231,1.7053858661751875,3.3706825618544314,2.8806398098962753
mp-24802,134.00809,74.73909,88,971.9517612851504,3.7547899295989753,2197.7650232,7888.593291168403,4461.501882302962,4961.839925813092,149.13207341432306,0.2648547703300655,1.5739389274707862,3.5049035812218943,2.8834684514326776
mp-571381,74.26025,43.6242,24,514.031401923189,7.271711999082315,2251.0089544,4267.446026073513,2449.3192594646325,2720.606055229125,101.11423964978812,0.2543727950448343,1.5212120302813772,3.574319262018307,2.8844953786712693
mp-669554,149.68788,61.34019,24,305.2422903462706,6.75191825207324,1241.1457400000002,5855.153214828305,3014.109139256659,3375.236320936827,149.24478395236108,0.31973040665124575,1.901978199961839,3.2692210937123627,2.890101464938581
mp-849376,79.43162,44.68632,36,451.5842075958088,2.8956613793278754,787.476172,6928.742438703835,3928.379308018522,4368.027887757838,169.5049417693371,0.2631309566566438,1.5650795274416613,3.5345719405036222,2.8989701742307186
mp-19782,80.41386,36.374096,9,188.724844211699,8.903154413163044,1011.8680500000002,3805.185470924751,2021.2691660417602,2258.706489633216,117.235728047929,0.30346519966317675,1.7944107032621817,3.3326864051968883,2.9013177316900487
mp-764103,122.29106,49.13151,18,201.76653141339176,4.416351758499784,536.616086,6521.022053041234,3335.4023834518225,3736.5421028541864,189.66915723691173,0.3228451066537427,1.9237378636232383,3.2870557017255475,2.9123968463933374
mp-863676,64.744835,25.484646,4,102.9379837654457,7.61817465085346,472.256,3599.8691292808826,1829.000561816803,2049.8212100810033,130.2168864880558,0.32601895490957433,1.9463200678346644,3.281460456122058,2.913371287053365
mp-541324,108.47355,53.95475,26,344.26282831852336,6.283137648946566,1302.6196,5358.532602258877,2930.397636843124,3267.720300266808,138.8112640299957,0.28667006170618053,1.693002049110379,3.4204901215624672,2.9143958620329458
mp-777460,106.401436,48.75084,24,262.1758719894871,3.79791512061203,599.6376280000001,6717.938464985178,3582.7658084368004,4002.5106963509766,186.1850494624167,0.3012631214106114,1.7805836017529,3.3664548956832783,2.9233581734902
mp-1020180,84.72855,44.760864,28,337.5840863544713,3.4220450124609525,695.69452512,6496.1391889700735,3616.6490898903385,4027.3791733017247,172.20208607384532,0.27540698491682064,1.6298727474458499,3.4961826075047413,2.9281338861465565
mp-3689,155.85027,54.72261,12,153.953099122296,8.430035627316549,781.57156,5209.863628471471,2547.8197411379097,2861.7943556534356,158.97133493537424,0.342833442762211,2.073341065150256,3.282094703015545,2.9321866567438777
mp-29972,85.34154,46.330868,24,528.2545934127598,7.272319624418694,2313.48742,4497.731397996346,2524.054558581072,2808.907835678978,103.4505822197257,0.27015034883313843,1.6016369209884485,3.5472194715867835,2.945152434107468
mp-2416,112.33336,47.22773,16,190.76059900906384,5.0801771628136665,583.6042384,5874.299283634836,3049.011806095663,3412.5019608854573,176.48991505919037,0.3156260594028689,1.8738944044929404,3.3677503305551895,2.967355758565812
mp-5122,29.022348,19.35852,12,266.66380611013415,1.9664941925124528,315.79674088,5280.529585577887,3137.543439437084,3474.1456028446933,160.69530999452613,0.22715409079608515,1.3960397929062123,3.901328191201604,2.9770080529806724
mp-6984,27.918356,18.83999,10,296.89383920325935,2.865038010422862,512.2506000000001,4302.58827406793,2564.3372852193315,2838.6140006572923,126.68226573984947,0.2245482893912792,1.3848647243954422,3.924254537898581,2.977330505637451
mp-973622,3.6673694,5.303456,4,275.71277118634305,1.2341437641416353,204.91490000000002,2949.7950252461133,2072.987109342801,2249.7200369988286,102.9088501281592,0.012118439274232394,0.7731427547411392,6.871304517158962,2.9868965078248824
mp-230,127.50414,57.66554,24,311.28070817486974,6.561858486824635,1230.0704,5581.076972573362,2964.4542135986812,3312.698419230335,145.5261507558915,0.3034924140877324,1.794582634687772,3.4326151525407793,2.9884030276783187
mp-863717,85.72239,30.743118,4,83.06082028093142,8.991600311004277,449.7634,3753.984295544317,1849.0789780784405,2076.113099980298,141.66486340335194,0.3398296938260235,2.0496911383390035,3.346812928698565,2.9884559580345966
mp-767631,55.479404,33.79685,20,222.89098412410146,2.7677503582104226,371.5098384,6027.122544129905,3494.416306754848,3878.02568115513,190.4246022583211,0.24682120572056385,1.4848573126298765,3.772972063418476,3.0003214523806734
mp-558025,22.902578,34.666115,108,1971.8196554602207,1.8215681048149577,2163.0348,6160.15893882204,4362.444138728969,4728.942162704678,112.27545289536499,-0.0030206098919689475,0.7443619021935673,7.207443699614596,3.013984146823155
mp-560449,57.17472,30.622496,12,168.36587682992456,3.6262173691653463,367.6705224,5198.721686002873,2905.9850380113367,3234.9687130040634,174.41959333650163,0.27277020582920086,1.615615183648967,3.6217262201478424,3.020230475084624
mp-14825,89.876236,45.792717,16,233.83550752333372,7.637690515428942,1075.5322,4445.405242982483,2448.5962369113145,2728.9582475366324,131.87727009758578,0.282230797491585,1.6676784092012302,3.575197194259648,3.0263933376960055
mp-37091,24.49828,17.689648,7,237.3892399696498,4.560625292467764,651.9830772,3247.0595255593544,1969.4610484065977,2176.3683939190146,104.64583409288677,0.20900234719098915,1.3208396369811841,4.137842549738854,3.029836981539706
mp-6081,75.12072,43.38158,26,384.01204802386815,4.382018197873762,1013.3744,5508.432550931176,3146.41204582194,3496.3521907976287,143.21112838976958,0.25786461607617395,1.5384764022822974,3.735869422332355,3.03474639967201
mp-30626,77.6421,42.79572,16,286.37784048502436,8.320199601583557,1434.9080000000001,4023.6654565881418,2267.949039517315,2522.9946865608035,113.95841746930736,0.2671800919098397,1.5860108599158682,3.6749492590234327,3.0357044107035396
mp-865783,104.02912,35.848858,4,76.07102905145888,11.870092176590205,543.7813199999999,3576.418449982758,1737.8433093685903,1952.6866049559424,137.20480692857578,0.3454507468029693,2.0943089423679386,3.4065509952818416,3.0440580235284806
mp-753983,138.92642,54.0032,14,201.11980284238567,8.161081951989004,988.4472,5083.888556938159,2572.3844769009947,2883.6820874885398,146.53419355028643,0.3279358220232629,1.9601637155618892,3.442220703048393,3.059479709389661
mp-38856,147.45279,51.19156,14,162.5721456915783,4.692770191146989,459.43738,6779.827977467259,3302.8171708110954,3710.6190964250363,202.41415183943593,0.3444182871037219,2.085996970608687,3.4305451429740965,3.0653060273193997
mp-556814,101.42177,54.234745,28,338.87927466202075,5.64138779648491,1151.2823999999998,5549.455798986203,3100.600580501765,3451.744951264487,147.40093521348453,0.2730764313531016,1.6172611984884082,3.6955023451900515,3.0833139783472534
mp-865535,49.548412,23.15528,4,119.98769093173414,8.153142169454352,589.132,3140.691279544649,1685.2428876416911,1881.8622107515398,113.59314743027066,0.29782995563229636,1.759355721387719,3.565327914099254,3.0833561632031476
mp-28939,71.16841,38.950817,11,220.1109229168362,10.553542996715036,1398.9132399999999,3415.347315329039,1921.140574600366,2137.543146557635,105.4008795917618,0.2685687113000509,1.5932871472949446,3.7393265045797506,3.0962943883476255
mp-7819,157.61732,54.4779,10,149.54050973262704,10.165853486280373,915.49,4759.180274217993,2314.9321249090435,2600.9744074544774,145.8902730194423,0.3450365499003499,2.090967978097645,3.4668108052545623,3.097839842386853
mp-778865,52.68432,39.669903,32,395.30345252207826,3.551664437144949,845.4996575999999,5452.174779163101,3342.0627881775663,3689.2028194273043,149.65763332818588,0.19904919099856366,1.282083383737355,4.341286450625474,3.1043039551913867
mp-780489,131.7062,51.65938,18,206.98398108267477,4.348685228553614,542.057816,6791.57748686669,3446.637556669138,3863.0347396356287,194.42834470221584,0.3265602390611142,1.9502134205467412,3.5012859794671254,3.109539312282691
mp-642725,34.77207,20.674417,8,127.22648519001572,2.4155902556531728,185.07667999999998,5080.011038684136,2925.53303518278,3248.6155848591275,192.30136072818485,0.25188838243712885,1.5091055029104843,3.8747531816277028,3.1120745819300533
mp-778664,164.50014,81.849396,54,657.1874358823455,6.8524867131558995,2711.9917,6319.167467883451,3456.078813782857,3853.884549329294,131.97109698199472,0.28660964993378796,1.692653461570051,3.656758262382579,3.1154360584285508
mp-631674,119.31799,39.189056,4,77.42631990060273,13.279532313410906,619.18767,3594.424552383271,1717.8728392675373,1931.9440885690517,134.95062223327665,0.3519838464164711,2.148169139550654,3.5132369463846755,3.1381208355945223
mp-676804,129.67882,60.829166,22,301.9428240157233,8.664316828364267,1575.46928,4932.328939887204,2649.6515840526163,2958.545237952748,131.2944960020325,0.29717553015649645,1.755354055862165,3.659101483023122,3.161892809954967
mp-763434,68.81305,36.92209,20,213.77497105213183,2.433458456785888,313.2792964,6964.777122496069,3895.212560266248,4336.003432326148,215.89729888753033,0.27242416587303925,1.6137582367598542,3.8120203423832857,3.1770981039336093
mp-542458,81.32781,46.44581,19,302.9562003872405,7.630732035553197,1392.1850000000002,4332.839811198769,2467.119362406251,2742.243496144182,121.55960410716696,0.26011811604133855,1.549775683744416,3.9057841173356764,3.18599643140876
mp-33708,158.89967,53.95007,14,160.30021338039344,4.77807091758014,461.25129,6950.607197085165,3360.2354423084494,3776.686741236072,206.98687466651444,0.3474978932504759,2.110948823137784,3.5719869596157348,3.1919663184616405
mp-34034,30.291056,23.732204,14,484.83685209312955,4.566782008229943,1333.38881,3682.641171233569,2279.6275647382417,2513.831072550025,95.26808295030666,0.18938360575852486,1.24599394277208,4.596496070364327,3.2099266676883977
mp-20000,96.70516,41.8741,10,197.3387897678907,8.398653206218055,998.0975999999998,4261.703117829517,2232.893024943024,2497.5342290836206,127.71752851785901,0.31080385134733607,1.8417263548189164,3.6680164033382603,3.217769342097572
mp-19142,90.179276,38.26731,11,136.27935685350258,3.9448941938933104,323.75489,5982.783691373073,3114.5570745326836,3485.1819007779027,201.6316180274984,0.31411914242193995,1.863747512108073,3.6655764639663078,3.225528452703714
mp-767384,139.47241,64.60493,38,465.82610734725506,4.249563986055126,1192.1175999999998,7286.336172360898,3899.066424021588,4354.824551024621,167.25249225259253,0.29937277404252055,1.7688461476436472,3.7653082002252294,3.2624154472688875
mp-1019718,86.52757,59.4725,68,743.9235645026857,3.083757345960548,1381.5271195999999,7333.037761052557,4391.551684990016,4859.011731872498,159.65470418046084,0.2203971717829815,1.3673320558254418,4.350593399372836,3.2702827537713968
mp-35205,49.840702,27.973923,8,180.6877144828103,6.104435347453322,664.24,3778.1935467380936,2140.6907685933975,2380.4006488236473,125.35752107524347,0.26359536913340187,1.5674588799381324,3.985615713442017,3.271621020153663
mp-631637,63.816128,28.179129,4,81.88346655610927,8.91579255685785,439.65,3372.204773208703,1777.8036858294633,1987.6761142636353,136.27726921965973,0.30754372107696787,1.8204680836111882,3.7540161503047362,3.2825001740886477
mp-980001,28.203737,18.138268,4,138.1638556742206,7.160249324705397,595.7629499999999,2704.90625650398,1591.5996279697652,1763.9587790364692,101.58591444179227,0.23520641683260202,1.4314255105860276,4.24226125869513,3.2938787347033167
mp-973430,72.03526,28.569817,4,80.49422165474478,7.23553784944637,350.740912,3901.3433195365196,1987.0935622153672,2226.660202430966,153.53554049147286,0.3248508588507752,1.9379601945799494,3.7151285395058493,3.2960185248811857
mp-571059,63.197437,27.026682,4,90.83156479800886,7.790465911087676,426.13885,3568.998635342911,1862.5787733572058,2083.8799931299977,138.0183983944995,0.3128510339524497,1.8552756189448278,3.7543368480901367,3.2998471479680678
mp-775264,118.32506,63.16409,38,354.8113969490401,4.308385618725704,920.5831699999999,6856.496374401595,3828.933602515289,4262.734967141214,179.26645127160495,0.27341011658438463,1.6190577325640805,3.9675464662305635,3.3121123518979005
mp-763065,126.80435,52.19528,18,208.290526372199,4.345315933599122,545.0568192,6722.919535651483,3465.8114262893546,3880.6999859153766,194.9081982631258,0.3190212458407837,1.897078412117804,3.7749755047925473,3.3353904763503524
mp-13920,39.97878,27.44069,10,257.8274680172436,6.51218771091056,1011.1299999999999,3428.9057403979846,2052.7405021072145,2271.3239496576343,106.24599369139827,0.22070927162602882,1.3686388937611313,4.472955822306315,3.3646269172386063
mp-755969,91.46905,43.29418,16,301.4243360499119,5.302258665975639,962.47648,5304.520529453742,2857.4873276894346,3189.9729072423047,141.64593012473304,0.29559017802062065,1.745718494248808,3.9039630224707627,3.3667601024084837
mp-560132,123.95849,62.72677,32,442.7500790030937,5.949308179978997,1586.266,5907.100377841396,3247.081759656906,3619.4379924608115,141.38330686391075,0.2835028284351941,1.6748746885396566,3.981389047882654,3.3766562928452437
mp-29820,111.7045,65.72667,72,984.470584679406,3.1066097749448587,1841.7910176000003,8010.395095456516,4599.678320950442,5108.939617559095,152.89961740779563,0.25404160367051304,1.5195897148911224,4.195667692258699,3.383790450451763
mp-30506,57.095474,26.087704,3,75.33983308320705,11.930516953195491,541.296,2775.100232988822,1478.7279970286756,1652.0706810531772,116.45646855750644,0.30173916769434433,1.7835586128206167,3.9116355770434175,3.3986559536123364
mp-974058,91.339584,34.144352,4,46.50699815781755,7.054586657793028,197.579,4404.646187107211,2200.00491412529,2468.1485173249166,204.33451439393295,0.3338005844761434,2.0035093027482347,3.821392741782957,3.4059269020927623
mp-6097,70.61287,40.14549,24,240.07328434631435,2.288395005623385,330.8458772,7365.304292350175,4188.445599587401,4656.027954498013,223.03730637816466,0.2610236614732792,1.554351542278037,4.173175599264427,3.409741785854734
mp-27363,40.433876,26.768042,10,257.4942111136591,5.483429637422906,850.297,3725.9445177996927,2209.439743465689,2446.935159634648,114.50993856778827,0.22882995988762697,1.40329709782393,4.457622632110561,3.4139942233313842
mp-541513,105.894875,56.291397,28,364.47829536081287,5.323232944902819,1168.4174771199998,5830.309986013299,3251.8707684061105,3620.6493934713044,150.90575125689656,0.2742178930725268,1.6234193846536125,4.089211628305485,3.418201764011594
mp-690560,83.39643,45.914577,18,282.39573093531794,6.2928055777702046,1070.1714064,4793.86531424534,2701.1775968616435,3005.024527581108,136.36571348351515,0.2674064144740466,1.5871933250477888,4.148295762124386,3.4280588867694357
mp-556393,87.3164,59.475666,68,732.3861695852584,2.702114733703784,1191.776512,7852.503275077705,4691.5652879345525,5192.144185065245,171.49175431338173,0.2224436688176265,1.3759346935399417,4.5643098127154484,3.4467391405970105
mp-755405,105.47262,56.65781,28,461.7751797340384,6.330404345379612,1760.4063999999998,5347.406323280947,2991.6733120947033,3330.1269524733793,128.27060362822658,0.2721997744345242,1.6125558310300967,4.154772409155571,3.461471121815922
mp-10321,155.37076,64.113556,20,257.61780524218307,6.988759915787012,1084.24368,5870.542312395492,3028.829814245756,3391.2325389559146,158.6751152077875,0.3186238232714263,1.8943412403023987,3.92658500799242,3.468269794161229
mp-3470,117.93783,60.62239,40,414.5371508845033,3.217069602999887,803.1096,7860.36405803594,4340.96516894086,4837.020782534201,193.13753206059494,0.28058466955836925,1.6584361342276737,4.109254437664194,3.469774469130803
mp-558624,109.74338,59.61728,30,460.6963983541278,6.466464846267127,1794.04214,5409.599132670348,3036.3554793402036,3378.972691457291,130.25356535965585,0.270023127900847,1.6009628341011184,4.200527397699674,3.4868233416019203
mp-21494,117.45427,48.95105,9,174.11801693999686,11.892619425775695,1247.0163149999998,3919.7381742594753,2028.8140528485767,2271.0950957260675,121.08693668976623,0.31703453983107927,1.8834575525869905,3.963357550460969,3.4962803663441973
mp-752396,123.798874,60.17802,28,394.5963638339117,5.430990776818235,1290.5744,6129.345558738145,3328.736485635408,3713.8425958777243,150.74711535697332,0.2908425837007825,1.7173494757359125,4.08827227921973,3.503733596017342
mp-3927,69.92191,32.201195,6,134.56951580240712,7.699098993065304,623.932338,3828.6352626730395,2045.1070270512641,2284.4486253384857,132.72183455216765,0.30037854849604556,1.775076072615485,4.09133573538324,3.5491474270606718
mp-18229,156.08281,76.69302,36,448.64011155051514,7.372491977844362,1991.8806399999999,5919.551784243719,3225.304896627433,3597.5706589096017,139.91142381413374,0.28889561094409577,1.7059216043944885,4.1553579624381305,3.551690506949454
mp-672195,77.24283,43.733997,16,343.00852009874956,7.703691327511985,1591.3096,4194.769035452517,2382.649447781338,2648.901046140085,112.66109705120151,0.2618514309701188,1.5585522970731405,4.344780047178035,3.5552866913914496
mp-31449,80.18384,36.079254,6,146.6941680085891,10.866911838473488,959.99704,3435.9156443653924,1822.114665644412,2036.3906407273264,114.95645250271954,0.30436419044492297,1.800103885636431,4.082953013735143,3.558021653807391
mp-975657,45.695908,23.499271,4,80.97644629687447,5.820368575323075,283.83117999999996,3637.892149722746,2009.333175686042,2238.9225091022236,154.0740037917653,0.2804996043059213,1.657960671837048,4.280624021133649,3.614003996053558
mp-775799,198.27432,93.9637,40,502.34171720045356,10.604163468110585,3207.9424,5523.809761857669,2976.7464632512856,3323.017001652131,124.45414292619564,0.29537126726491225,1.74439444893751,4.192551334941718,3.614628070593018
mp-30403,53.165283,27.889526,4,73.54213427604104,9.43929610371335,418.048569,3093.837093167734,1718.9006055043783,1914.4234895900074,136.04079091920894,0.2767473084131509,1.637194052293041,4.320373585233466,3.626204680717712
mp-769524,128.83228,74.07653,48,455.0377389628984,4.963697655845227,1360.20272,6771.492569657679,3863.115174472777,4293.215619718308,166.17924142053658,0.25874680094780245,1.542884898152181,4.462816374054478,3.6312005799058094
