Material,Bulk modulus (GPa),Shear modulus (GPa),Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),Sound velocity longitudinal (m s-1),Sound velocity transverse (m s-1),Speed of sound (m s-1),Acoustic Debye Temperature (K),Poisson ratio,Gruneisen parameter,Kappa_Slack (W m-1 K-1),Kappa_cal (W m-1 K-1)
mp-763785,89.960945,24.61246,28,362.41192053267395,3.4788010555573337,759.2467984,5940.796799162818,2659.8840661897216,3000.576714006619,125.29886014702605,0.3746374239089317,2.353595501135,0.6758907966130279,0.5956544600034134
mp-644334,30.93085,13.751159,19,253.78119216263823,3.0038195035946407,459.075555,4049.8182762174874,2139.6006981522323,2391.834123575176,112.47459986149308,0.30640116166271364,1.813108864875058,0.682447805614984,0.5960172116445461
mp-9780,28.875463,12.168356,12,402.40677431756967,6.227956562351102,1509.252,2691.0091985027725,1397.7939778130021,1564.3564312100086,63.084668876968955,0.3152479263285627,1.8713400501395396,0.6821590781969593,0.600861276441021
mp-140,70.07651,10.172539,1,17.718394911193133,6.534325828191669,69.723,3577.7199278793787,1247.711802996744,1418.3171065219276,161.97267659862365,0.4307683057284413,3.0325948430458074,0.7953909198110953,0.6042041411709721
mp-777669,60.019077,24.62763,56,647.7236303004885,2.988617482911446,1165.7649024,5574.034208320024,2870.622905172385,3214.470811428235,110.60874119563222,0.3195203872112687,1.9005250312365845,0.6895501251608236,0.6094880660898156
mp-652776,30.136452,17.304804,52,908.3180992497662,3.011468813282855,1647.279296,4203.446365520075,2397.1441761805895,2664.1162779275687,81.89996768623487,0.2590177171508386,1.5442425629284664,0.7505160795089143,0.610968112835411
mp-542031,39.008144,18.219318,24,377.24809839894664,5.69042778963212,1292.7748,3335.2726634050973,1789.3430235928952,1998.1325710198828,82.33007096137216,0.29792797783745995,1.7599563283670476,0.726747835037522,0.6285796464547669
mp-769602,45.174877,20.028152,44,561.5302815419831,2.5772460639859833,871.5252384,5281.086945804017,2787.677320913435,3116.4972991934847,112.46539288106916,0.30686795056947225,1.8161098026492688,0.7262096672627415,0.6345487011954952
mp-770874,56.687008,24.477404,58,679.4462599906568,2.8878409154290754,1181.62393536,5561.556434143236,2911.3608804613204,3256.6071656933036,110.28680285805456,0.3112655415140661,1.8447684161819138,0.7253448403188469,0.636590901381065
mp-28336,29.196648,14.782515,40,782.9438513326726,2.01602910731058,950.5573360000001,4925.333538835589,2707.857205681203,3018.340365005794,97.49923677764545,0.2834010167747432,1.674296949304807,0.7575088879028737,0.6423536796089337
mp-704306,46.28056,24.079494,60,1068.5018394525846,5.036395726883599,3240.7536800000003,3945.1257819121697,2186.571882666153,2435.755495700793,70.93356871491454,0.2783023417160776,1.645751501349556,0.7635892898428791,0.6424798714920068
mp-20601,53.531197,13.810706,4,118.35685779631709,10.74471378589946,765.8419999999999,2587.6427029620436,1133.7322914444167,1280.1016163149654,77.62289702348559,0.38121818533561425,2.419382613098805,0.7361153355695735,0.6436044685621185
mp-770509,82.22286,25.815144,42,545.6989361675489,2.7178784898659196,893.1698316000001,6551.102845205301,3081.9263373668023,3468.7474401689933,126.37607258511315,0.35788980348627597,2.1988205163755783,0.7224375091160161,0.6442564567428625
mp-698644,50.633656,24.266327,56,1480.3779694174395,6.04217663716877,5386.62736,3706.063993492866,2004.035051642914,2236.5954463924113,58.42603872319528,0.29338109822881153,1.7324284778024235,0.7572226109365793,0.6511618158450159
mp-601420,115.99157,34.775307,28,518.2769050708008,12.61275544879129,3936.613104,3587.837115456221,1660.4679481826038,1870.3576281651112,69.32351576794657,0.3637153258975292,2.2507167692925667,0.7366731589915887,0.6550831238782093
mp-698160,48.703102,24.595743,74,658.5234987419963,2.289568462412249,907.9790188000001,5966.163026726399,3277.578919406671,3653.6005016916574,125.02796895574791,0.28387506303031484,1.6769895823655308,0.7758047586519726,0.6583312372125196
mp-759792,71.71549,32.211563,92,999.2745962455616,3.3913985248688476,2040.8663999999999,5814.663618105408,3081.88540808473,3444.4398803186377,102.57311319166587,0.3046663726661705,1.8020239130860796,0.7605521373686877,0.6629903785426169
mp-19155,55.09271,22.096228,24,341.218722736053,6.162611455994449,1266.3347999999999,3704.1244473516517,1893.5495508041574,2121.355479119692,90.3813955270904,0.323111639663555,1.925618220762596,0.7484037230112047,0.663220619398537
mp-776370,115.89196,34.61796,32,455.44553828077153,8.456004976089043,2319.2768,4377.64847192462,2023.336577854093,2279.2354067685437,88.19695184623616,0.364170075178089,2.2548519777777405,0.7460945904781595,0.6632773475483831
mp-510283,15.698753,10.58568,20,668.8176746005655,4.36484251667759,1758.0338076,2613.475859926024,1557.3100680542007,1723.9107529607695,58.68882415607702,0.2247228328255453,1.3856091419818661,0.876700219196329,0.6654096992999684
mp-769493,50.532536,21.845964,46,604.4848473144116,2.7267950930006877,992.6332636799999,5404.9942980799915,2830.475233708867,3166.0493589976777,111.48054554222351,0.31106855515354054,1.8434695133429375,0.7643557380771577,0.6707020907606278
mp-977115,26.974152,9.871834,4,113.65781772709173,7.477241108074005,511.78976928000003,2316.8588694409764,1149.0216851619093,1289.5997278974885,79.26200222029217,0.33690878661551954,2.0271066553559813,0.7586229386216019,0.6768774905975815
mp-573471,27.358847,20.35357,105,1900.773177103369,2.5895488526977197,2964.185,4587.478130053629,2803.5496602569633,3095.7150218415177,74.40362353158469,0.20193962792719639,1.293167308693021,0.9442442906780729,0.6799114765920856
mp-558807,27.816513,15.004527,28,603.0707987673549,3.662239620115806,1330.0438479999998,3613.624126063167,2024.127091473495,2252.9012681743666,79.38941525091845,0.27139805026643327,1.6082709295835744,0.8182370177465562,0.6807872510213441
mp-622521,72.918594,28.48761,46,695.5175642727884,5.0880277534993015,2131.1227999999996,4668.690546039652,2366.209919974533,2652.2897761650256,89.1240296032027,0.32716861743706943,1.9546041876363272,0.7732829956517756,0.6870053617672848
mp-850995,45.680042,21.94236,54,692.7734724818196,2.5404741067799614,1059.88055424,5431.119817543788,2938.896427062298,3279.7762727541945,110.35457609819747,0.2929738062677628,1.7299953294365313,0.8108053186452586,0.6968653439455945
mp-27211,38.642788,16.824389,18,281.37105210292316,4.562629570808096,773.1175416,3658.6866872085075,1920.2688579122623,2147.6078839477946,97.57496296010467,0.30989785659406327,1.8357796696514692,0.797843263453309,0.6992911175687396
mp-554053,75.65757,28.750858,56,850.4500034244389,3.6262853798345733,1857.2128000000002,5606.686755026534,2815.7521062704895,3157.923856946916,99.23432854430887,0.33135584053803835,1.9852562708895625,0.7898527328881694,0.7032454612755847
mp-30527,24.633411,15.52805,24,469.4702551757432,5.881606872930407,1662.8572800000002,2776.39136842471,1624.8395060434264,1801.693425876468,69.01678802027111,0.23954464489122937,1.451042771968018,0.9031575922855133,0.7076548633829851
mp-15600,42.34496,23.494932,76,1088.1188933594663,2.7257969127320583,1786.1616,5198.800169597492,2935.893856486649,3265.542593848643,94.5234967743916,0.2658776318524887,1.5792318675078034,0.8656596697953208,0.7134580981089458
mp-15432,25.400108,17.66689,56,1468.9336789398376,4.000914582390243,3539.2592,3498.027019910471,2101.359717993958,2324.3394221720637,60.87542820015714,0.21768277287078677,1.3560428221333682,0.9583652530140816,0.7159716827131087
mp-555144,52.706753,26.144384,56,802.2297604619638,4.293819279483971,2074.4044368,4515.914485416679,2467.557770621023,2751.7739859810936,88.17044811008714,0.28717254061095276,1.695905749568811,0.8560260820912108,0.7298926502490559
mp-6711,51.14694,27.240704,80,861.2553999638551,2.8668964972796704,1486.9448937599998,5523.550053068554,3082.500482437863,3431.918100355025,107.39139230408973,0.27385040200610666,1.6214328639203177,0.8766877846224352,0.7323892724416989
mp-619545,103.67348,32.29411,36,455.9543985992761,4.883425845254852,1340.9016,5481.514168388358,2571.575959193018,2894.738728466006,111.97269006859653,0.35890150167265666,2.2076921891064325,0.8217584273705713,0.7325335605859048
mp-779502,43.19023,21.619583,48,716.9201060885661,3.0483966192248477,1316.1128627199998,4860.487089105073,2663.1027443779954,2969.227872815464,98.77108372515326,0.2855062156314547,1.6863058747832922,0.8686957609919794,0.73892200454251
mp-677371,31.615894,15.958452,32,899.2527368882328,3.2476424936205555,1758.7369400000002,4035.6955618870984,2216.7222285298967,2471.0649695515062,76.21962100859872,0.28396792629916945,1.6775178369625716,0.8728558371146173,0.740788471465366
mp-770747,57.809837,26.150902,58,703.3099536918354,2.931864725517126,1241.77123136,5622.321401073207,2986.5608704107044,3337.3864995702875,111.72939844019596,0.3034558930874684,1.7943519134121297,0.8517642702960009,0.7415077806277115
mp-21741,28.496845,18.688984,56,1658.4135469594887,4.266240069380313,4260.7792,3538.432863233574,2093.0046825624368,2318.53008727077,58.31652908141896,0.23091182417012662,1.4123902985425805,0.9665084119149521,0.7435783850454593
mp-34982,41.678516,14.042367,6,132.70849730811045,7.31617910278574,584.701169,2873.3088949845132,1385.4089693868584,1557.3297607447166,90.89867434169784,0.3485485614391151,2.1195721640465752,0.8327832139457255,0.7441539856381215
mp-560799,42.741486,22.154884,45,560.8558070565646,3.3518848636568968,1132.11674784,4643.746814506622,2570.929676432587,2864.16362746126,103.40081502079552,0.27901003839472144,1.6496687340239187,0.8840863053313879,0.7446895701554088
mp-15571,19.719467,10.208371,12,419.5716855405569,3.737505670261664,944.362938,2986.281986057613,1652.6743847731539,1841.2291249992584,73.2232479464532,0.27925227021011745,1.651012819748934,0.8899392173005631,0.749902383747648
mp-559304,41.782272,23.740961,40,603.3683542265258,6.497799543602192,2361.0204,3361.816331102883,1911.4634291250518,2124.8809416113913,74.86582857516296,0.2611377656454837,1.5549295777313878,0.9180582252600958,0.7502658050323497
mp-772400,57.469013,25.712423,36,422.75511899200563,4.803260361192089,1222.8576512,4370.592145609889,2313.6807896997784,2586.0810731245465,102.58622633321134,0.30532636646638583,1.8062285963437787,0.8701601844144026,0.7590829362803103
mp-36508,15.437775,10.294838,8,120.78897698168252,5.95663352111538,433.2904192,2212.7114892577215,1314.6474908683274,1455.694424535827,87.67403502967252,0.22720796151296563,1.396272217526956,1.0010952918074365,0.7640016332873861
mp-685195,59.0205,25.849262,39,669.890784948108,5.27057122839502,2126.24151,4211.578218903075,2214.599679642474,2476.470694923654,84.26393489013995,0.30891159826228226,1.829340397747725,0.8776268916904849,0.7684655012792163
mp-557269,107.07389,33.12504,26,382.75752412798545,8.00581275791114,1845.3556,4346.4179180852625,2034.1148917852995,2290.0085157643325,93.90147094228642,0.3597769952452721,2.2154166820722736,0.8645928984825255,0.7704247384549897
mp-850742,28.213873,16.79387,32,429.44608785305417,2.97540482884115,769.4946704,4124.076310756693,2375.758948427771,2638.0552596258444,104.10163453735481,0.2516568806344758,1.5079847786256648,0.9600167934115506,0.7707086378592444
mp-865565,23.83019,10.44819,8,321.53297886927555,5.051192427119922,978.0709038,2734.1693470428463,1438.2141874632334,1608.2424005985658,69.89072467099005,0.30873172390842063,1.8281698258115515,0.8804877276668556,0.770830834084808
mp-773431,44.49978,18.05416,24,366.8208941719755,2.6424992731177075,583.740524,5094.08211494616,2613.853213337002,2927.626988766878,121.76082930097162,0.321309045536052,1.912957706290679,0.8766290341047598,0.7758746069421785
mp-554311,17.220844,9.78069,8,117.58425251393294,3.5510683799329636,251.4543192,2919.225245714501,1659.6069074345303,1844.9237360517088,112.11711340516786,0.26122614385208237,1.5553775127071663,0.9513635725604576,0.7776088304027158
mp-30905,50.2586,22.781527,36,708.452747684894,4.590563957098881,1958.5192,4191.080334128534,2227.7086435085653,2489.2826688088103,83.13434180889593,0.3031065987558281,1.7921475895909025,0.8961715421725065,0.7798608029256456
mp-541282,55.537212,22.908678,36,616.3157202640103,3.4395636163230243,1276.6078,5002.703820315948,2580.7642932500376,2889.578197068532,101.09039967792691,0.31868425164340225,1.8947570260917372,0.8878593581726935,0.7842646156803024
mp-29040,54.54471,26.24218,52,681.5742637851112,3.638358310926114,1493.3773216,4960.688479390537,2685.6364373474003,2997.0342510756454,101.39048227816613,0.2926899477001859,1.728302701933765,0.9170859466429333,0.7879144593247965
mp-864617,12.392579,7.412197,8,436.99806554217463,3.9895323868969763,1049.91082,2362.940682696951,1363.0521825306207,1513.3624458600655,59.373546579903724,0.2506545906812776,1.50314697923,0.9846102426399175,0.7889147138336161
mp-650031,46.30163,21.605755,38,900.6781194907891,4.2710901808346495,2316.64376,4193.508067364325,2249.1341065516503,2511.6259308751205,77.42982856999896,0.29809043199690166,1.7609524297733927,0.9133580126995746,0.7901402143262358
mp-554572,49.69613,24.569206,60,943.9080578034902,2.9283461451675468,1664.573616,5306.369377890664,2896.5721942190426,3230.446336341475,98.04584116543431,0.28777887699519816,1.6994198706057855,0.926467168483564,0.7906344256041551
mp-558108,20.542957,16.413885,29,521.5910362600798,6.209488843525438,1950.45921,2613.960764613418,1625.8398689128826,1791.961305099971,66.27684067226292,0.1845213136103255,1.2283861143756662,1.154810580025213,0.796739168581441
mp-14613,62.10722,29.355099,58,1509.3298691755988,6.401561130890915,5818.633,3976.938632802516,2141.4050578039187,2390.645296007621,62.048358787566144,0.29583962706812433,1.7472291509149405,0.9345188404992407,0.8061802884792234
mp-762319,61.042576,28.079264,72,817.8421543712999,2.2680048388245764,1117.0288,6589.546923307043,3518.6078658676897,3930.49561830392,125.13170520105895,0.3005800233691227,1.77632815507018,0.932089303201318,0.8087598745983681
mp-6090,42.302628,18.447887,22,267.3564734310745,2.851366767354347,459.08667712,4843.796654831447,2543.5880620804423,2844.6223162550796,131.46321685609283,0.3096268823051604,1.8340069365759397,0.9339726448223236,0.8183865475298768
mp-573316,24.695324,13.595262,12,345.9822432155491,7.294781291156459,1519.9069038,2422.8641816905047,1365.1728610249208,1518.7393492461129,64.40830233457925,0.26742012179732205,1.5872649846125675,0.9963003877662661,0.8233399152594677
mp-555390,21.407934,14.056964,20,300.9302825269225,3.6418176801888174,659.9864127999999,3320.3713201886812,1964.6566613355599,2176.2861322138065,96.68755409160566,0.23064331931867232,1.4112126412539145,1.0835789636326054,0.8331625002024498
mp-753975,62.410812,26.2461,23,388.59373297844826,8.59705792621181,2011.8544000000002,3366.022826504641,1747.2596942760917,1955.5495305461166,79.78356409379735,0.3155826283943823,1.8736007408204611,0.9461101406788945,0.8335953672914431
mp-20301,73.53784,21.831133,10,253.13056220326,9.155818563086354,1395.70188,3348.285377762156,1544.150220173934,1739.6249485064193,81.87487371621899,0.36493124012057987,2.261801432706646,0.9387406644066336,0.8341374723439094
mp-569812,28.541239,12.664184,10,196.7348752772144,3.6260368941228953,429.60020000000003,3539.484812972837,1868.841587906114,2089.243126489878,106.9477718511756,0.3067282511412826,1.8152108732738583,0.9558654067732972,0.8350951951615869
mp-554769,36.861847,15.86685,12,252.31841251909418,5.473100656163364,831.636,3255.8421197099024,1702.6627661806826,1904.701842114407,89.74024088234171,0.31178469839369893,1.8481985782167183,0.9516401165476954,0.8356076924016379
mp-36383,83.921974,23.201881,13,188.5485015612416,4.522790625118462,513.547324,5039.3792136348075,2264.948646740491,2554.6332109809464,132.63681023657765,0.3734294682985272,2.3418404553406615,0.9496325646617442,0.8379404142577555
mp-571467,22.175167,10.545516,10,381.4042787866023,3.7317324421903475,857.13052308,3116.118811491146,1681.0424044500862,1876.4450145834269,77.03425133297745,0.2947571657618883,1.7406884774548832,0.9739345964546919,0.8390210491408326
mp-762371,29.246859,15.795974,20,314.2986318799631,3.5060295764634923,663.6039584,3788.0126806334797,2122.5865812378424,2362.4190236298987,103.44733605041733,0.27115367031247833,1.6069682690959408,1.0194074233924777,0.8478170378529579
mp-779880,50.538666,26.655186,56,1144.5604079094855,4.773645957340347,3290.3327999999997,4246.423433937364,2363.0110541903764,2631.470210402119,74.89659867896147,0.2757193593996498,1.6315745570902909,1.0195714776909262,0.8543450121966565
mp-675590,65.57107,20.828323,13,250.9380707373693,5.1790265244756775,782.6464,4245.363315422936,2005.4095933062101,2256.6535964427153,106.51708120712135,0.35638380587622703,2.185721445298115,0.95757821459787,0.8544041883588704
mp-4172,28.509066,16.371355,36,768.6344426402355,2.4240289439964204,1122.0405296000001,4556.979678155111,2598.8033212864366,2888.230050939395,93.87177837645416,0.25900509224388973,1.544179254601763,1.0517736852875128,0.8561911358549824
mp-770553,100.38453,30.843397,32,343.9154870784295,3.163415436984837,655.1773344,6688.273342887432,3122.5038904807275,3515.732819409807,149.3969836337606,0.3606460427446551,2.223128012266604,0.9619574317045283,0.856837633220217
mp-672240,75.83253,28.863918,24,475.1072981516427,9.127145078437303,2611.425,3539.071650668029,1778.32103834562,1994.3599000749246,76.09384155928612,0.33111395907247687,1.9834647865251283,0.9642070070267819,0.8583855713487101
mp-17100,75.74975,30.156097,44,644.1711342879355,4.161373891123604,1614.3172960000002,5278.758099918661,2691.963702681894,3016.280481707993,103.97952938824378,0.3242688137364665,1.933815884655133,0.9703018519537736,0.8605202951101606
mp-532091,44.207504,27.894188,98,1503.7415541599535,3.00581533011788,2721.98920256,5203.917313694931,3046.3213463072057,3377.8130476496617,87.77841856095232,0.2393337535956023,1.4500799209321662,1.0995880870100436,0.8611881164641675
mp-18897,37.90507,20.690199,32,469.89413077867886,3.9795235524238404,1126.11307712,4056.7533312387363,2280.1677199506266,2537.1723680049845,97.16126855539076,0.2690919074671776,1.5960418488619292,1.0397286744347412,0.8617035921551431
mp-571230,58.510796,25.090065,24,627.870066781431,9.17953474135975,3470.894,3165.185055615398,1653.2577160842964,1849.5829896191958,64.30732431969477,0.3124083534114919,1.8523324708348554,0.9854295127931204,0.8657820766499136
mp-38011,15.815176,6.236609,3,69.39249975885672,1.727033383850767,72.17124,3737.955909118194,1900.3075403081332,2129.6579770645144,154.29394887653535,0.32573506461335316,1.9442830418607544,0.9775552286314911,0.8677513910899886
mp-554858,31.332851,16.699646,20,366.6917289594251,4.1455918168287305,915.4582745600001,3595.7149508362095,2007.0600351333878,2234.533693829412,92.94579502259799,0.2737138471424867,1.6206956457072959,1.0540252489128246,0.8803407054186618
mp-773138,51.28938,20.05152,22,321.8395257923864,2.8265319270064158,547.8279385599999,5253.989518712175,2663.463168990519,2985.439843630277,129.69953181155586,0.32706221003748,1.9538350927568895,0.9916456340656273,0.8809508352069432
mp-643907,149.39005,43.270363,32,265.73915729347584,6.082106366425355,973.3308000000001,5835.0707026099535,2667.2778782502323,3006.1582228143197,139.20981645640927,0.3679279699197485,2.2895058203300214,0.9953892021969967,0.8825985882729915
mp-16904,33.92191,17.32411,24,935.1093888310958,5.468412254494025,3079.46,3229.13149100966,1779.8968840762816,1983.586506605188,60.39118477369687,0.2817935912131856,1.6652159802330908,1.0435769141537705,0.8828012475539375
mp-849465,63.317265,22.386482,18,241.63314940260065,3.811363424179741,554.6101052,4944.112353583608,2423.5542547373975,2721.8601984316324,130.10386164545181,0.34185742014213133,2.0656084063185225,0.9971961908549735,0.8907608086811978
mp-2512,159.04088,36.078987,12,181.96253312733035,11.079017918188477,1214.0432,4324.021524934156,1804.5816461101356,2041.2942116576282,107.24774177192081,0.39454733118245144,2.5623819209703766,1.0459425649124494,0.8940388946723338
mp-17229,25.420147,16.42353,28,391.298631961843,2.9612185243623848,697.7979495999999,3997.411178804315,2355.038617230907,2609.7737193262365,106.22904745771692,0.23420111919607348,1.4269357714327484,1.1562871464812592,0.895878677513932
mp-19462,44.460308,24.54176,48,733.6075769478427,3.738266030567132,1651.524096,4543.858050815796,2562.227839739802,2850.2690729293317,94.08949438358593,0.266894549401989,1.584520899144167,1.088033664395441,0.8983280980716654
mp-2911,37.60138,20.061197,36,1134.6230105217567,4.526924935022945,3093.1841919999997,3770.26098413831,2105.1196145221656,2343.6507700966777,66.89889003505695,0.2735165643916024,1.6196314804728154,1.0765984995046702,0.8989029732158798
mp-28376,37.409885,15.51291,7,95.16945531973408,6.202927720762963,355.50458499999996,3060.3169131174877,1581.42381480555,1770.462962813511,115.45095464491799,0.3178417301087366,1.888972937417678,1.022966577570669,0.9030036184475826
mp-567680,29.615967,12.368821,9,268.84259370070197,3.858529563846216,624.6990000000001,3456.81343104029,1790.4130665959267,2004.1367722643708,92.44949461515907,0.3166979513455992,1.8811652209221577,1.024053749431048,0.9031188830571968
mp-554923,104.565735,38.83893,56,789.2012537211491,4.899358454504199,2328.5088,5649.11842052813,2815.554970422553,3159.1190077691494,101.77628821495742,0.33474489723706574,2.0106317514678094,1.0136259828826262,0.9037470918186372
mp-22747,33.124954,16.787954,14,200.1075030508968,4.899593227774238,590.438,3365.9005621853944,1851.0530976083228,2063.2485372401866,105.02039125364391,0.2832186710704068,1.6732629793448361,1.0676537001550095,0.9051049834159277
mp-541090,46.430157,24.646944,36,530.464996416793,4.933831254013346,1576.1296,4008.8941311969047,2235.0610677432114,2488.6091604478815,91.52667001876705,0.27448456707313,1.6248632566275012,1.0826766512329893,0.9054110616943472
mp-5546,75.3137,28.829948,30,481.4074388613533,5.335428957484222,1546.796,4617.404952735833,2324.5412747734704,2606.64371866904,99.01947506926616,0.33025966756076686,1.9771581315137938,1.018240668473632,0.9061186913009075
mp-558169,55.564613,29.52685,72,899.7811008325267,3.012429917584381,1632.31781664,5613.734045229323,3130.7621954031993,3485.8342892957608,107.4989755847574,0.27428336088733807,1.6237736699277145,1.0848805473368013,0.9069564666904092
mp-554310,24.592247,10.63758,4,109.05072802847647,7.2709000512689475,477.4937,2309.3282576254587,1209.5597611925464,1352.9459794238933,84.31033409459859,0.31097556697699325,1.84285686108082,1.0342216335475585,0.9074214032558192
mp-974611,63.64335,18.156027,4,99.71724827246665,13.451986560858963,807.8069999999999,2555.5306786683427,1161.76207651474,1309.6904862059519,84.08563105946692,0.36974723430404133,2.3065974890979515,1.0336877616416837,0.9152135041526646
mp-17500,41.65467,24.902563,36,519.5353852086647,6.204755484056539,1941.2912896,3473.417952598648,2003.3631855834076,2224.3091643093985,82.37586424629227,0.2507526893215763,1.503619447109621,1.1438211987128541,0.9166570294105335
mp-559145,36.863132,24.123957,144,3362.813685312982,1.4452722627996768,2926.8696144,6910.971577916551,4085.5397096465726,4526.007771994114,89.94097067517386,0.23138571016010903,1.4144722985848774,1.1950471050553952,0.9203440028101022
mp-3915,51.715874,14.483563,4,97.46806756532263,6.302162887338698,369.91580000000005,3357.127313803617,1515.9780068440998,1709.5182587700588,110.59347442014054,0.3719259923972508,2.3273441912927226,1.0482836235809432,0.9263376264328974
mp-19481,34.665165,22.430195,52,822.7543127171265,3.324651826372727,1647.279296,4407.063791614514,2597.427521666427,2878.2732864929544,91.45030989196805,0.23387297013870859,1.4254747470184117,1.204041104446993,0.932226399329998
mp-555073,74.38461,32.263374,52,968.1170707367336,4.898741675694996,2856.03364,4895.491623563545,2566.3307293065004,2870.388009288911,86.38556766042775,0.3105254616555141,1.839895866043463,1.0635838938150763,0.9327783845752641
mp-972175,65.29014,20.241135,8,148.86325380550767,6.9392863784509276,622.09,3646.6361669752314,1707.8904948004263,1922.6748568191053,108.0073278329521,0.35950912396428825,2.213048574362359,1.0546464166793743,0.9398903667430549
mp-553981,32.066025,18.481247,24,364.02015114402695,3.9485699134038286,865.5978312,3789.6670197214407,2163.444303580741,2404.1744875284817,100.24607698082845,0.25826617989404477,1.5404807543662258,1.1614386238901768,0.9441715818278037
mp-30874,75.33476,26.941275,18,538.4493835846503,10.084631071329488,3270.0606,3321.487445689481,1634.4779350714002,1835.261969742903,67.16241658802123,0.3402347462159692,2.0528549174442503,1.070798626174441,0.9562258969781292
mp-777673,60.31074,24.301655,28,334.91230064090445,2.890007566020228,582.8824512,5663.966995310907,2899.8025940511543,3248.358921809053,139.26121737083125,0.32238565897297533,1.9205033525251978,1.0796774564566223,0.9563134156516748
mp-771168,47.25631,21.823914,24,346.9427804190371,3.8964675745211985,814.1038771199999,4426.727665566072,2366.632277115064,2643.4401764075155,112.00224945340246,0.29989422845534375,1.7720718530469088,1.103854188162549,0.9570204588682508
mp-696114,14.542546,7.1965475,3,64.81816055001093,3.326275447268704,129.83919500000002,2693.8352159854953,1470.8994762640255,1640.4075346747325,121.58016590223036,0.28760464573383276,1.6984089339327189,1.1300148154864131,0.9641014143954757
mp-557737,34.261322,18.527224,28,690.1283418024673,3.7651469643534177,1564.8139088,3957.3417661595354,2218.268974275499,2468.840589334505,83.17503101200516,0.270912844393056,1.6056861271631515,1.1620233278493481,0.9660362875710846
mp-22328,36.95696,17.405449,18,375.8146256913248,3.778624781324725,855.1816,3990.2698884348792,2146.2273761977704,2396.2189440700713,98.8579988795412,0.29646926975179494,1.751051304731247,1.1206790903961916,0.9675436976998634
mp-772769,46.999157,23.310179,36,552.9641332088783,3.2583095570051155,1085.02615424,4895.2180195008705,2674.7095654705217,2982.7945886402663,108.19343333804295,0.2871963316808894,1.6960434229056853,1.1366022698390406,0.9691593898110048
mp-605809,26.538166,19.11996,40,1364.1661943989748,5.471572139004656,4495.0064,3083.733884363135,1869.336275855743,2065.842373111178,55.456351929927266,0.20952451269763872,1.3229194706681828,1.326309952384637,0.9723487288735093
mp-510430,24.364393,16.229431,32,577.0567773353473,2.5017113552836996,869.374,4288.224132348759,2547.024069231946,2820.370639268245,100.85789038212036,0.22745818807094648,1.3973525647723086,1.2853597730646937,0.9814810695197248
mp-974463,67.545425,17.48981,4,96.03255917739395,8.184924781910524,473.35187,3331.895587673434,1461.7907559069463,1650.4234312919605,107.29984391529075,0.3808195941223747,2.4153117641399264,1.1249728416402558,0.9841218145131981
mp-769606,164.00023,55.511578,84,941.9483545983741,4.860419654625194,2757.0951999999997,6997.87011912953,3379.5190647003888,3798.5741403529896,115.36873226808412,0.3479168842650264,2.114380869704541,1.10799744639682,0.9901068108787954
mp-866639,34.93464,19.94956,32,1054.4170111475676,5.067462048283577,3217.7612,3484.676748894656,1984.1358773483405,2205.4031554458793,64.5100037756996,0.260132200123024,1.549846696685612,1.2138996301621967,0.9902184387416512
mp-1019575,73.39426,35.99207,108,1608.0584994594358,2.520691826024907,2441.0265264,6939.373726161977,3778.7097248121268,4215.037363677852,107.11345413522288,0.2892529021462191,1.708009912919286,1.1625420171749605,0.9941484080970947
mp-555237,44.00722,22.46541,28,437.8696874417733,4.132457330399837,1089.693,4230.556578134613,2331.5943151612314,2598.444429806443,101.87673469687657,0.2818709876354585,1.665651484006782,1.1792996880026152,0.9977312214457207
mp-17324,22.751604,14.83985,20,497.9424921421011,4.0835170538877605,1224.516,3227.5405506570605,1906.3277725000216,2112.026619071286,79.33220674686308,0.23211545200060502,1.417687271852922,1.300458750829168,1.003098585843214
mp-662810,67.768036,39.387356,132,1803.079782126457,3.2836364475710953,3565.5038784000003,6052.395888885552,3463.3858585264084,3847.9843074633704,94.12497084618545,0.2565590929849781,1.5319871829046934,1.2423052051343366,1.0066991049384793
mp-26209,40.141697,20.38595,22,325.47557759691415,3.978090218476967,779.729448,4113.810775379088,2263.7484407970146,2523.1343354252717,109.20540030297688,0.28283718054502677,1.671102959685699,1.1897665449981323,1.008051517346909
mp-862933,82.58136,20.574074,4,86.21508414957952,10.84820530514225,563.2381379999999,3184.519851844028,1377.1498486162686,1555.7494382734894,104.84678334298981,0.3849831429653794,2.45840282876128,1.1595824599112325,1.008329134213097
mp-510341,11.960721,10.89112,16,589.0861288921735,4.996352583571509,1772.4858494,2302.2400573854,1476.4193609430029,1621.71517861705,57.59589434250606,0.15072624329393497,1.1151735657496775,1.5997030025827905,1.0113118085309978
mp-38322,21.553114,15.7006445,18,263.73721800537703,4.710937958284515,748.22068,3003.1422104028557,1825.5975643663937,2016.9364128398697,93.63645069291732,0.20693165218881668,1.3126383831777584,1.3889079416679735,1.0120488385429685
mp-30009,8.849249,6.3127394,3,54.72221400852889,3.6958488994474186,121.7948064,2161.4327347726135,1306.9284921931262,1444.679396998963,113.29049372627331,0.21183906105511674,1.3321960299943842,1.377356114450711,1.0152414209019565
