epoch,lr,train_loss,val_loss,train_n,train_mae_log_K,train_mae_log_G,train_mae_log_ratio,train_residual_corr,train_kappa_mae_total,train_kappa_mae_prefactor,train_kappa_mae_anharmonic,train_gamma_mae,val_n,val_mae_log_K,val_mae_log_G,val_mae_log_ratio,val_residual_corr,val_kappa_mae_total,val_kappa_mae_prefactor,val_kappa_mae_anharmonic,val_gamma_mae,val_select_score
0,0.00999938933078422,0.8906179635209482,0.28376437564498014,7691,0.2332097887992859,0.25249767303466797,0.1411224901676178,0.8486846481354787,0.4636811912059784,0.377451628446579,0.1459302455186844,0.33601680397987366,1648,0.12522175908088684,0.15491387248039246,0.13968603312969208,0.5582788626137954,0.3455631732940674,0.23034927248954773,0.1452980935573578,0.3345612585544586,0.3455631732940674
1,0.009997557473810372,0.26690837731598227,0.23112101635886628,7691,0.1282362937927246,0.14497575163841248,0.13165326416492462,0.545819359618754,0.313156396150589,0.2159234583377838,0.13687612116336823,0.31516891717910767,1648,0.13016405701637268,0.13965177536010742,0.12643402814865112,0.4856387274789321,0.299350380897522,0.2079889476299286,0.131874680519104,0.30365270376205444,0.299350380897522
2,0.009994504881061753,0.22004171919952892,0.2092451689023416,7691,0.11298435181379318,0.13246288895606995,0.1301952302455902,0.45849650668454556,0.2988559305667877,0.19703024625778198,0.13533706963062286,0.3116251230239868,1648,0.11693976819515228,0.13815535604953766,0.12726187705993652,0.44775626618506065,0.30435994267463684,0.20568189024925232,0.1327289640903473,0.3056197464466095,0.30435994267463684
3,0.009990232305719946,0.21556390528405478,0.20640832330416709,7691,0.11512447148561478,0.13211023807525635,0.12967045605182648,0.4496362117201705,0.2957392632961273,0.19657471776008606,0.13477292656898499,0.31032612919807434,1648,0.10717940330505371,0.12546971440315247,0.128044992685318,0.39694841625761385,0.28803929686546326,0.18659836053848267,0.13356927037239075,0.3075546324253082,0.28803929686546326
4,0.009984740801978986,0.22173999794367122,0.18793087951766635,7691,0.11619477719068527,0.1336825042963028,0.13018003106117249,0.46230370903545864,0.2996789515018463,0.1988954395055771,0.1353188008069992,0.3115830719470978,1648,0.1030934527516365,0.12592346966266632,0.12712882459163666,0.40262551217946985,0.2924826443195343,0.1871456801891327,0.13256517052650452,0.3052425980567932,0.2924826443195343
5,0.009978031724785247,0.2309266303905336,0.21175481928783713,7691,0.1218835711479187,0.13679315149784088,0.13031642138957977,0.4830115006287891,0.30176132917404175,0.20361484587192535,0.13546641170978546,0.31192296743392944,1648,0.10275239497423172,0.133768230676651,0.1268557757139206,0.41750590562641204,0.2997185289859772,0.1990468055009842,0.13229788839817047,0.3046271800994873,0.2997185289859772
6,0.009970106729503141,0.21324640250131593,0.1854151711591239,7691,0.11493788659572601,0.1309979110956192,0.1305888593196869,0.4405947557935927,0.2958902418613434,0.19484606385231018,0.13575738668441772,0.312593013048172,1648,0.10367336124181747,0.1308022141456604,0.1299189329147339,0.38675669262456486,0.3029799163341522,0.19441762566566467,0.13559378683567047,0.31221628189086914,0.3029799163341522
7,0.009960967771506667,0.21808657461459824,0.1986863874984019,7691,0.11596766114234924,0.13251739740371704,0.1292577087879181,0.4596066407880012,0.29576003551483154,0.19719310104846954,0.13435210287570953,0.3093571364879608,1648,0.11504387855529785,0.1254255473613739,0.12571220099925995,0.43461832058935834,0.28234243392944336,0.18661603331565857,0.13107232749462128,0.30180516839027405,0.28234243392944336
8,0.00995061710569696,0.2078549690634698,0.17264307384352082,7691,0.1131921112537384,0.12875136733055115,0.1252223551273346,0.4594004559065488,0.28674939274787903,0.19163887202739716,0.13007105886936188,0.29949966073036194,1648,0.10348545759916306,0.11734673380851746,0.12493647634983063,0.3856653647025984,0.27460163831710815,0.17446251213550568,0.1304759979248047,0.30043208599090576,0.27460163831710815
9,0.009939057285945933,0.19642815692126248,0.1885001788150917,7691,0.10870175063610077,0.12385614961385727,0.1162121593952179,0.49474154413953814,0.27095577120780945,0.18444038927555084,0.12042216211557388,0.2772822976112366,1648,0.0973973348736763,0.13033083081245422,0.10940525680780411,0.5410645695426373,0.2810423672199249,0.1940426528453827,0.11371758580207825,0.2618444263935089,0.2810423672199249
10,0.009926291164466132,0.18312723909656925,0.2266406256307676,7691,0.10187054425477982,0.12174522876739502,0.1063721776008606,0.5283328500038879,0.2612837255001068,0.18134236335754395,0.10998661816120148,0.2532535791397095,1648,0.11561542749404907,0.1352519392967224,0.10899493098258972,0.5925791947102235,0.2806379199028015,0.20161722600460052,0.11280643939971924,0.2597464323043823,0.2806379199028015
11,0.009912321891107011,0.17942965656863807,0.16905452745053376,7691,0.10193201899528503,0.11914105713367462,0.10576210916042328,0.5199753610128615,0.25527748465538025,0.1774919629096985,0.10928334295749664,0.2516342103481293,1648,0.09229401499032974,0.11412567645311356,0.10066692531108856,0.5068503446907581,0.24729003012180328,0.17000426352024078,0.10440441966056824,0.24040007591247559,0.24729003012180328
12,0.009897152912577742,0.18411002684679567,0.16520153651538405,7691,0.10240820050239563,0.12252486497163773,0.1053173691034317,0.538047284940712,0.2620013654232025,0.18253189325332642,0.10877068340778351,0.25045374035835266,1648,0.09282571077346802,0.11190085113048553,0.10287550836801529,0.49626028554512064,0.24491989612579346,0.16667866706848145,0.10682114213705063,0.24596476554870605,0.24491989612579346
13,0.009880787971596802,0.16640014835249353,0.1610813111934847,7691,0.09578822553157806,0.11569266021251678,0.10317543148994446,0.5078377210092686,0.2514152228832245,0.17229342460632324,0.10658173263072968,0.24541349709033966,1648,0.0984736979007721,0.12532822787761688,0.10126984864473343,0.4790525931369507,0.2654108703136444,0.1866375207901001,0.10517370700836182,0.24217142164707184,0.2654108703136444
14,0.0098632311059685,0.15582666903474585,0.14532519052329573,7691,0.09027840197086334,0.11232548207044601,0.10090632736682892,0.48449949603727094,0.2461380958557129,0.16718915104866028,0.1041857972741127,0.23989668488502502,1648,0.08741351962089539,0.1078898087143898,0.10320866852998734,0.44843014294310674,0.24162277579307556,0.16057699918746948,0.10719521343708038,0.24682609736919403,0.24162277579307556
15,0.009844486647586725,0.16631243561693976,0.1534646798684759,7691,0.09787151962518692,0.11272680759429932,0.10298071056604385,0.5037233530636529,0.2441737800836563,0.16791558265686035,0.10631179809570312,0.2447919398546219,1648,0.08585689961910248,0.1126023605465889,0.10044097900390625,0.48900622356061385,0.24675028026103973,0.16765856742858887,0.10449826717376709,0.24061615765094757,0.24675028026103973
16,0.009824559221366103,0.1639838549474981,0.1818424849544914,7691,0.09555228799581528,0.11635857820510864,0.10224197059869766,0.5042691509277805,0.2512836158275604,0.17327654361724854,0.10553541034460068,0.24300426244735718,1648,0.09552497416734695,0.1170259341597557,0.09881236404180527,0.5419639110650308,0.24836426973342896,0.17446394264698029,0.10248120129108429,0.23597168922424316,0.24836426973342896
17,0.009803453744100871,0.15738157777835235,0.15828919114129056,7691,0.09190431237220764,0.11206229776144028,0.1018507182598114,0.48733637888174763,0.24499040842056274,0.16681550443172455,0.10509609431028366,0.24199271202087402,1648,0.0868643969297409,0.12032492458820343,0.11396342515945435,0.5083058186354341,0.2733320891857147,0.17892776429653168,0.11885648220777512,0.27367720007896423,0.2733320891857147
18,0.009781175423251737,0.1568599125672388,0.1829119405700165,7691,0.09143464267253876,0.1113509014248848,0.09869420528411865,0.5113396493639842,0.2403598427772522,0.16582736372947693,0.10182169079780579,0.23445308208465576,1648,0.09317397326231003,0.12238965183496475,0.0968010202050209,0.5703023699220726,0.2579162120819092,0.1824137419462204,0.10040291398763657,0.23118624091148376,0.2579162120819092
19,0.009757729755661014,0.15425757515679997,0.1384137501415697,7691,0.09189117699861526,0.11307591944932938,0.09916572272777557,0.4999496787214906,0.2450774759054184,0.1684093177318573,0.10233801603317261,0.2356419861316681,1648,0.084147147834301,0.10118439793586731,0.09940582513809204,0.4519093830405923,0.22786535322666168,0.15056709945201874,0.10308895260095596,0.2373710721731186,0.22786535322666168
20,0.009733122526196352,0.1484576236684771,0.14399816443040533,7691,0.08883132040500641,0.10926134884357452,0.09914509952068329,0.4751299310400615,0.23903711140155792,0.1626635193824768,0.10229066759347916,0.2355329543352127,1648,0.08202483505010605,0.11258242279291153,0.10101991146802902,0.47041458243139506,0.24866251647472382,0.1675904095172882,0.10508731752634048,0.24197250604629517,0.24866251647472382
21,0.00970735980632342,0.1401664894992083,0.1323106280229624,7691,0.08518655598163605,0.10618715733289719,0.09688270092010498,0.47394978308161634,0.23318733274936676,0.1580776870250702,0.09987783432006836,0.22997720539569855,1648,0.07943331450223923,0.1015457957983017,0.10183843225240707,0.43651301252721697,0.23242516815662384,0.15106992423534393,0.10571170598268509,0.24341021478176117,0.23242516815662384
22,0.009680447952607849,0.1393791767760691,0.14506716953897938,7691,0.08613068610429764,0.10450944304466248,0.09971027076244354,0.4454893043534823,0.2328651398420334,0.15552937984466553,0.10295304656028748,0.2370581477880478,1648,0.08153826743364334,0.11505050957202911,0.10290714353322983,0.4568959330808105,0.2565896809101105,0.17115361988544464,0.10714302957057953,0.24670591950416565,0.2565896809101105
23,0.009652393605146848,0.14107771215594928,0.13336346045281122,7691,0.08607567846775055,0.10815804451704025,0.10133345425128937,0.44413430410117727,0.24140149354934692,0.16093002259731293,0.1045222356915474,0.24067135155200958,1648,0.07735112309455872,0.10094183683395386,0.1003071516752243,0.43690050736127,0.230142742395401,0.15011906623840332,0.10381001979112625,0.23903143405914307,0.230142742395401
24,0.009623203685930873,0.12743448966804335,0.13571776767957558,7691,0.08149334043264389,0.1008719652891159,0.09463883936405182,0.43653839174393255,0.2244865596294403,0.1501305103302002,0.09753163158893585,0.22457487881183624,1648,0.08632011711597443,0.10501613467931747,0.09644263982772827,0.4256435482018394,0.23186787962913513,0.1563102900981903,0.1001855880022049,0.23068583011627197,0.23186787962913513
25,0.009592885397135709,0.13437999580929763,0.1514715840226238,7691,0.08303989470005035,0.10498236119747162,0.0958215743303299,0.4588095043159773,0.23220817744731903,0.15624476969242096,0.09871502965688705,0.227299764752388,1648,0.10228153318166733,0.10801059752702713,0.09629031270742416,0.4619553195377226,0.2276679426431656,0.1610703319311142,0.09968727827072144,0.2295384258031845,0.2276679426431656
