material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,ALIGNN_K_VRH_pred,ALIGNN_G_VRH_pred,ALIGNN_Kappa_cal,ALIGNN_is_low_kappa_candidate,alignn_prediction_reliable,space_group,crystal_system,worse_model_Kappa_cal,formula_reduced,also_in_this_screen
eb76dad8b3,K2Ru(Cl2F)2,9,223.7126873441661,2.665287999952478,359.0754064,20.004751265149267,6.80200322005514,0.0411056983334184,0.0170712057988702,0.3472975696960191,2.109311111306186,0.3331325051675312,0.259276857528603,0.330592065946978,0.4205178581532149,True,14.241753578186035,6.712477684020996,0.4645618390693914,True,True,I4/mmm,tetragonal,0.4645618390693914,K2Ru(Cl2F)2,False
9dc733aa85,K2Os(Cl2F)2,9,226.9134909771998,3.2801593294213687,448.2354064,18.028641697242737,6.099124688240367,0.0208207919627,0.0615571780366872,0.3479907042395516,2.114986480268108,0.2547533269719955,0.1406796926489824,0.2532711752661805,0.4551644356808086,True,13.83531665802002,6.898102283477783,0.4647246054926913,True,True,I4/mmm,tetragonal,0.4647246054926913,K2Os(Cl2F)2,False
20ff0e5d0c,Er2TeBr5,8,333.39313992896007,4.291580692305079,861.6379999999999,15.885106123842885,7.001345103757532,0.067117695394439,0.0232834513680317,0.3078547611969594,1.8224796073654463,0.4669003277737674,0.3198134620699632,0.4671240528006343,0.6539485440140331,True,9.188289642333984,3.614173889160156,0.1532431200030648,True,True,P1,triclinic,0.4669003277737674,Er2TeBr5,False
f58888cfa6,LuSbI6,8,374.73304892784034,4.688953280379853,1058.15382,7.603769622316254,2.204244933026358,0.0343899138137247,0.0433697791033128,0.3678275353814943,2.288568316838369,0.0518887180388975,0.0333560706387605,0.0517902222821954,0.0818140679108247,True,3.470477819442749,3.958738803863525,0.4674406598552791,True,True,R3,trigonal,0.4674406598552791,LuSbI6,False
757d018561,Gd2(BrCl)3,8,311.7946012966441,3.518033823337272,660.571,10.99522333432909,5.845214370428702,0.0356388875499285,0.0502182785100994,0.2742049480169553,1.623349345257081,0.467487275757489,0.2818104103132344,0.4666390258647567,0.7557438657746839,True,8.286370277404785,4.094785690307617,0.2543289265530501,True,True,P1,triclinic,0.467487275757489,Gd2(BrCl)3,False
88350da99f,NaScSnBr6,9,304.63406806565246,3.630753910100604,666.0796812799999,9.39813745685861,5.812438111017882,0.0721635642551453,0.0480977049392269,0.2436205634142505,1.4698404663855602,0.4675548389353369,0.2736085322705509,0.4723619604469787,0.7682775974778574,True,9.829416275024414,3.37973952293396,0.1121764040844091,True,True,R3,trigonal,0.4675548389353369,NaScSnBr6,False
33a4234ddb,Rb3Ag(PAu)2,8,241.9802508861185,5.628124066021613,820.152262,25.37932225254954,9.364320231668705,0.046041454794601,0.0183886521369497,0.3357180744269678,2.0180144375104887,0.4677998951129254,0.3562842015108645,0.4719368019543206,0.6047732165342851,True,22.14596939086914,7.514431476593018,0.3067024948001399,True,True,C2/m,monoclinic,0.4677998951129254,Rb3Ag(PAu)2,False
0b5574a75e,Cs2HPtI5,9,398.0926041856869,4.573450627592799,1096.4251938,10.914105465291916,5.379876381512589,0.0576996046601752,0.0608989231804447,0.2883171458842372,1.7025489330870414,0.3230975848959895,0.170597927952815,0.3236735685394462,0.5982061935255613,True,4.659430503845215,4.5422844886779785,0.4690068584284171,True,True,I4mm,tetragonal,0.4690068584284171,Cs2HPtI5,False
77aa45d8de,Ti(PSe3)2,9,266.93857395241406,3.630229540752472,583.574524,8.922595599589696,5.767871206693712,0.0508799842578874,0.0075560231218217,0.2340823164360803,1.4264065676188475,0.4614394748213226,0.3784692746140696,0.4618432902266208,0.5608920913731923,True,19.52130889892578,7.97699499130249,0.4699319592079425,True,True,C2,monoclinic,0.4699319592079425,Ti(PSe3)2,False
22772d2a07,Rb2ZrAgTe4Au,9,323.5096141481044,5.530146135131154,1077.394369,15.4273436006823,6.697467394166897,0.0347098454823712,0.0047806391076884,0.3103756843063435,1.8389122222873693,0.3332369084826396,0.2883229205513046,0.3326748269579802,0.3843185023747106,True,15.277175903320312,7.751413822174072,0.4885639680925798,True,True,C222,orthorhombic,0.4885639680925798,Rb2ZrAgTe4Au,False
e2e64b1307,Cs3Ag3AsP,8,272.8352703089249,5.040717615067528,828.2163177,14.958034967565824,7.392857964002604,0.0522690582851325,0.0254524163094494,0.2878337225316563,1.699738291599967,0.4930853858742849,0.3554816760664011,0.4931176124634031,0.6740073471641691,True,20.76222419738769,6.937081336975098,0.2941435439283864,True,True,R3m,trigonal,0.4930853858742849,Cs3Ag3AsP,False
5dfbe90198,Rb3Cu(AgAs)2,8,239.3205409735585,4.756581623737135,685.529,23.07307384526624,8.907106698189862,0.0121426502509841,0.0192167605810948,0.3289864588635271,1.9678181133409784,0.4940814926370819,0.4035694913945122,0.4912743281219021,0.604887590705738,True,23.66303253173828,9.054086685180664,0.5014921661994001,True,True,C2/m,monoclinic,0.5014921661994001,Rb3Cu(AgAs)2,False
bcb3257dd0,Cs3Cu2AgP2,8,246.57896129595017,4.68454792555062,695.6240797,19.45014424439834,8.351353814761113,0.0565767411883515,0.0274508083009094,0.3121934753106621,1.850906510434522,0.5120255880222007,0.3596758918285249,0.5069183517699478,0.7317444961941421,True,26.20793342590332,8.755716323852539,0.4182609120489207,True,True,C2/m,monoclinic,0.5120255880222007,Cs3Cu2AgP2,False
9d0c89704a,NaYSnI6,9,400.19459432543096,4.116269051152864,992.03243928,8.408014756553362,4.343979389532231,0.0741660382513921,0.1083584072948698,0.279627845289801,1.6531001215041008,0.2598053210888394,0.0825333737558581,0.261398181290719,0.7361012359603497,True,7.095392227172852,5.394814491271973,0.5207644981231687,True,True,R3,trigonal,0.5207644981231687,NaYSnI6,False
222af8439d,K3Ag(SbAu)2,8,257.7754298031124,5.556805649700048,862.6162380000001,23.05094740642378,9.29790916448281,0.043060572183436,0.0221095965802797,0.322221412787993,1.919349153310918,0.5241128288210825,0.3982876970024871,0.5210374098739998,0.686336821797185,True,19.744678497314453,8.338619232177734,0.4676848292136455,True,True,C2/m,monoclinic,0.5241128288210825,K3Ag(SbAu)2,False
89d8976c21,KRb(Te2Au)2,8,294.09652457728873,5.809410312266424,1028.899238,18.34539703071096,8.388561978502421,0.1334133694200015,0.0809811138719786,0.3016099021506589,1.7827500113254078,0.5247816973773607,0.2008116381606516,0.5302100008929529,1.3169867032991458,True,19.928661346435547,6.0093536376953125,0.202204347862061,True,True,P4/m,tetragonal,0.5247816973773607,KRb(Te2Au)2,False
e7a5db403b,CeErBr6,8,327.3696180560009,3.990933815561623,786.799,12.661381276669388,5.500984588757462,0.0618577350092021,0.0415268229682775,0.3102460040206449,1.838061231205768,0.3300736014932656,0.1994735833582391,0.3282358316945792,0.5240490093625906,True,8.665780067443848,5.7172369956970215,0.5331729215223485,True,True,C2,monoclinic,0.5331729215223485,CeErBr6,False
