material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,stoichiometry_pattern,is_low_kappa_candidate,space_group,space_group_number,crystal_system
8973ebd0ca,ReOF5,28,460.95376759042506,4.282508274692231,1188.793664,3.182687420483681,1.852458108405316,0.0525419585802251,0.0970206735269711,0.2562666376216487,1.530539167534812,0.0269396943510014,0.0102018826362456,0.0264929609201547,0.0636319905810468,"ternary oxide (A-B-O, other ratio)",True,Pnma,62.0,orthorhombic
abbd9e4b22,COF14,32,562.9635055646781,1.7343153906021582,587.9754896000001,5.497180044034906,2.4049955891438834,0.0546488727790767,0.0375720622359652,0.3090923417428674,1.8305178119567744,0.0436744203135016,0.0283238881368444,0.0434407366346484,0.0662830924903784,"ternary oxide (A-B-O, other ratio)",True,P2_1,4.0,monoclinic
f7559a5b03,S24ClO3,28,935.6837515752256,1.513821760227983,853.0111999999999,1.1335221419103194,1.0443236361365982,0.0741520212997297,0.0697534681630291,0.1475761082048619,1.1053717790643478,0.0367186239934734,0.0181268310396172,0.0362268431845589,0.0684267655869098,"ternary oxide (A-B-O, other ratio)",True,R3m,160.0,trigonal
d8d45058ea,CuSCl6O,18,562.7912008831009,1.913889124475416,648.6568,5.458528312283415,1.8320869832100863,0.0757413317575163,0.0692889193435768,0.3490674432799192,2.123851923965712,0.0368387723308932,0.0176484725582471,0.0366309853084593,0.0756445024021117,complex oxide (4 elements),True,P-1,2.0,triclinic
3bdadbf5e7,AgN5O14,20,308.1645612122838,2.165594653589857,401.8933,9.236685360063614,2.7470437879947216,0.1101507578950972,0.0926481467396126,0.3647091909661339,2.2597704988095555,0.0409543325044878,0.0149563275063248,0.0401632841527856,0.1119463292608683,"ternary oxide (A-B-O, other ratio)",True,I-4,82.0,tetragonal
24bc5d47d4,Rb6BaO4,22,581.1603609331393,4.080949664696638,1428.2628,18.503934736037053,8.047022172278288,0.0595406335682343,0.0605190268193882,0.3100887957531308,1.83703042535526,0.2545374365746844,0.1327382681977055,0.2544420487970825,0.4866738599478814,"ternary oxide (A-B-O, other ratio)",True,P6_3mc,186.0,hexagonal
40f30f3ad5,Fe3Br4O,32,877.6810947083379,3.8077652659038783,2012.6016,16.980027445292084,7.195954141656972,0.0747322559482674,0.1205406503213299,0.3143332110943478,1.8651836638098824,0.1709781875726453,0.0493721123437666,0.16858162035031,0.5684254607926227,"ternary oxide (A-B-O, other ratio)",True,P2_13,198.0,cubic
