epoch,lr,train_loss,val_loss,train_n,train_mae_log_K,train_mae_log_G,train_mae_log_ratio,train_residual_corr,train_kappa_mae_total,train_kappa_mae_prefactor,train_kappa_mae_anharmonic,train_gamma_mae,val_n,val_mae_log_K,val_mae_log_G,val_mae_log_ratio,val_residual_corr,val_kappa_mae_total,val_kappa_mae_prefactor,val_kappa_mae_anharmonic,val_gamma_mae,val_select_score
0,0.00999938933078422,0.45944496130683043,0.3147125082108581,8428,0.26944443583488464,0.29015839099884033,0.15139710903167725,0.8189014801465532,0.5223214626312256,0.4339662194252014,0.1578865498304367,0.3635472059249878,1648,0.15995576977729797,0.1787237823009491,0.1382545530796051,0.6968541813429391,0.35636189579963684,0.2667182981967926,0.1446431279182434,0.3330531120300293,0.35636189579963684
1,0.009997557473810372,0.32706447806356076,0.29323240420193347,8428,0.16806553304195404,0.16351567208766937,0.1379741132259369,0.6294814256298917,0.3279418647289276,0.24408188462257385,0.14403103291988373,0.3316437304019928,1648,0.16498036682605743,0.1582215577363968,0.1280284821987152,0.6603377551503916,0.3126733601093292,0.2362949401140213,0.13358931243419647,0.307600736618042,0.3126733601093292
2,0.009994504881061753,0.3186973814976741,0.2864082690002849,8428,0.1679164320230484,0.15723010897636414,0.13566944003105164,0.6219150626311157,0.31492140889167786,0.2347932904958725,0.14157387614250183,0.325985848903656,1648,0.17847946286201477,0.18310366570949554,0.13246290385723114,0.667264404201683,0.36115583777427673,0.27328982949256897,0.13842469453811646,0.31873464584350586,0.36115583777427673
3,0.009990232305719946,0.2923067864233926,0.25588027684433945,8428,0.15911471843719482,0.16041046380996704,0.1266901046037674,0.6456178625000836,0.3186004161834717,0.23947399854660034,0.13187207281589508,0.30364668369293213,1648,0.15091769397258759,0.15772923827171326,0.1190720647573471,0.6729975846405869,0.3053482174873352,0.23567548394203186,0.1237683892250061,0.2849872410297394,0.3053482174873352
4,0.009984740801978986,0.2684579256959136,0.23957628546987922,8428,0.14126820862293243,0.15288743376731873,0.11762331426143646,0.6518691999178216,0.3053593933582306,0.22816133499145508,0.12218684703111649,0.2813456058502197,1648,0.12606796622276306,0.14365845918655396,0.11565624922513962,0.6548987159935264,0.2988406717777252,0.21410588920116425,0.12060254067182541,0.2776976227760315,0.2988406717777252
5,0.009978031724785247,0.2588545378769638,0.22717046853408074,8428,0.13621923327445984,0.15088528394699097,0.11316374689340591,0.6501860594876608,0.30130675435066223,0.225171759724617,0.11741860955953598,0.270366370677948,1648,0.13069124519824982,0.15511567890644073,0.10488549619913101,0.6005789053781769,0.30587759613990784,0.23144033551216125,0.10879716277122498,0.2505147457122803,0.30587759613990784
6,0.009970106729503141,0.25879388162888334,0.23374624116328155,8428,0.14254659414291382,0.15518327057361603,0.11182179301977158,0.6787547508690475,0.30325087904930115,0.2316974401473999,0.11601687967777252,0.2671387791633606,1648,0.12668992578983307,0.16247770190238953,0.11545158922672272,0.6432871692439812,0.33139148354530334,0.24221917986869812,0.12030916661024094,0.2770220935344696,0.33139148354530334
7,0.009960967771506667,0.24525552073614712,0.23031352793128745,8428,0.12929554283618927,0.14756011962890625,0.11015462130308151,0.6474076773361048,0.2970273196697235,0.2201354056596756,0.11422302573919296,0.2630082368850708,1648,0.11440031975507736,0.12815362215042114,0.10077495872974396,0.6166560808609195,0.2621292471885681,0.19116801023483276,0.10452685505151749,0.2406819760799408,0.2621292471885681
8,0.00995061710569696,0.24608385737580488,0.2174942311152671,8428,0.12931300699710846,0.14436371624469757,0.10891842097043991,0.642009594805203,0.28948283195495605,0.21540327370166779,0.11292862147092819,0.26002776622772217,1648,0.1063777282834053,0.12300683557987213,0.10481547564268112,0.5955207823690677,0.2613859474658966,0.1832757592201233,0.10872729867696762,0.2503538727760315,0.2613859474658966
9,0.009939057285945933,0.24011737566510252,0.23296667968185203,8428,0.1240391656756401,0.1406354159116745,0.10784172266721725,0.6369658194593646,0.2845872938632965,0.20980273187160492,0.11184103786945343,0.25752347707748413,1648,0.10833888500928879,0.1230921670794487,0.09879321604967117,0.6251969316442448,0.2525075376033783,0.1836351901292801,0.10239230841398239,0.23576699197292328,0.2525075376033783
10,0.009926291164466132,0.23408174192277414,0.223160215951864,8428,0.12287726998329163,0.13993757963180542,0.10567224025726318,0.6366020765871238,0.2813608944416046,0.2087867558002472,0.10947303473949432,0.25207099318504333,1648,0.146079421043396,0.17729642987251282,0.1060330867767334,0.6333972165887537,0.3428572118282318,0.26463979482650757,0.11038307845592499,0.25416645407676697,0.3428572118282318
11,0.009912321891107011,0.22696902957582676,0.20977265539678555,8428,0.11958722770214081,0.1360418051481247,0.10545627772808075,0.6207372886575169,0.2755618393421173,0.2029440999031067,0.10923559963703156,0.25152429938316345,1648,0.11552105098962784,0.13782009482383728,0.09732659161090851,0.6138233353242436,0.2757776975631714,0.20563171803951263,0.10112965852022171,0.23285964131355286,0.2757776975631714
12,0.009897152912577742,0.2237116081854943,0.2115297569233237,8428,0.11990652978420258,0.13523371517658234,0.10411390662193298,0.6259917014202118,0.27336013317108154,0.20176172256469727,0.10777886211872101,0.24816998839378357,1648,0.11385597288608551,0.13303551077842712,0.10877852141857147,0.6289574175253508,0.28004053235054016,0.19827133417129517,0.11313088238239288,0.2604934871196747,0.28004053235054016
13,0.009880787971596802,0.2225818775477543,0.20567627280082518,8428,0.11828304082155228,0.13202808797359467,0.10448452085256577,0.6140678948221844,0.2689739465713501,0.19694466888904572,0.10814783722162247,0.2490195780992508,1648,0.0955166220664978,0.1194421723484993,0.1058226078748703,0.5638674533782306,0.2600381374359131,0.17778700590133667,0.11006239801645279,0.25342804193496704,0.2600381374359131
14,0.0098632311059685,0.22542782362654812,0.21024302631905936,8428,0.12323028594255447,0.1381867676973343,0.10476847738027573,0.6424298411907677,0.27867618203163147,0.20615139603614807,0.1085003912448883,0.24983137845993042,1648,0.16077934205532074,0.16966550052165985,0.09622877836227417,0.5726900572213187,0.3087292015552521,0.2536519765853882,0.09968552738428116,0.22953440248966217,0.3087292015552521
15,0.009844486647586725,0.22297295471136186,0.2101385858163093,8428,0.12128761410713196,0.13560184836387634,0.10290585458278656,0.6329713256432207,0.2724013328552246,0.2023308277130127,0.10653424263000488,0.2453041672706604,1648,0.10276496410369873,0.13257133960723877,0.104574054479599,0.604717963820346,0.27833476662635803,0.1975501924753189,0.10897517204284668,0.25092458724975586,0.27833476662635803
16,0.009824559221366103,0.217497924131469,0.21090077239911534,8428,0.11720016598701477,0.1312650442123413,0.10243841260671616,0.6151249269398191,0.2676452398300171,0.19580936431884766,0.10601579397916794,0.2441103756427765,1648,0.11377192288637161,0.11323593556880951,0.112314373254776,0.5177309394274572,0.24919526278972626,0.1687696874141693,0.11726139485836029,0.2700043320655823,0.24919526278972626
17,0.009803453744100871,0.21303558981865572,0.20305351276420852,8428,0.11312619596719742,0.1268790364265442,0.10256032645702362,0.5957613975276608,0.26161879301071167,0.18922336399555206,0.10612889379262924,0.24437080323696136,1648,0.09874976426362991,0.11584826558828354,0.09694674611091614,0.5841231640678419,0.24272912740707397,0.1726909726858139,0.10038825869560242,0.2311525195837021,0.24272912740707397
18,0.009781175423251737,0.21388359819054886,0.20916810009664702,8428,0.11344531178474426,0.12977100908756256,0.10297300666570663,0.5943798134178807,0.26610109210014343,0.19351935386657715,0.10657187551259995,0.24539078772068024,1648,0.1096511110663414,0.14891599118709564,0.11215852200984955,0.570890468455683,0.3125319182872772,0.22177307307720184,0.11638885736465454,0.26799526810646057,0.3125319182872772
19,0.009757729755661014,0.21865031155693515,0.203415590871885,8428,0.12335490435361862,0.13376876711845398,0.10303942859172821,0.6370300384660023,0.26787665486335754,0.19966386258602142,0.1065816730260849,0.2454133778810501,1648,0.10721398144960403,0.12913239002227783,0.10099285840988159,0.5697909439766944,0.26981648802757263,0.1924508810043335,0.10464177280664444,0.24094659090042114,0.26981648802757263
20,0.009733122526196352,0.2076985727965577,0.210114985704422,8428,0.11454298347234726,0.12592242658138275,0.10038232803344727,0.6054015659455496,0.25632748007774353,0.1878560483455658,0.1037459522485733,0.23888389766216278,1648,0.10185840725898743,0.1221236065030098,0.09906572848558426,0.6122931522386107,0.2525709867477417,0.18207837641239166,0.10279753804206848,0.23670007288455963,0.2525709867477417
