material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,space_group,space_group_number,crystal_system
dca9f9ab5b,RbPS6,32,933.881750157275,2.1965387987514435,1235.326248,5.782113732532075,1.557251265540932,0.0662022639047942,0.0672749609635079,0.3764321171826751,2.371240983593848,0.0140645747293757,0.0066376100894294,0.0139756366493719,0.0291030336122268,True,Pca2_1,29.0,orthorhombic
d11f17d6c1,Rb(S8I)3,28,1105.7903488527554,1.855683186608018,1235.74121,1.4903209344506003,0.8951696920288205,0.0501528357173727,0.0449469343477691,0.2497723846365839,1.498908042766585,0.0189802780873767,0.0120306274428133,0.0193401102631875,0.030092488473791,True,R3m,160.0,trigonal
bf4afd71df,DyAgBr14,32,1382.6040138940707,3.3364997187865293,2778.0484,7.290619919963614,2.08146365650849,0.0516498472876399,0.0277907898556373,0.3696550190348466,2.3057261052817206,0.0214396465234686,0.0150533659081031,0.0211884721745382,0.0302776704270419,True,Pmc2_1,26.0,orthorhombic
7e5456dbad,P2I13Br,32,1652.4438582064274,3.6007732168759854,3583.219268,1.7408868253372094,1.1244472407976445,0.1211281006878213,0.0258820076423495,0.2342615035932674,1.427204863628971,0.0205792253417214,0.0120252186129477,0.0205495178821884,0.0324344177066561,True,Pc,7.0,monoclinic
6071813527,TePBr4,24,1284.5352439503788,2.472653937362049,1912.759048,4.986966361796172,1.3072608462436437,0.068333654369509,0.0770059735055175,0.3794644706219868,2.4015562722357884,0.014673194117321,0.0065484274234159,0.0144199517045134,0.0328333703429635,True,P2_12_12,18.0,orthorhombic
b07ceed845,K2S17,38,1033.3065721871562,2.003309930236038,1246.6032,3.404140649144716,1.2163856431154223,0.1375304662044481,0.0939835720685296,0.3403526833208857,2.053777575784381,0.0121046611127287,0.0042010787372671,0.0121957469647839,0.0347620419312895,True,P-4b2,117.0,tetragonal
6dd77e1ebe,P2AuBr9,24,953.8105644026456,3.4054778829263177,1956.100186,4.113398174451198,1.2357623490712448,0.0683401487972084,0.103155884463158,0.3634612984538906,2.2484122007646548,0.0121015522726702,0.0042089996026638,0.011901537702428,0.0348104678285402,True,P2,3.0,monoclinic
9a602188e5,Ce(SeCl6)2,30,992.3760074160988,2.421165994122967,1446.944,5.948972991357039,2.074382353087219,0.0279967128159449,0.0162800628607139,0.343806713299955,2.0810984751856623,0.0298323317473716,0.0246207770979802,0.0298213423988006,0.0363167037682502,True,Fdd2,43.0,orthorhombic
ec7a003ca3,Y2WCl12,15,533.0250719709429,2.4520232635278973,787.0877,4.726483817140552,1.3415085279816126,0.0948295654322536,0.0594249371898837,0.3703519115671488,2.3123247964937046,0.0199612941887595,0.0098566233157844,0.0201842783498244,0.0398644873894418,True,P-31m,162.0,trigonal
a8efde69d2,NbSCl9,22,678.5332142890318,2.173393042382578,888.09676,4.460018456667799,1.3835487595731304,0.0726328068371644,0.0743384150328942,0.3594297760123413,2.2123478940259265,0.0181078269311805,0.0082481209928432,0.0181664064684057,0.0407178679336059,True,R-3m,166.0,trigonal
aa5318a88b,ReTeSeBr4,28,1039.303999314964,4.552815362258382,2849.532,6.914878326639518,2.3014390193042717,0.1080547616165234,0.0201438353349094,0.3502062204142526,2.133293807178206,0.0262774075631965,0.0157122788212891,0.025642197473802,0.0417629130435667,True,I-4,82.0,tetragonal
d9720bb713,CuCl9,20,784.7364446321938,1.6192963752694591,765.246,3.2397972736949945,1.2232410758015693,0.1248641847853464,0.0306753878010946,0.3323199150522159,1.9924224007245177,0.0249991996162083,0.013829074184767,0.0247094839035518,0.0440749860747724,True,Cc,9.0,monoclinic
