material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,space_group,space_group_number,crystal_system
bbabdf6758,TaAlI8,20,994.8503069773516,4.083254641552919,2446.3303572,1.8133535879448184,1.0303858647631423,0.0600653591608918,0.0894443547546321,0.2611325947248094,1.5549033755487038,0.0202199612741085,0.0085953113824059,0.0201861499124722,0.046541127483705,True,Cmcm,63.0,orthorhombic
034fa20312,VCl8,9,405.0293428063881,1.371651446320822,334.56550000000004,2.4330540166402046,0.8995849814205764,0.1050235441519295,0.0208176701177429,0.3354166231775873,2.0157229401565546,0.0298444186310886,0.0186165117796812,0.0298193254088201,0.0467465413708492,True,I-4m2,119.0,tetragonal
76e07b4a1e,Ta2AlGaI16,20,977.3431723175478,4.229017112108233,2489.0718186,1.7867403553806644,1.0075867957839133,0.0581094673738254,0.0932294941392328,0.2626529841277651,1.5626364139365343,0.018955615248809,0.0074203132224309,0.0192452622215115,0.0476477088360967,True,Amm2,38.0,orthorhombic
8f1a15f00c,PSe6IF6,28,669.9147552353717,3.696427035074653,1491.2573024,10.859361521509571,2.957311273023612,0.0427730939330893,0.0469272387700266,0.3751676517179056,2.358786104233713,0.0293864752309792,0.0175429557473323,0.0294999328277119,0.0481844315948005,True,P2/c,13.0,monoclinic
ccfd6e5f98,YBr6,28,1178.988895113661,3.2018415911117186,2273.3194,8.379298475444116,2.3983452469385225,0.0657053585365612,0.0488861864196195,0.3693533400911964,2.3028791811382168,0.0294188234566762,0.016674751362194,0.029370681129691,0.0518380605650035,True,R-3c,167.0,trigonal
474af20d56,Na2AlGaI8,24,1063.8015687877714,3.614905607768016,2315.83967432,2.9589576915823925,1.6287001866705375,0.0744868939465662,0.0445999707789119,0.2674519781820911,1.587431543405074,0.0352548434329331,0.0198449860516334,0.0354336693685223,0.0589025296374782,True,Pmn2_1,31.0,orthorhombic
90f0556408,Cs3Rb3V2(IrBr9)2,28,980.503498561448,4.3688851509043225,2579.7087557,13.027109313584369,4.119455088204716,0.0072357511380234,0.010551132404295,0.3569659575807892,2.1907698590456146,0.0595390041002643,0.0532919923906212,0.0594841324755952,0.0666583090292302,True,P3m1,156.0,trigonal
a0a157b12d,Lu5ScI18,24,1149.4108460554596,4.628880709689588,3204.071372,16.69479110208942,3.0936803301455083,0.064134755780905,0.0905023625864065,0.4127361725770148,2.7817379272263354,0.0258414547751306,0.0108771271535134,0.0259914889404035,0.0667165594809238,True,P3,143.0,trigonal
ef7f9e3016,Er3AgBr24,28,1148.7895443909845,3.653192025973744,2527.3412,8.525414071125432,2.793505865819902,0.0878927844631031,0.0467805714163425,0.3522983430437083,2.150818389491437,0.0398678130612785,0.0227879047557125,0.0398646048084057,0.0722858416118622,True,R3,146.0,trigonal
23893d0da1,TaCl7,16,827.5457910157968,1.7221250429575106,858.23776,3.5260396044810416,1.3650237896259212,0.0994589639133462,0.0578391880839936,0.3285597223035147,1.964703394078388,0.0373612503066412,0.0179362360478665,0.0368256517160504,0.0724074854862034,True,P4/nmm,129.0,tetragonal
8636a4b743,Cs4NbSbI12,36,1772.7706775054596,4.250971324675157,4538.2836552,6.96139615162556,3.184091045810772,0.0188455804015613,0.0215251290088946,0.3015588705216864,1.782430948153257,0.0580396813603613,0.0465110088232188,0.0582185271558123,0.0724418017942071,True,I4_1/a,88.0,tetragonal
3a6b2b52a1,LiAg3S2,12,267.20908170158765,4.905329183993436,789.3512,28.4244921712562,4.400854243227191,0.0672375675242825,0.0443487138221563,0.4263860537445293,2.9681671700387,0.0435479524845184,0.0267590318232121,0.0438270446780959,0.0729932786977462,True,Ibam,72.0,orthorhombic
6ba0526214,Rb3VIrBr9,28,940.440609407622,4.303717759349999,2437.3958,13.92486011589835,4.2198391528815815,0.0065656279256539,0.0245338492375705,0.3623798539463463,2.238644260930481,0.0585109985743649,0.0459875867901131,0.0588941585919968,0.0751124680872692,True,P-3m1,164.0,trigonal
20620d6773,CaHf2MnBr12,16,592.6694135360509,3.9528978607112144,1410.8440449999998,7.642032683603206,2.837330889569284,0.0063993674434542,0.0263818933660752,0.3348047403083243,2.011084481663333,0.0631741361364921,0.0487343053645925,0.0631715520463446,0.0818911484177143,True,P312,149.0,trigonal
5218f4abd7,Cs4TaBiBr12,36,1471.0928476706308,4.245108654462517,3760.7961752,9.091572905345446,3.7965917826453626,0.0239548358769336,0.033857637027167,0.3167155622802048,1.8812850506482688,0.0644979803362184,0.0458786963091196,0.0641244710825138,0.0896527137919474,True,I4_1/amd,141.0,tetragonal
bd0cdccd5e,Mo(SF6)2,30,498.8768940909678,2.583296943685921,776.1016768,9.8075488283078,3.747323017494867,0.0747848787389351,0.0309746756744054,0.3305399549483305,1.979223769730152,0.0616279410996402,0.040759187954712,0.0612450933728507,0.0947530799495744,True,Pnnm,58.0,orthorhombic
70cc7da303,TlRe2Ag(OF2)4,16,305.7389206950371,4.891641043588583,900.6503256,13.751759708467016,3.614834031219609,0.0230740516485468,0.0773230693983524,0.3791567333939439,2.398450581680808,0.0447292360165175,0.0211875048246685,0.0439616931584254,0.0973832067542121,True,Cmm2,35.0,orthorhombic
86ff065e61,Rb3Co2Br9,28,895.3683757883246,4.0556335952333775,2186.81158,14.831996007686774,3.97091492603849,0.0276390719236544,0.0790822038800705,0.3771043325109245,2.3779065335380327,0.0471851092235976,0.0217907268211694,0.0467638782139584,0.1046399208938447,True,P6_3/mmc,194.0,hexagonal
c23af56c1a,Cs6BiTe4Br,24,1235.8724094119104,4.290752225392685,3193.4342228,12.724115693350276,3.85353227447996,0.0920890879314785,0.0274449987553513,0.3624585969288762,2.2393531475072894,0.0653022784802934,0.0399086359747213,0.0651307462494807,0.1049130658362942,True,P6_3mc,186.0,hexagonal
59bce876eb,CsRb2BiTe3,28,1396.2075783775497,4.2607257971511885,3582.4858076,13.980413333113445,4.198967571296505,0.0881918069320386,0.0309753455619387,0.3634932158182784,2.248701546924268,0.0659313121645828,0.0408931797287972,0.0657591800997314,0.1078515234591544,True,P2_13,198.0,cubic
d345e5a53e,Rb4NbRhBr12,18,644.2674343341772,3.8571689235871935,1496.53108,14.66451663865754,4.343838492616632,0.0232482497776566,0.0301715912474235,0.3652025284475829,2.264286784677928,0.0863083245879386,0.0630607001895221,0.085953194495871,0.1158899884273752,True,P4/mmm,123.0,tetragonal
664c074e91,K4Au6Se5,30,927.6305741795538,6.2044137435681,3465.985228,12.64261636123166,4.791093257213053,0.0273282886984584,0.0531664927522298,0.3317692458659587,1.9883241302393804,0.0700643055957874,0.0406020486534057,0.0709191215873914,0.1188867553395774,True,P-62c,190.0,hexagonal
37103e6df2,Hf6InFeBr14,22,677.070025185426,5.788621762123776,2360.259,8.841829254690307,4.011161362891725,0.0654958617751084,0.0277048153534107,0.3029665265719988,1.7912648125910104,0.0827732234953771,0.0565654448313986,0.0813856057889067,0.1190678065876473,True,I4/mmm,139.0,tetragonal
660939cd61,IrOF8,20,346.77335352302646,3.44970100498633,720.4072512,3.993025350798576,2.625186771273574,0.0365516924705176,0.0554064085643924,0.2303677560137883,1.4100055328727092,0.0725167611346402,0.0424396094403615,0.0719171688759967,0.1205031274091,True,Pmmn,59.0,orthorhombic
14f4e4045b,Hf6CoI15,22,783.0074943381262,6.433075132077298,3033.440245,4.834791055999038,3.0632567905839307,0.0324895206273319,0.0519441627607734,0.238445926017955,1.4460368315437422,0.077076200043136,0.0461054812900816,0.0763036631596971,0.1230766884722359,True,Im-3m,229.0,cubic
b7d6f18a56,Rb4ZrPtI12,18,814.7099982741498,4.384227610949249,2151.03284,7.933748615172212,3.4825711582292795,0.0594453096565007,0.0072877051732767,0.3085364398747172,1.8269003032727709,0.0965936067736826,0.0748787964981483,0.0961566263836251,0.1234691961437834,True,P4/m,83.0,tetragonal
c78856ff7e,OsBr3F2,24,697.3767613602831,4.456877331991036,1871.7552256,8.634457384148002,2.951429634985637,0.0602265898226632,0.1143505325307866,0.3465716560767676,2.103393698007332,0.0405712384568201,0.012872795355892,0.0407332424470719,0.124426523486669,True,I4,79.0,tetragonal
2da71988d0,Li8Hf3TeBr24,36,1059.433900152315,4.13208335463874,2636.294,11.8600127557341,5.051887606446343,0.0453705818188338,0.0267401781288088,0.3135005602925647,1.8596073300720417,0.0918771339138411,0.0666285861465257,0.0912997035645166,0.1260756458604697,True,P-3,147.0,trigonal
557692e22e,K7Rb(Au6Se5)2,30,934.4658642764182,6.241428898278764,3512.3547280000003,12.183197061918053,4.795242016726916,0.018659133171559,0.0595082202500125,0.3260275234425486,1.9463816032588337,0.0730666050906176,0.0403152197702532,0.0731695174191108,0.1280094329593584,True,P321,150.0,trigonal
43b272c7c2,Cs5Rb(Ir2Br9)2,28,1009.1106542595664,4.866104899046819,2957.1350595,12.948060221536275,5.445372557899732,0.0226452825997075,0.0069668235815487,0.3155759486709276,1.87355558156182,0.1182280275191434,0.1057940171424626,0.1185877669139744,0.1324170176670993,True,P-6m2,187.0,hexagonal
4d21a389c2,HfZr(MnI6)2,16,736.5182968363198,4.289210673593014,1902.44373,4.923530096601186,2.422970875082308,0.05403620893733,0.0691008796668668,0.2886152683688324,1.7042858116261257,0.0695155040320787,0.0345043503644431,0.0700536103115858,0.1369179449194679,True,P2/m,10.0,monoclinic
51bf6e6de2,Ag2W(OF2)2,36,593.8585297988252,5.6770277871078845,2030.2752512,39.793821433587546,8.211525074215778,0.0650758629630171,0.0793641875389665,0.403464228938748,2.6661307567173003,0.060518295052182,0.0265490901389744,0.0595477218075415,0.137272238791298,True,Pbcn,60.0,orthorhombic
7b239eaf6a,Cs4HgPdSe32,38,1277.378547198058,4.374817605508036,3365.3518076,8.668042803024218,4.082596350510417,0.0315208521340702,0.0705428248673372,0.2964585851500811,1.7509863369797871,0.0727555601210257,0.0349445545395807,0.0730351948457525,0.144094960671755,True,P-4,81.0,tetragonal
3fb26ff676,KRb3Au6Se5,30,994.0565119022324,6.25456803218729,3744.202228,11.494533840709446,4.885524321913196,0.0230513615074627,0.0615904392295046,0.3138570180120238,1.8619913358692293,0.0832385510090006,0.0456641572424437,0.0826401037916349,0.152836319376316,True,Ama2,40.0,orthorhombic
80ee2caff4,MnCdBr6,16,546.7801612447961,3.928423107019136,1293.5460899999998,7.455257190319759,3.194746576699134,0.0461629446882423,0.0557413681067437,0.312518672846712,1.853065237910092,0.0860739904518582,0.048228210791312,0.0855326891309215,0.1544266901691489,True,P-31c,163.0,trigonal
22d95557e5,Cs3Rb(PdSe16)2,38,1234.3861476340112,4.336692475853632,3223.7441557,9.090652513009502,4.360082402957718,0.0280795467390443,0.0698884616000147,0.2932436979584216,1.7316070599942546,0.0812622434182811,0.040206348915576,0.0816471766593509,0.1561090091389866,True,C222,21.0,orthorhombic
5dfbddde4e,Pb2W3Cl14,38,1047.1927145455406,4.637433294311752,2924.524,10.479381581076025,4.3853264347370775,0.0624350502762571,0.0996552041244726,0.3163776586744695,1.8789879622825512,0.0649466450058699,0.0231219263819015,0.0638544234037626,0.1650375262602641,True,P6_3,173.0,hexagonal
