compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density
S1Zn1,aflow:2cb7747d64fa48bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Zn1_ICSD_108733,216,cF8,1.99396,8.40003,341.073,5.6423,71.1889,33.9479,2,4.17515
As2C2V6,aflow:1d7f89469d6c8fea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As1C1V3_ICSD_25761,63,oS20,1.99407,6.85339,482.069,26.4894,186.223,66.7581,10,6.38906
Cl2Mg1,aflow:1966db47ed65d8c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl2Mg1_ICSD_51245,115,tP3,1.9941,4.94904,344.829,8.45929,9.2777,5.76207,3,1.83102
Au4Er8,aflow:d4eddbd6a353d061,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Er2_ICSD_611816,62,oP12,1.99422,1.00377,158.038,35.5262,63.5208,20.7146,12,11.5358
O8Ti4,aflow:317af56146e51eaf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_15328,60,oP12,1.9943,11.6067,739.079,27.0734,212.026,97.8381,12,4.09225
Ni4Sc6Si6,aflow:4d3b9802cdb1da11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ni2Sc3Si3_ICSD_65760,63,oS32,1.99444,6.90123,544.186,41.0185,119.838,78.2249,16,4.33214
Ba1O3Pu1,aflow:03c931a8f4358a23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Pu1_ICSD_43768,221,cP5,1.99449,7.02168,331.063,14.1463,120.922,57.0776,5,8.30831
As8Hf4,aflow:6ab6d29cee6c5e4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Hf1_ICSD_610636,62,oP12,1.99466,5.79361,344.023,33.7903,115.707,75.7912,12,9.54871
Ca1N2,aflow:4cd5998ab96735f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1N2_ICSD_423721,139,tI6,1.99469,14.9832,609.891,7.39862,81.0231,39.7189,3,2.88393
Nb6Tl2,aflow:2c5d7000d3a9b86b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Tl1_ICSD_105251,223,cP8,1.99487,2.32625,224.006,23.3583,154.822,34.0505,8,10.3625
Al3Pd3Tb3,aflow:ece5536a079b806a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Pd1Tb1_ICSD_160951,189,hP9,1.99493,1.92727,231.02,26.2427,78.3089,24.1416,9,8.07289
Sb2Sc4,aflow:717b4b75479a0cbd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Sb1Sc2_ICSD_409586,129,tP6,1.99512,5.29646,322.008,17.0354,69.4339,39.4605,6,4.78622
Bi2O8V2,aflow:d698f685b0961bd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1O4V1_ICSD_100733,141,tI24,1.99515,3.72026,386.0,33.2361,110.523,37.4898,12,6.02418
Hf10Sn6,aflow:2a69a5bb3498c4b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf5Sn3_ICSD_104273,193,hP16,1.99533,2.12168,229.057,46.657,113.593,43.5897,16,11.5583
Ga2Gd6O12,aflow:f3a50991fffab2ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Gd3O6_ICSD_420733,36,oS40,1.99538,3.39673,399.114,55.099,131.762,58.2837,20,7.46209
Hf4O8,aflow:6111b8abae1bf2ea,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/Hf_pvO/A2B_mP12_14_2e_e-001.BA,14,mP12,1.99545,9.92173,504.039,31.4313,196.292,100.815,12,9.96981
Gd4O14Zr4,aflow:f3e28f6e1c8493ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_188035,227,cF88,1.99572,5.79357,511.992,57.4014,160.117,85.9873,22,6.64662
Cd1Ho1,aflow:4c9a4c8acd1b2bde,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Ho1_ICSD_58988,221,cP2,1.99577,4.53629,189.969,5.88703,58.4444,26.287,2,8.89417
Mn2Te2,aflow:032645bbe4ef9028,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Te1_ICSD_174028,194,hP4,1.99584,2.37687,204.976,11.7391,52.4546,20.2234,4,5.75809
B8Os6Sc2,aflow:7f696d42775595c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B4Os3Sc1_ICSD_91244,63,oS32,1.99584,12.5849,555.987,40.7135,289.235,175.127,16,12.5886
O8Si2Zr2,aflow:16bf6a36c052299d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O4Si1Zr1_ICSD_100239,141,tI24,1.99587,11.6101,703.075,27.7688,204.872,97.2627,12,4.48954
In1La1,aflow:73bb14353152382d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1La1_ICSD_51948,221,cP2,1.99587,3.68961,179.048,5.8999,49.9667,20.1921,2,6.75334
Se1Sr1,aflow:8451928b649b9e7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1Sr1_ICSD_182720,225,cF8,1.99599,6.92184,254.1,5.79941,41.0111,26.8958,2,4.41285
Al9Co2Sr1,aflow:4e1bfd5c51c6e7ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al9Co2Sr1_ICSD_57633,191,hP12,1.99602,7.46179,540.816,30.8348,87.1694,64.2909,12,3.59385
Nb4P4Zr4,aflow:e8d40bccac2e2f19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Nb1P1Zr1_ICSD_75008,62,oP12,1.99621,10.0366,481.067,31.8041,174.908,100.268,12,6.8837
Ba10Sb8,aflow:a92b58c15da82969,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba5Sb4_ICSD_280022,64,oS36,1.99626,0.702012,160.958,53.2735,27.7227,14.1191,18,5.14072
Al16Ir7Sc6,aflow:44ef0e71ea90390c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Ir7Sc6_ICSD_608246,225,cF116,1.99639,3.37984,412.064,79.4468,142.356,72.7309,29,7.18174
As8Hf12,aflow:a72edbac95240550,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Hf3_ICSD_610637,62,oP20,1.99648,3.21159,292.993,57.2844,135.013,66.151,20,11.6152
Re8Zr4,aflow:2d3eb8e5ba3a4b4c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Zr1_ICSD_650209,194,hP12,1.99654,2.98482,247.986,34.8099,248.472,53.8531,12,14.4597
Ga4Ta6,aflow:83be7a895478ae2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga2Ta3_ICSD_107309,127,tP10,1.99675,8.98879,360.007,27.9722,181.544,107.146,10,13.2996
N8Zr6,aflow:dd82f8ad72eea18b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/N4Zr3_ICSD_97998,220,cI28,1.99689,13.6869,666.141,33.2525,205.144,116.533,14,6.93858
Sb6Yb10,aflow:8a08dd2fc13157c8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sb3Yb5_ICSD_173032,193,hP16,1.99693,1.33347,189.941,47.1037,36.0812,26.2868,16,8.15488
Nb2P2,aflow:ff06b37dece770ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Nb1P1_ICSD_645167,109,tI8,1.99707,24.6762,538.008,10.2841,185.225,108.724,4,6.36366
Ge4Hf2,aflow:6405f75405bd1e6d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge2Hf1_ICSD_16698,63,oS12,1.99709,7.30019,322.059,17.0316,121.109,70.3852,6,9.96074
Al2N6V8,aflow:b606646ec505048a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1N3V4_ICSD_181348,194,hP16,1.99723,11.762,730.915,36.3198,196.139,106.455,16,5.31569
Pd4Tb4,aflow:c7dabd3c906d47e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Tb1_ICSD_648983,62,oP8,1.99723,1.82334,196.963,23.5095,79.8251,25.9711,8,9.82851
Al2Mo6,aflow:8fee9dfc096e994a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Mo3_ICSD_57999,223,cP8,1.99731,13.9255,480.947,21.2028,220.922,113.908,8,8.38884
Ge6Ta10,aflow:577e516a8635cda8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge3Ta5_ICSD_44743,140,tI32,1.99733,5.44553,335.016,45.1841,191.436,93.2071,16,13.613
Os6Th14,aflow:a3694033e6abeaea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Os3Th7_ICSD_150669,186,hP20,1.99745,1.32973,177.973,58.9741,85.7907,28.5659,20,12.0446
I2Li2,aflow:9a9ee1f42bae7542,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I1Li1_ICSD_414242,186,hP4,1.99776,0.39688,122.064,11.9177,15.4388,5.00257,4,3.31386
K3Sb1,aflow:75e5a9c0265c43da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K3Sb1_ICSD_246648,225,cF16,1.99783,0.640055,145.957,11.8809,13.1278,5.95383,4,2.53334
N1Nb1,aflow:844b105937307111,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Nb1_ICSD_185569,187,hP2,1.99788,79.184,744.998,4.49238,311.778,211.985,2,8.01036
K2Mg5Sn3,aflow:ad7f4350cf7373ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/K2Mg5Sn3_ICSD_421342,139,tI20,1.99789,1.07708,225.114,29.2318,21.9928,10.6077,10,3.10138
Al3Ni2Th1,aflow:5d3a891d1341c11f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Ni2Th1_ICSD_58061,191,hP6,1.99801,8.48401,390.888,16.5865,122.458,67.8319,6,7.09325
As8Zr12,aflow:7ad24d44b882c39c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Zr3_ICSD_611611,62,oP20,1.99812,3.72625,360.025,55.9545,126.639,61.961,20,6.89492
S8Zr6,aflow:55ef006dc02f6f54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S4Zr3_ICSD_651475,227,cF56,1.99813,0.849899,228.973,40.8379,96.5056,15.8185,14,4.25881
O1Zn1,aflow:ab12888374d76ba7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Zn1_ICSD_163381,225,cF8,1.99823,16.3307,491.029,5.27859,171.017,73.8956,2,7.23882
Re8Zr4,aflow:76e5c883a33f1ee8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Zr1_ICSD_650208,194,hP12,1.99834,2.97895,247.971,34.8146,250.79,54.089,12,14.4545
F5U1,aflow:0cd3158e7247874c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F5U1_ICSD_200459,87,tI12,1.99835,8.01631,416.015,16.4148,23.0708,13.0899,6,5.25138
Dy4Tl2,aflow:568b71a1e061590c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy2Tl1_ICSD_103378,194,hP6,1.99849,1.76227,162.024,17.7528,54.4566,23.4387,6,10.3389
Re8Zr4,aflow:60fbc5ebb2614257,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Zr1_ICSD_650212,194,hP12,1.99855,2.97826,247.986,34.8138,250.502,54.0705,12,14.4598
Ga2Sn6Zr10,aflow:b9f324ee79e23708,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Sn3Zr5_ICSD_106753,193,hP18,1.99861,4.37046,351.058,50.539,108.793,67.3149,18,7.50828
Co2S6Ta9,aflow:7ece97dcf9de64a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co2S6Ta9_ICSD_624869,189,hP17,1.99866,3.81112,321.026,48.2341,126.438,50.3488,17,10.4091
Re8Zr4,aflow:572a8aac8b57ea56,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Zr1_ICSD_650217,194,hP12,1.99869,2.83604,244.009,34.847,253.01,53.0269,12,14.441
Co2Ga1Ta1,aflow:e3950f9c6f25331e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Ga1Ta1_ICSD_102451,225,cF16,1.99878,11.2182,369.017,11.1592,129.694,82.9215,4,11.1184
Mn1S1,aflow:42bcb1caacd2e497,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1S1_ICSD_158647,225,cF8,1.99879,12.123,402.909,5.50391,79.7778,42.576,2,3.91782
Na2Te1,aflow:90eddf11eef225fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Te1_ICSD_182741,225,cF12,1.99889,1.73958,196.821,8.83091,20.2667,11.9053,3,2.97545
Ga8Nb10,aflow:a95295f840e03ac0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga4Nb5_ICSD_103837,193,hP18,1.99893,5.94737,423.069,49.0535,160.855,90.3831,18,8.09058
Dy1Rh1,aflow:dc3395dafe10aed5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Rh1_ICSD_103359,221,cP2,1.99897,6.82856,228.022,5.83553,114.672,39.3185,2,11.1131
O2Th1,aflow:1c78bb7df13625db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Th1_ICSD_105550,225,cF12,1.99901,15.0171,380.059,8.3286,172.717,76.3351,3,8.86728
C4Nb12Ni12,aflow:b61692c56923bcac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Nb3Ni3_ICSD_618487,227,cF112,1.99901,4.68593,475.976,74.4128,196.111,90.0281,28,8.39718
F4H2K2,aflow:907c154436b15b0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2H1K1_ICSD_18094,140,tI16,1.99916,2.22407,417.678,22.1952,24.9762,15.2661,8,2.26779
B2C2Mo4,aflow:c7228ec855654a31,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1C1Mo2_ICSD_23188,63,oS16,1.99934,25.5812,698.934,18.5764,305.312,180.718,8,8.39864
O2Zn2,aflow:93b4137b05c63add,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Zn1_ICSD_181039,194,hP4,1.99961,5.94554,409.102,10.9776,166.762,50.0859,4,7.16434
Ru6Th14,aflow:ebef2b4e8ec07bfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ru3Th7_ICSD_150668,186,hP20,1.99974,1.25987,182.965,58.9217,81.9831,27.4049,20,10.7481
Al36Mg6Ti4,aflow:b9f82d1d443ec418,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al18Mg3Ti2_ICSD_107850,227,cF184,1.99981,1.96025,511.218,120.221,76.5944,45.1957,46,2.67095
Li1Mg8Si4,aflow:9dd7850f597773b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li1Mg8Si4_ICSD_181249,221,cP13,1.99983,3.03173,464.256,34.8367,52.5444,32.0125,13,1.98298
Al1Ca1Si1,aflow:a2be57f97c3c3734,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ca1Si1_ICSD_155853,187,hP3,2.00042,12.4227,484.24,7.94995,57.0844,39.3864,3,2.35414
Pb4S4,aflow:ed5e0e5f2c3a33b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pb1S1_ICSD_183241,31,oP4,2.00053,10.8818,310.955,11.3893,53.8003,30.3854,8,7.35027
Al4Ca2,aflow:bd3c0d8b8d79e6d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Ca1_ICSD_151190,227,cF24,2.0006,7.4802,481.051,15.9314,56.3278,43.1928,6,2.427
Ge4Mn4Yb4,aflow:2857decde0cc7290,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Mn1Yb1_ICSD_95004,62,oP12,2.00061,2.27954,255.029,34.7971,50.7601,36.8614,12,7.38579
O8Ti4,aflow:60d0115c59dadc48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_93098,141,tI24,2.00109,15.6738,801.862,25.7937,104.429,70.4237,12,3.4134
B6Ru4,aflow:f85d9d5a81b01ac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B3Ru2_ICSD_23715,194,hP10,2.0011,19.8776,716.045,22.9357,296.801,174.733,10,8.26794
Ir4La4Si4,aflow:bb513b87e68c060a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1La1Si1_ICSD_27187,198,cP12,2.00121,1.37671,203.985,35.1995,112.299,24.875,12,9.01055
C1Dy3Pb1,aflow:2db9c410da6d3a82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Dy3Pb1_ICSD_56410,221,cP5,2.00125,7.24807,273.927,14.4126,78.45,58.0406,5,9.86079
O4Ti2,aflow:587070faf1466d87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ti1_ICSD_109469,136,tP6,2.00128,22.7614,792.995,12.9859,206.627,112.488,6,4.01394
Al5Ca5Si5,aflow:fadae3ba34adcebe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ca1Si1_ICSD_155192,187,hP15,2.00129,4.38548,490.05,39.6362,55.4562,39.781,15,2.36146
O14Y4Zr4,aflow:574859fb725b71ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Y2Zr2_ICSD_153818,227,cF88,2.00198,6.58133,583.924,55.0958,160.711,86.5563,22,5.25984
C2Co1Th1,aflow:e00e76841156aae9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C2Co1Th1_ICSD_601561,38,oS8,2.00198,15.5496,434.017,10.8462,182.793,90.1388,4,9.42382
Al8C4Mo12,aflow:e05cd47388a45cb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al0.4C0.2Mo0.6_ICSD_606230,213,cP24,2.00211,3.29673,424.961,65.3491,221.206,66.4698,24,7.1217
O8P2Sc2,aflow:bceea94215ce8505,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O4P1Sc1_ICSD_16648,141,tI24,2.00226,12.7395,797.078,25.9073,147.41,77.8674,12,3.50882
Si4W6,aflow:8bd98faf69c418bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Si2W3_ICSD_652552,127,tP10,2.0024,5.99699,333.048,28.2478,239.117,79.1293,10,13.6913
Al8Ce2Ni2,aflow:64b3448f47ce6f17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al4Ce1Ni1_ICSD_104628,63,oS24,2.00241,6.4118,464.136,32.1083,95.86,66.3167,12,4.85657
As2C2Nb4,aflow:e9f879ec8eba0b3c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1C1Nb2_ICSD_180617,194,hP8,2.00241,16.0713,533.895,20.6122,204.666,118.741,8,7.75228
N1Pa1,aflow:94a7e01d9960eb16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Pa1_ICSD_644621,225,cF8,2.00252,18.0307,333.965,5.64911,221.75,83.4642,2,13.3753
Mn2Nb6S12,aflow:2b250ef584095fbe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Nb3S6_ICSD_643019,182,hP20,2.00277,5.93815,497.041,52.5908,69.502,44.6291,20,4.56698
N1Nb1,aflow:4d2d79fe29e7a5ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Nb1_ICSD_183424,221,cP2,2.00277,66.0028,707.005,4.61734,298.689,197.245,2,8.50549
Pb2S12Ta6,aflow:5d7afc6e6d5a5ee4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pb0.33S2Ta1_ICSD_74693,193,hP20,2.00282,4.46353,366.042,55.8293,65.5485,42.2101,20,7.02382
Cd2La4Rh4,aflow:b53a4ef99f6bb713,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1La2Rh2_ICSD_107389,127,tP10,2.00302,1.28679,190.0,29.4266,77.658,22.9009,10,8.28015
C1Y1,aflow:18f2996d8a7a43b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/201,225,cF8,2.00304,19.9858,460.023,5.35903,123.689,65.5633,2,5.0693
Au4Ho8,aflow:0d41c566b96e2b8b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ho2_ICSD_58480,62,oP12,2.00306,0.971274,157.037,35.5299,60.4365,19.6498,12,11.2562
Ag3Mg3Y3,aflow:673964418b9b7e19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Mg1Y1_ICSD_104477,189,hP9,2.00307,0.88077,191.959,26.4853,53.5309,14.3676,9,5.12208
Ba6P8,aflow:23c79c4a50ec0484,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Ba3P4_ICSD_38322,43,oF56,2.00308,1.77483,256.955,40.5613,33.8768,19.224,14,4.12374
Ca2O6Ti2,aflow:b3e056f88f7a8a52,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1O3Ti1_ICSD_153173,140,tI20,2.00344,14.4852,754.127,22.3074,166.123,104.821,10,3.84548
Ca4I2N2,aflow:eeb5fe3ba91f0acb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca2I1N1_ICSD_65216,194,hP8,2.00344,3.75076,335.049,22.6233,50.2507,32.2018,8,3.96512
Hf4O8,aflow:f199dc9d57adb100,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1O2_ICSD_173968,62,oP12,2.00358,7.82442,475.013,31.9118,225.968,93.0971,12,11.6031
Pb1S1,aflow:0eba6b16a3d9271f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pb1S1_ICSD_169770,225,cF8,2.00364,6.10266,220.024,5.84906,53.4722,30.3935,2,7.34119
Hf2Hg1,aflow:f85891c2a99e5be2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Hf2Hg1_ICSD_638564,139,tI6,2.00368,6.27694,214.99,8.7781,113.932,46.6085,3,14.1264
Mg4Si2,aflow:a607f27fa6c48822,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg2Si1_ICSD_167512,194,hP6,2.00371,1.5409,309.166,17.1253,55.7237,14.1795,6,2.25503
Tc1V1,aflow:f79a697dd14b142c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tc1V1_ICSD_106143,221,cP2,2.00386,37.8581,507.986,5.22575,248.539,125.422,2,8.80076
Cl2O2Y2,aflow:b47b7d37bc74f925,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl1O1Y1_ICSD_60586,129,tP6,2.00395,5.58495,392.067,16.5832,74.9141,30.9704,6,4.49239
S1Sr1,aflow:fde5530a17dea6e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_164143,225,cF8,2.00402,9.4911,320.136,5.68488,48.5944,32.1663,2,3.56724
Ca1Si2Zn2,aflow:db51b14eed73c95f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1Si2Zn2_ICSD_59649,139,tI10,2.00405,5.68212,380.02,13.9003,68.3956,40.7795,5,4.16346
Al12Mn2,aflow:fd33fe5260049f5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al6Mn1_ICSD_150135,63,oS28,2.0042,6.58041,581.047,35.1425,101.121,64.8827,14,3.34883
O4S1Zn1,aflow:32900c9d0831cc96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O4S1Zn1_ICSD_2456,216,cF24,2.00424,2.38717,350.902,16.8518,71.7056,13.0699,6,2.3215
N6Ta2Th2,aflow:b11889f2f9b5bc66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/N3Ta1Th1_ICSD_247344,63,oS20,2.00476,13.0905,479.042,26.5258,222.038,128.782,10,10.828
Al4Ba2,aflow:5cb0505df67e7744,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Ba1_ICSD_246193,227,cF24,2.00481,3.9454,300.852,17.1697,42.3722,31.4109,6,4.08098
O4Ti2,aflow:e2805aa73c4be52b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OTi_sv/A2B_tI12_141_e_a-001.AB,141,tI12,2.00489,8.81824,575.049,15.1002,179.644,52.6148,6,3.7638
Pb4S4,aflow:612b3a8d9916f74d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pb1S1_ICSD_648438,225,cF8,2.00502,2.4157,219.985,23.3942,52.9724,30.2202,8,7.32345
Rh4Tb4Zn4,aflow:3e10257c5f850697,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Rh1Tb1Zn1_ICSD_419896,62,oP12,2.00511,1.63393,226.956,35.0271,102.031,32.9542,12,9.68416
N3Ta2Zr1,aflow:3d7e68f7ff5a44bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N3Ta2Zr1_ICSD_186422,191,hP6,2.00516,11.5425,430.079,16.2948,270.521,101.06,6,11.2266
Mg4N6P2,aflow:ec47b7ccd1c1a1ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Mg2N3P1_ICSD_27229,36,oS24,2.00532,12.1158,822.089,25.3837,150.256,86.5926,12,3.04653
B6Ir6Mg6,aflow:c422afb3ea6a5582,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Ir1Mg1_ICSD_409979,180,hP18,2.00548,4.0235,395.965,49.6407,186.465,77.4034,18,9.96053
Ni2S4,aflow:5acf588213d5c741,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1S2_ICSD_169570,58,oP6,2.00558,8.07029,464.987,16.0567,78.6682,50.5336,6,4.10075
Rh6Th14,aflow:2b2d95be873f1248,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh3Th7_ICSD_150667,186,hP20,2.00564,1.177,178.979,58.9706,81.5936,26.9651,20,10.7424
Al6Os2U4,aflow:50908d758f0cc70c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Os1U2_ICSD_58111,194,hP12,2.00565,4.12965,294.082,34.3731,98.8038,59.1016,12,10.3609
Au2Nb6,aflow:49e03dc8eb3080dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Nb3_ICSD_58557,223,cP8,2.00576,5.22147,298.039,22.8738,176.45,61.193,8,10.8325
B2Ge6Ta10,aflow:063fc233ec9f65f5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Ge3Ta5_ICSD_614404,193,hP18,2.00577,6.25204,378.054,49.9966,196.645,108.268,18,13.2858
