compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density,poscar_file
F3Hg1Rb1,aflow:467bde830ed16a22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Hg1Rb1_ICSD_15169,221,cP5,2.40916,0.775665,192.885,14.7282,50.2056,14.8246,5,5.74777,aflow_467bde830ed16a22.poscar
Au4Sb8,aflow:0b3a0c3057da1967,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Sb2_ICSD_40350,205,cP12,2.40952,0.608544,163.015,35.5051,68.6401,19.3861,12,9.40298,aflow_0b3a0c3057da1967.poscar
Cs1I1,aflow:3cfd4805f7728ac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1I1_ICSD_44291,221,cP2,2.40993,0.500102,98.9233,5.97616,10.0944,5.61116,2,4.25795,aflow_3cfd4805f7728ac7.poscar
Br2Tl2,aflow:c01b5c54b0863da2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1Tl1_ICSD_109144,63,oS8,2.41089,0.3249,100.979,11.9465,14.9713,5.83428,4,6.64308,aflow_c01b5c54b0863da2.poscar
Au2Ba1,aflow:822ff35409e2f917,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au2Ba1_ICSD_181532,191,hP3,2.41136,1.27186,142.004,8.90913,44.4335,17.8049,3,10.2074,aflow_822ff35409e2f917.poscar
Ba1In4,aflow:348b8fa1616f2ea1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1In4_ICSD_414230,139,tI10,2.41329,1.22572,177.894,14.7655,34.8494,19.7444,5,6.41592,aflow_348b8fa1616f2ea1.poscar
Au2Rb2Te2,aflow:7599b2827de10d20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Rb1Te1_ICSD_75026,194,hP6,2.41433,0.835683,153.878,17.7917,26.4855,14.1677,6,6.5263,aflow_7599b2827de10d20.poscar
Sb1Tl1,aflow:035c219449edca3f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sb1Tl1_ICSD_184577,216,cF8,2.41525,1.47991,136.075,5.94537,30.7389,14.2729,2,6.97712,aflow_035c219449edca3f.poscar
Br6Rb2Sn1,aflow:4ca026eef8988473,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Rb2Sn1_ICSD_158956,225,cF36,2.4166,0.456861,159.913,26.6733,8.73889,3.96827,9,3.75296,aflow_4ca026eef8988473.poscar
Ag2Ho1In1,aflow:afa6e5dc6e33e138,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Ho1In1_ICSD_58280,225,cF16,2.41734,0.995523,163.034,11.8387,74.4111,19.0459,4,9.72612,aflow_afa6e5dc6e33e138.poscar
Ag2Au2F8,aflow:9ee5b4685cffe258,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Au1F4_ICSD_90071,140,tI24,2.41919,0.848277,255.029,34.8287,37.0529,12.2222,12,6.67071,aflow_9ee5b4685cffe258.poscar
Br1Tl1,aflow:c6d52ea37eb98db2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Tl1_ICSD_181756,221,cP2,2.41949,0.545293,104.128,5.97113,20.7944,7.94768,2,7.17591,aflow_c6d52ea37eb98db2.poscar
Au1Li1Sb1,aflow:bdab7ec2c162ee22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li1Sb1_ICSD_107996,216,cF12,2.42003,0.131085,80.9592,8.97102,51.2167,3.7784,3,8.07262,aflow_bdab7ec2c162ee22.poscar
Cl6Sn1Tl2,aflow:bbf5e11c2ab0a71c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Sn1Tl2_ICSD_26700,225,cF36,2.42007,0.551358,176.956,26.5879,12.8,5.31827,9,4.53334,aflow_bbf5e11c2ab0a71c.poscar
Br6Cs2Pt1,aflow:f1db056900fcd3bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Cs2Pt1_ICSD_77381,225,cF36,2.42115,0.711059,174.037,26.6008,8.98333,4.80364,9,4.6945,aflow_f1db056900fcd3bb.poscar
Hg4O4,aflow:6f7e43222d14fbbc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/HgO/AB_oP8_62_c_c-006.AB,62,oP8,2.42119,1.63273,239.028,23.3041,23.6385,10.5376,8,9.85067,aflow_6f7e43222d14fbbc.poscar
Ag2Er1In1,aflow:22494371b35a87c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Er1In1_ICSD_58254,225,cF16,2.42187,0.905129,157.969,11.8479,74.9111,18.0475,4,9.84299,aflow_22494371b35a87c6.poscar
Ag2Br4Cs2,aflow:8e1432465df5fab6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ag1Br2Cs1_ICSD_150301,63,oS16,2.42238,0.270806,125.088,23.8304,16.2151,6.44948,8,4.67459,aflow_8e1432465df5fab6.poscar
Br8Cu8,aflow:559b453b9ec43800,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Cu1_ICSD_78278,205,cP16,2.42362,0.427473,201.077,47.0518,35.3991,13.2385,16,5.65342,aflow_559b453b9ec43800.poscar
Br1Cu1,aflow:7c4a6c85677fb393,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cu1_ICSD_23989,216,cF8,2.42399,1.07312,170.012,5.91661,41.5389,11.9439,2,5.0604,aflow_7c4a6c85677fb393.poscar
Au1Li2Sn1,aflow:dfeec91885f9fa30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Sn1_ICSD_58533,216,cF16,2.4251,1.09616,197.026,11.7731,52.2056,19.542,4,7.61921,aflow_dfeec91885f9fa30.poscar
Au2F8K2,aflow:a3dbb1055706421d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au1F4K1_ICSD_10327,140,tI24,2.42627,1.15775,297.901,34.4145,21.8831,9.99142,12,4.7372,aflow_a3dbb1055706421d.poscar
Br1Rb1,aflow:9e643376d04eba9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Rb1_ICSD_18017,225,cF8,2.42688,0.557021,121.864,5.96222,12.5667,6.17845,2,3.20789,aflow_9e643376d04eba9f.poscar
Pb4Pt2,aflow:572886e08a463fbf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb2Pt1_ICSD_54316,140,tI12,2.4278,0.60839,126.973,17.8495,78.0668,17.6768,6,14.0331,aflow_572886e08a463fbf.poscar
Br1Cu1,aflow:9d9b873ee5316734,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cu1_ICSD_78280,225,cF8,2.42884,0.919985,164.839,5.92096,50.8778,11.8334,2,6.03372,aflow_9d9b873ee5316734.poscar
Au4Ca2,aflow:868b8b96c147ab2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Au2Ca1_ICSD_55542,74,oI12,2.42963,0.557281,139.012,17.8239,62.423,14.2243,6,10.4406,aflow_868b8b96c147ab2b.poscar
Au4Ca4In4,aflow:0e7002383fe4a6c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ca1In1_ICSD_408579,62,oP12,2.43227,0.569401,173.887,35.4504,53.8758,18.774,12,7.91765,aflow_0e7002383fe4a6c3.poscar
Au2Sn1U1,aflow:c025b7fc0d6fcd1b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Sn1U1_ICSD_58593,225,cF16,2.43395,0.642032,121.993,11.9077,79.0944,14.8565,4,13.283,aflow_c025b7fc0d6fcd1b.poscar
Br6Pd1Rb2,aflow:41eaa2ac5e0af8aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Pd1Rb2_ICSD_36305,225,cF36,2.43481,0.659566,185.108,26.5582,11.5111,6.05139,9,4.15714,aflow_41eaa2ac5e0af8aa.poscar
I1Tl1,aflow:7131de623c28cebc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1Tl1_ICSD_53854,221,cP2,2.43505,0.488967,93.8737,5.97669,17.5556,7.15777,2,7.07326,aflow_7131de623c28cebc.poscar
Sb6Tl21,aflow:f7933008a130dc06,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Sb2Tl7_ICSD_41816,229,cI54,2.43693,0.0896796,94.0771,80.6622,26.0444,7.47834,27,9.93492,aflow_f7933008a130dc06.poscar
Ho1Tl3,aflow:750354dbab6bfb90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Tl3_ICSD_104455,221,cP4,2.43723,0.456274,105.935,11.9326,49.15,11.3719,4,12.0284,aflow_750354dbab6bfb90.poscar
Br6Cs2Sn1,aflow:a7b88cfa9b53898d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Cs2Sn1_ICSD_158957,225,cF36,2.43765,0.439707,152.129,26.7079,7.84444,3.74084,9,4.00795,aflow_a7b88cfa9b53898d.poscar
Ag2In1Sc1,aflow:e680940d09ac6cbb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Sc1_ICSD_58298,225,cF16,2.43773,0.930198,176.936,11.8098,78.8722,17.5095,4,7.83251,aflow_e680940d09ac6cbb.poscar
Sr2Tl4,aflow:9b752e7c90f5d4d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sr1Tl2_ICSD_106111,194,hP6,2.43846,0.697961,138.034,17.8363,28.2712,15.8846,6,8.43135,aflow_9b752e7c90f5d4d7.poscar
Cl6Pb1Rb2,aflow:cd74964c563586e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Pb1Rb2_ICSD_26712,225,cF36,2.44455,0.413343,172.802,26.6201,9.95556,3.91334,9,3.33047,aflow_cd74964c563586e0.poscar
Ag4Te4Tl4,aflow:d03b8a2bb448d3bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Te1Tl1_ICSD_52609,62,oP12,2.44477,0.233306,117.959,35.7566,35.5085,10.6828,12,8.38964,aflow_d03b8a2bb448d3bc.poscar
Ag4Se4Tl4,aflow:51c861f8d5f2a223,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Se1Tl1_ICSD_100710,62,oP12,2.44509,0.324216,139.105,35.6624,34.6652,11.5694,12,8.50547,aflow_51c861f8d5f2a223.poscar
I6Pt1Rb2,aflow:b3860f8b2cd99c72,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I6Pt1Rb2_ICSD_37191,225,cF36,2.44652,0.453758,140.003,26.7418,9.52222,4.37401,9,4.93536,aflow_b3860f8b2cd99c72.poscar
Ag1I1,aflow:61ae06e7e303a5bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1I1_ICSD_161579,216,cF8,2.44784,0.337221,93.9948,5.97527,24.8667,5.18682,2,5.30503,aflow_61ae06e7e303a5bf.poscar
Ag4F12K4,aflow:6cc8759f4910c6f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1F3K1_ICSD_189150,62,oP20,2.4486,0.540943,284.906,57.6281,37.8971,14.4963,20,3.98331,aflow_6cc8759f4910c6f6.poscar
O2Pd4,aflow:930e39422b5a9229,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Pd2_ICSD_77651,224,cP6,2.44995,0.287144,144.925,17.8024,124.528,9.53649,6,8.1206,aflow_930e39422b5a9229.poscar
C1In1Pt3,aflow:48e5eceb94a2a2a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1In1Pt3_ICSD_77040,221,cP5,2.45002,0.649876,149.014,14.8241,193.444,18.5802,5,15.6433,aflow_48e5eceb94a2a2a1.poscar
Ag2I2,aflow:d611e813a85efcb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1I1_ICSD_15589,186,hP4,2.45261,0.191901,91.0355,11.9537,25.9388,5.08336,4,5.30413,aflow_d611e813a85efcb0.poscar
Ag1C1,aflow:7726f25d86a7ac89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1C1_ICSD_183175,225,cF8,2.4541,0.868197,181.934,5.8988,114.983,13.0009,2,7.78582,aflow_7726f25d86a7ac89.poscar
Ag1Cd1Sb1,aflow:4db77c268007c7e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cd1Sb1_ICSD_52549,216,cF12,2.45653,0.209793,92.9504,8.9612,55.6611,5.16666,3,7.60374,aflow_4db77c268007c7e7.poscar
Hg1Te1,aflow:c2384ec3a6ca5619,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Te1_ICSD_162602,216,cF8,2.45944,1.19772,129.078,5.95004,35.2611,13.0427,2,7.43623,aflow_c2384ec3a6ca5619.poscar
Ag16Ca6,aflow:52a92160866b3a2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ag8Ca3_ICSD_107145,229,cI44,2.46336,0.311928,181.049,64.9353,45.5833,15.4785,22,6.44537,aflow_52a92160866b3a2a.poscar
Cs2I6Pt1,aflow:506d0ac0d8ad464c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2I6Pt1_ICSD_201309,225,cF36,2.46513,0.537885,143.873,26.7294,7.47222,4.15539,9,5.00878,aflow_506d0ac0d8ad464c.poscar
Cs1I1,aflow:e0fc6d7a170c6558,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1I1_ICSD_61517,225,cF8,2.46685,0.286487,82.0159,5.98385,8.39444,3.6187,2,3.56393,aflow_e0fc6d7a170c6558.poscar
Ag2F6Rb2,aflow:47b9ffc0d5db5a9b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1F3Rb1_ICSD_23153,140,tI20,2.46706,0.829701,262.796,28.9933,42.2735,17.2245,10,4.64592,aflow_47b9ffc0d5db5a9b.poscar
Au2Yb1,aflow:5f53eeb11197a3de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Yb1_ICSD_58388,139,tI6,2.46767,1.05593,136.994,8.916,57.4776,18.4869,3,14.1327,aflow_5f53eeb11197a3de.poscar
Au4In8Na12,aflow:0393c62d375f5ec6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1In2Na3_ICSD_170867,227,cF96,2.46855,0.158287,148.82,71.2644,23.6778,8.23354,24,5.13749,aflow_0393c62d375f5ec6.poscar
Hg8I16,aflow:93b7c7b0ffaa5bf8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1I2_ICSD_281133,137,tP24,2.46867,0.276021,137.848,71.3378,4.70954,2.85067,24,5.49262,aflow_93b7c7b0ffaa5bf8.poscar
Cu1I1,aflow:d1fd17e61cdce493,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1I1_ICSD_157431,216,cF8,2.46922,1.2584,162.092,5.92418,37.7333,13.8328,2,5.60643,aflow_d1fd17e61cdce493.poscar
Br1Cs1,aflow:f999245f021a5bc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Cs1_ICSD_22174,221,cP2,2.4707,0.587776,116.137,5.96687,12.4389,6.69455,2,4.17662,aflow_f999245f021a5bc3.poscar
Cl24Cs8Pb4,aflow:84738cad161f83b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Pb1_ICSD_26713,225,cF36,2.4708,0.156605,162.069,106.676,7.95556,3.3539,36,3.57648,aflow_84738cad161f83b3.poscar
Mg1Tl1,aflow:f6fa0908a0c1314a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Tl1_ICSD_104884,221,cP2,2.47362,0.238181,89.0823,5.97846,35.3944,4.94441,2,7.65183,aflow_f6fa0908a0c1314a.poscar
I1Rb1,aflow:be28b1736734720d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Rb1_ICSD_22168,225,cF8,2.47534,0.367039,96.863,5.97755,9.9,4.57368,2,3.39051,aflow_be28b1736734720d.poscar
Ag2Hg1I4,aflow:4acd680114f302a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag2Hg1I4_ICSD_30264,111,tP7,2.47684,0.324344,118.059,20.8618,12.7002,4.71106,7,5.52063,aflow_4acd680114f302a1.poscar
Au2Ca1Ge2,aflow:34bd54f20afe9d90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Ca1Ge2_ICSD_25333,139,tI10,2.47775,1.05432,182.027,14.7487,67.5556,19.9173,5,9.07634,aflow_34bd54f20afe9d90.poscar
Ag2Cl2,aflow:5c1f9a350ac0fe8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Cl1_ICSD_56542,11,mP4,2.48295,0.522228,160.092,11.8552,39.5739,10.3287,4,5.356,aflow_5c1f9a350ac0fe8e.poscar
Hg1Se1,aflow:d63b3d98960b8a00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Se1_ICSD_56210,225,cF8,2.48299,1.04403,136.928,5.9435,58.9222,13.9983,2,9.53909,aflow_d63b3d98960b8a00.poscar
Ag4O2,aflow:f024f2b3bfd420b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_173984,224,cP6,2.48656,0.0174529,56.0669,17.9719,56.2778,1.37277,6,6.62411,aflow_f024f2b3bfd420b0.poscar
Ag2Cl2,aflow:1c37631a1f4d2450,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Cl1_ICSD_56541,11,mP4,2.48691,0.491672,157.138,11.8599,40.94,10.3327,4,5.37227,aflow_1c37631a1f4d2450.poscar
F2Hg2,aflow:85c2090d2826f35e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2Hg2_ICSD_23719,139,tI8,2.48707,1.33384,191.885,11.7819,29.9839,12.4809,4,8.98308,aflow_85c2090d2826f35e.poscar
Ag1Cl1,aflow:59bce60e4ed76f05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cl1_ICSD_157535,225,cF8,2.48733,0.615131,144.9,5.94038,40.6111,8.67015,2,5.37163,aflow_59bce60e4ed76f05.poscar
I6Pd1Rb2,aflow:49f47f6178dea1f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I6Pd1Rb2_ICSD_92478,225,cF36,2.49292,0.263696,122.015,26.8126,10.0556,3.58791,9,4.64676,aflow_49f47f6178dea1f9.poscar
Ag2I2,aflow:008f8da25d4acde9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1I1_ICSD_28230,129,tP4,2.49393,0.562013,133.151,11.9,10.8325,4.23405,4,5.76754,aflow_008f8da25d4acde9.poscar
Cl2Hg2,aflow:7854022399e235d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2Hg2_ICSD_157979,139,tI8,2.49398,1.03633,165.153,11.8423,12.9243,6.36385,4,6.40886,aflow_7854022399e235d4.poscar
Ag8S4,aflow:4f3b9bdf5639c30e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262635,19,oP12,2.49462,0.337552,172.118,35.4759,61.6644,13.6319,12,7.20854,aflow_4f3b9bdf5639c30e.poscar
Ag1F1,aflow:bcee7bb7be81cfb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1F1_ICSD_18008,225,cF8,2.49835,0.404559,137.111,5.94686,55.1611,7.18921,2,6.68805,aflow_bcee7bb7be81cfb8.poscar
I6Rb2Sn1,aflow:feee15cf90b253fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I6Rb2Sn1_ICSD_22104,225,cF36,2.49855,0.250113,118.009,26.8273,8.32778,3.49501,9,4.16578,aflow_feee15cf90b253fe.poscar
Ag8S4,aflow:cba87020a753df24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262634,19,oP12,2.50039,0.372196,177.999,35.438,55.8904,13.3255,12,7.2014,aflow_cba87020a753df24.poscar
Au1Yb1,aflow:0d57d1fc06190bdd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Yb1_ICSD_58618,221,cP2,2.50098,0.915115,119.947,5.95782,45.1778,14.1942,2,12.4874,aflow_0d57d1fc06190bdd.poscar
Pd2Sr2Tl4,aflow:d13e19bd2ad8bff6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd1Sr1Tl2_ICSD_165577,63,oS16,2.50364,0.514134,143.031,23.7568,39.7178,14.0579,8,9.4226,aflow_d13e19bd2ad8bff6.poscar
Cs8I24Sn4,aflow:460691dc51cf5b5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2I6Sn1_ICSD_22105,225,cF36,2.50365,0.103803,115.929,107.334,7.14444,3.27906,36,4.3412,aflow_460691dc51cf5b5d.poscar
Cl1Cs1,aflow:2904d0595c6c9cb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Cs1_ICSD_52274,225,cF8,2.50445,0.470616,117.014,5.96593,12.2278,5.29048,2,3.16077,aflow_2904d0595c6c9cb0.poscar
Cu1Hf1Hg2,aflow:009e856d237a0cd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Hf1Hg2_ICSD_102969,216,cF16,2.50532,0.638006,134.009,11.8885,100.961,15.6848,4,14.017,aflow_009e856d237a0cd3.poscar
Au2In1Ti1,aflow:1ddfba03085ef884,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Ti1_ICSD_58510,225,cF16,2.50533,0.768261,150.058,11.8584,117.9,17.8105,4,12.4547,aflow_1ddfba03085ef884.poscar
Er1Tl3,aflow:993875381dc84303,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Tl3_ICSD_103313,221,cP4,2.5065,0.372102,100.931,11.9395,47.7111,10.0798,4,12.0844,aflow_993875381dc84303.poscar
Au1Mn1Sn1,aflow:811264f479bddf2e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Mn1Sn1_ICSD_240860,216,cF12,2.50956,1.13732,163.096,8.87835,68.0889,18.1898,3,8.92658,aflow_811264f479bddf2e.poscar
Au4S2,aflow:bedddf6b2193735f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au2S1_ICSD_612282,224,cP6,2.51431,0.142596,90.0114,17.9268,59.3278,5.70553,6,9.20313,aflow_bedddf6b2193735f.poscar
Cs2I6Pd1,aflow:19472eb5d8f1ce4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2I6Pd1_ICSD_280190,225,cF36,2.51585,0.455577,141.907,26.7446,7.77222,4.48547,9,4.73146,aflow_19472eb5d8f1ce4b.poscar
Cl1Cs1,aflow:994aa0aa4d401c1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Cs1_ICSD_22173,221,cP2,2.51604,0.722104,137.856,5.95407,14.6833,7.7355,2,3.76529,aflow_994aa0aa4d401c1a.poscar
Tl3Yb1,aflow:18fffe64abba004a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl3Yb1_ICSD_106199,221,cP4,2.51634,0.220066,84.0687,11.9605,41.2333,9.70633,4,11.1338,aflow_18fffe64abba004a.poscar
F1Rb1,aflow:94dbdbbca7eb0cb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Rb1_ICSD_53828,225,cF8,2.52309,1.08407,195.273,5.89997,25.3278,11.9182,2,3.68744,aflow_94dbdbbca7eb0cb7.poscar
Ba1O3Pb1,aflow:279962d5dd496031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Pb1_ICSD_51659,221,cP5,2.52383,0.724576,185.98,14.7423,62.2,15.227,5,6.39138,aflow_279962d5dd496031.poscar
Pd4Sn4,aflow:29c48c41f22b9ed3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sn1_ICSD_105683,62,oP8,2.52473,0.677527,178.916,23.6033,82.2332,18.5301,8,9.10292,aflow_29c48c41f22b9ed3.poscar
Au1Cd1Sb1,aflow:a20cea625ff11c69,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Cd1Sb1_ICSD_52663,216,cF12,2.52503,0.602338,124.925,8.92822,67.9,11.9432,3,9.68076,aflow_a20cea625ff11c69.poscar
In4K1,aflow:c3a69d5aafb4ec3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In4K1_ICSD_51947,139,tI10,2.52505,0.755701,166.088,14.8094,25.4034,13.7645,5,5.31796,aflow_c3a69d5aafb4ec3a.poscar
Au1Cl3Cs1,aflow:3ea6e14c71841664,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cl3Cs1_ICSD_27839,221,cP5,2.52834,0.590329,162.033,14.8126,34.1556,11.7102,5,5.13731,aflow_3ea6e14c71841664.poscar
Ag2Br2,aflow:2111503637117406,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Br1_ICSD_56549,11,mP4,2.53228,0.46751,141.036,11.8878,39.3874,11.0564,4,6.30803,aflow_2111503637117406.poscar
Th1Tl3,aflow:1e89971673a1e76e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Th1Tl3_ICSD_106159,221,cP4,2.5333,0.823113,128.026,11.9004,59.8667,18.2616,4,12.0974,aflow_1e89971673a1e76e.poscar
Ag1Br1,aflow:acc935168652beb5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Br1_ICSD_157536,225,cF8,2.53447,0.636344,134.109,5.94932,38.6889,9.78566,2,6.2896,aflow_acc935168652beb5.poscar
Ag2Br2,aflow:dd18d74ff992ddea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Br1_ICSD_56550,11,mP4,2.53596,0.475994,141.96,11.8869,38.5124,10.9116,4,6.28176,aflow_dd18d74ff992ddea.poscar
Au8Cl24Cs8,aflow:d6af7b3d25cbc553,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Cl6Cs2_ICSD_24515,221,cP5,2.53684,0.58608,161.884,14.8122,34.0714,11.7159,40,5.13422,aflow_d6af7b3d25cbc553.poscar
F1Rb1,aflow:2c17cb0ad30f0780,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F1Rb1_ICSD_43436,221,cP2,2.54019,0.943421,190.259,5.90694,29.1722,11.4269,2,4.21951,aflow_2c17cb0ad30f0780.poscar
Au2In1Th1,aflow:1752b716519862db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Th1_ICSD_58509,225,cF16,2.54112,0.595008,123.012,11.906,96.9,14.9582,4,12.9279,aflow_1752b716519862db.poscar
Br6Cs2Dy2,aflow:b659c8ff13c927f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br3Cs1Dy1_ICSD_300285,127,tP10,2.54195,0.316612,140.014,29.7199,26.224,9.92444,10,4.87671,aflow_b659c8ff13c927f7.poscar
