split,n,MAE_log10,R2,MAE_GPa,rel_error_pct,pct_of_range
train,7691,0.03416040630803092,0.9841153337163819,3.653315189786516,8.183345180730473,0.699868646638826
val,1648,0.08567971548119795,0.8889228078402931,7.997521395894509,21.809094701114805,1.5320918631542497
test,1648,0.08356470800936222,0.8886004853019855,7.716115815655409,21.217328392487644,1.4781827607726232
