f1_round9,f1_tree,d_f1,ci_lo,ci_hi,decisive,winner,n_crystals,n_true_low
0.4,0.6461538461538462,-0.24643726616514017,-0.3523851294903927,-0.14626146455617078,True,the tree baseline,835,93
