split,n,MAE_log10,R2,MAE_GPa,rel_error_pct,pct_of_range
train,7691,0.04394950595916968,0.9741954255478644,4.4435456036373795,10.649512782242443,0.8512537165181757
val,1648,0.0850136120559521,0.8856445370768835,7.759697309509374,21.622412006077283,1.486531649043697
test,1648,0.08699946949999889,0.8776075666277299,8.005814242730837,22.179816771135876,1.5336804740566166
